-,repair_cost-,repair_time-parallel,repair_time-sequential
0,1034543.2709257008,427.9669841041557,876.6764343899092
1,757948.8925819226,248.16584113039923,573.7670655581376
2,899288.5658059823,315.7394212335478,740.2764331628238
3,721443.2658551255,192.80529527691448,527.3986694145003
4,1152498.0970478898,494.31211505279543,1014.6337382005004
5,959893.7070997155,294.78832904742313,761.3604584044966
6,835018.0858086176,219.7024237024257,625.587906879893
7,692328.5250145453,177.34745411220015,623.8431288836111
8,849691.8522699794,272.4375452202215,722.8597680695598
9,1014403.9365590464,432.28750578055156,853.8533426100396
10,575581.7371669192,200.02598145985058,521.0423909226853
11,963928.4949973503,274.01332279889596,815.096871507885
12,693503.7740248088,189.04370338924127,659.1878021644474
13,1042030.800096177,434.9160510499328,945.2214459954323
14,784113.879052982,270.39576548787437,684.4601139865345
15,1011853.7273155232,304.54113999482814,820.1884768542873
16,818779.2111451821,256.2247121846684,693.9882179127972
17,1005620.9388093081,392.42987495157,870.6186413840846
18,1235854.5531595356,381.21260758431305,803.9616232820152
19,802242.5721861381,327.93418304040637,671.0965276702366
20,574513.6259826756,183.84760308249082,548.3449729633982
21,672703.2510131568,214.10640218734997,509.0316431171987
22,796304.7415370719,214.03903440449275,616.8724812633338
23,705491.4016399741,178.80097366526428,676.8440700724475
24,829673.3929036858,273.3971809552647,700.0678071500961
25,662596.9833585811,228.51868080427343,584.9411745118587
26,965675.2806280492,335.53860440144854,740.9714930628584
27,728570.2187248886,237.3945398874276,596.6558932618109
28,758767.6069625134,247.56510070979542,606.6188220353115
29,614316.1554887005,160.87679760176883,524.8200675655487
30,863444.630243802,263.5579525808536,885.6114716560203
31,891283.4796577931,327.3337658049199,738.6308029359243
32,959937.5425754917,372.42848921293677,722.3288144218398
33,752428.1590664701,319.3109095825808,711.878656418581
34,814256.467663277,294.056209462967,714.3981039681863
35,7133173.342840667,730.3030093182482,730.3030093182482
36,800260.9873601925,331.7947226155068,743.6602276565088
37,975011.5864969236,369.3192040874934,800.975137191086
38,913247.2367585886,242.07448836931266,711.3377881634717
39,1014883.2841091071,388.3256419332518,994.9243871201772
40,863775.8501046333,271.35521884407444,636.7319677335224
41,790535.9629680773,229.70469092176296,702.6839253708422
42,682444.547429032,284.3471146622032,641.1718723499437
43,982721.1916356306,334.0748866568021,787.0618214820579
44,661891.9612593786,242.83160842652975,592.8541117546762
45,7133172.371724185,730.1896694445581,730.1896694445581
46,904585.4730384166,216.37386509912116,635.4101756542659
47,931692.9232698219,289.96161800332595,768.2344117199937
48,968518.9890939042,318.1621690272308,899.8081135195732
49,774177.9679034427,194.5545392405575,640.0334678140783
50,679100.1120039152,168.16731962060985,480.63064085387515
51,794139.8055034131,220.03462255110156,636.6799930868517
52,1097631.958917783,412.2797747123477,836.1836151624605
53,7133162.49627278,729.9779199304012,729.9779199304012
54,871939.1133107012,190.19624787720056,633.1215998215666
55,973192.1966145656,310.363830342953,911.1749442861335
56,960717.5318448434,210.00220251596144,724.4404087732228
57,778941.4320332384,225.61298758116288,634.7942238254649
58,660810.3602735572,240.23517301134174,503.0703192656557
59,1005208.9969261286,293.76011638226066,862.9846686628439
60,847460.2392965151,254.23092252108347,624.2736866035714
61,1069853.5844791248,345.7870602358735,912.4383578176884
62,7133168.12945888,730.0330137019535,730.0330137019535
63,810901.9633461523,250.21976862509084,697.0796869658029
64,826005.4910573023,411.14123942722426,696.8829581829705
65,780438.8668630001,227.70927692422757,600.5224279607781
66,1026747.4390085388,400.2130757823246,863.849193683597
