-,repair_cost-,repair_time-parallel,repair_time-sequential
count,5000.0,5000.0,5000.0
mean,1141576.03493633,303.4337425282817,704.618936200322
std,1319768.726492043,121.15502297786948,119.15286651065124
log_std,0.4734964316706413,0.33056488310935395,0.1681328014536935
min,478263.40259591374,126.41876355646578,381.3137277746547
0.1%,520134.7959835149,144.5716408213585,419.1588794266895
2.3%,615557.1849370704,175.6831334592009,499.25028219749083
10%,687571.8658505039,197.58578769187184,556.594243407554
15.9%,719517.6381138733,210.16552331293897,584.9143316462936
50%,850338.4124359917,268.9412425268523,698.89326232177
84.1%,1025237.949051076,388.0827280160814,822.6701625548412
90%,1089861.8050833591,429.85620566626574,861.7645496426508
97.7%,7133183.223934585,729.9900124453218,968.6776450180331
99.9%,7133231.218237971,730.5881439136953,1129.3704923061637
max,7133245.0504773995,730.7974846155347,1281.134173104885
