cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,irreparable-0
1220,3391.4880000000003,1032.192,0.0,0.0,663.552,516.096,3244.032,0.0,1728.0000000000005,921.6000000000003,6566.4000000000015,0.0,7257.600000000001,1958.4000000000003,0.0,0.0,5160.8,645.1,645.1,1921.6873994384512,1564.9299076909433,2669.1004325354015,230.44551494831933,685.4053944780682,1075.0206591527228,2843.572473174895,667.1807197807263,0.0,4.0,8.0,0.0,1.0,1493.920761175079,0.0,0.0,143.87048613014747,103.71555631369876,3584.553164073153,0.0,0.0,697.868193532586,0.0,0.0,0.0,1.0,1800.8875793526308,111.2562404092703,0.0,119.80799999999999,27.648,4.0,12.0,2.0,0.0,0.0,1.0,0.0,20338.890295199057,2405.756607696102,0.0,155.41799423612798,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1221,3686.4,700.416,36.864000000000004,0.0,700.416,626.688,3096.576,0.0,1382.4000000000003,1152.0000000000005,6681.600000000001,0.0,6912.000000000001,2304.0000000000005,0.0,0.0,6451.0,0.0,0.0,1874.3964464940066,1720.1792462179335,1898.8104714899896,220.6808270051146,901.3752013783085,2326.84916088057,2870.505479409605,489.6018369841918,2.0,10.0,0.0,0.0,1.0,1618.61780241826,0.0,0.0,201.8554455227076,168.454234699358,4303.4707894592275,59.362772187605344,0.0,599.4880713611644,0.0,0.0,0.0,1.0,1728.1321389283473,0.0,0.0,127.1808,20.275199999999998,4.0,12.0,2.0,0.0,0.0,1.0,0.0,15382.564403069986,2673.4708674819367,0.0,269.4288552047547,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
1222,3575.808,479.232,331.776,36.864000000000004,552.96,847.8720000000001,2580.48,442.368,1267.2000000000003,1267.2000000000003,5760.000000000001,921.6000000000003,7027.200000000001,1267.2,921.6000000000001,0.0,0.0,645.1,5805.9,2203.868260038432,1812.327272393448,1209.4125097236033,753.8201922338105,789.5294792858328,1416.1782172353649,2834.1708894063245,667.8787153537783,2.0,4.0,6.0,0.0,1.0,258.6049644237472,1028.1336356853815,451.14713760223185,0.0,193.18077025323558,735.9545753044725,2002.195558663526,415.10003322526745,105.1189570813587,0.0,564.9212916155407,0.0,1.0,237.67112279667842,199.11887665699558,1387.164131112182,5.5296,141.9264,4.0,12.0,2.0,0.0,0.0,1.0,0.0,1407.5848771683645,7130.474455438715,10107.354013285953,113.03883895739253,45.16021829494611,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1223,3465.2160000000003,663.552,294.91200000000003,0.0,626.688,884.736,2691.072,221.184,1036.8000000000002,1728.0000000000005,5990.4000000000015,460.8000000000001,6912.000000000001,1497.6000000000001,460.80000000000007,345.6,0.0,322.55,6128.450000000001,2868.781559618659,1025.6634276770224,1516.0716694050252,302.25167783255444,751.4064844896341,1733.312529812962,2342.7774659423053,526.9110564444405,0.0,10.0,2.0,0.0,1.0,869.6671189947186,1040.5616042342474,139.7582411911694,48.326099639405534,300.2153809528478,1878.2701821926964,1681.6334986965062,390.86609959677094,0.0,153.21191279857092,368.8890070694649,0.0,1.0,258.2697957036462,402.88334484369284,1389.2862640889985,23.9616,123.4944,0.0,16.0,2.0,0.0,0.0,1.0,0.0,1342.6956188541799,12040.665119367599,11843.402184518802,219.73397309001263,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1224,3465.2160000000003,958.464,0.0,0.0,737.28,479.232,3170.304,36.864000000000004,1612.8000000000002,1382.4000000000003,6220.800000000001,0.0,7027.200000000001,2188.8,0.0,0.0,3225.5,1612.75,1612.75,2117.963387498242,2225.337457710598,2112.031686945539,186.03657663319848,538.4526838889874,1110.5356543621594,2490.0181382590654,914.2115066577965,4.0,8.0,0.0,0.0,1.0,2611.6946382906035,48.98120289139874,0.0,287.22682870849695,0.0,4581.790288097323,485.0061050174487,0.0,471.5243816738185,233.40813234737325,0.0,0.0,1.0,1598.3848605985486,150.18893911184077,0.0,88.4736,58.9824,0.0,16.0,0.0,0.0,2.0,1.0,0.0,12413.099905186238,5424.077710201566,761.5424997216487,200.99425020238812,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1225,3391.4880000000003,774.144,258.048,0.0,774.144,552.96,2764.8,331.776,1497.6000000000004,1612.8000000000004,5299.200000000001,806.4000000000001,7603.200000000001,1497.6000000000001,115.20000000000002,0.0,1290.2,967.65,4193.15,1612.0380217130232,1084.2833481193866,1350.328431338406,426.7144740081191,554.1987706451214,3057.9021918521885,3720.6399345070745,405.5416985857114,0.0,8.0,4.0,0.0,1.0,1011.785425302891,858.9546347826445,178.2555317185658,126.20151067501614,251.6645485935889,1963.0639914567123,1501.8661465493688,153.73261496911454,0.0,284.8053424500057,354.60808751226307,0.0,1.0,875.8039783781044,561.9220421457126,875.3430262510766,23.961599999999997,123.4944,4.0,12.0,0.0,2.0,0.0,1.0,0.0,4143.729247874059,10287.909716629101,6287.0072748671355,173.80483478884202,51.183792444823396,102.5618576146287,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1226,3428.352,995.328,0.0,0.0,663.552,663.552,3096.576,0.0,1497.6000000000004,1267.2000000000003,6336.000000000002,115.20000000000003,7257.600000000001,1958.4000000000003,0.0,0.0,4838.25,1290.2,322.55,1167.6597572936646,1417.4371422192628,2292.146199771103,384.5067502790522,401.9423173578017,1901.5106336061745,2499.653855478643,1023.6707080443614,0.0,8.0,4.0,0.0,1.0,2089.757673067187,74.58028742902191,0.0,263.9309454497949,62.61873844983037,4185.720459852183,227.44686764949867,0.0,371.6284444996302,206.817562640576,0.0,0.0,1.0,1684.667338704291,1010.2955432014671,0.0,116.1216,31.334400000000002,0.0,16.0,0.0,0.0,2.0,1.0,0.0,17356.067763046285,4981.716411872766,360.5704388978671,230.26011485796184,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
1227,3465.2160000000003,663.552,258.048,36.864000000000004,663.552,700.4159999999999,2764.8,294.91200000000003,1728.0000000000005,1036.8000000000002,5529.600000000001,921.6000000000003,7718.4000000000015,1036.8000000000002,460.80000000000007,0.0,0.0,645.1,5805.9,1641.3475494741865,2224.102723934474,1128.7476759422727,694.3715945925744,650.2727139269502,2443.2436862440236,3010.834824301505,930.7767972778029,4.0,6.0,0.0,2.0,1.0,775.3138366125396,807.97107476678,156.93384228720316,258.69684042614705,65.0862966852316,1810.9120872585902,2146.1633895158116,171.83515452433465,108.2871788830206,277.45815629302626,255.72050284525375,0.0,1.0,0.0,555.3624719988447,1304.5038628882012,40.550399999999996,106.90559999999999,0.0,16.0,0.0,2.0,0.0,1.0,0.0,2307.4011695061763,9435.138448044425,11135.011093036701,197.09481554691018,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
1228,3391.4880000000003,921.6,110.592,0.0,589.824,737.28,2985.984,110.592,1267.2000000000003,1843.2000000000005,5875.200000000002,230.40000000000006,7257.600000000001,1382.4,576.0000000000001,0.0,322.55,967.65,5160.8,1909.9969884645775,1255.1020761306354,1214.9536317486868,704.4538709948588,1024.8976457342176,1993.3800083613155,3504.4526164977096,539.6825537144675,0.0,10.0,0.0,2.0,1.0,1300.4027456408562,760.0004203718958,43.45691022984294,146.19554631399336,96.71136252294076,2819.9875274293004,1934.6239107741828,430.4676655358012,170.72862532763654,0.0,608.1067218559049,0.0,1.0,313.34324703708296,898.4845598678305,897.789742882047,33.1776,114.2784,0.0,16.0,0.0,2.0,0.0,0.0,1.0,3978.6678981889445,10646.053701143712,3962.129733167124,109.96001100345521,0.0,54.112279836009954,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1229,3317.76,1069.056,36.864000000000004,0.0,847.8720000000001,589.8240000000001,2985.9840000000004,0.0,1382.4000000000003,1497.6000000000004,6336.000000000001,0.0,8179.200000000002,921.6000000000001,115.20000000000002,0.0,5805.9,322.55,322.55,1583.8039087587645,1539.6547717260455,2568.033988370511,70.06027579672892,407.6446999425011,1331.1096212259508,2176.7363619164444,651.4158532445437,0.0,8.0,4.0,0.0,1.0,2416.25270282981,56.375601088680384,0.0,359.77556014171955,0.0,4766.1731756714935,77.72871240989181,0.0,387.1067538383187,125.8244443860534,0.0,0.0,1.0,1844.3899117005833,0.0,0.0,103.2192,44.2368,0.0,16.0,2.0,0.0,0.0,1.0,0.0,15212.689674047593,4234.190945559098,951.2131132968801,306.7901600483856,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1230,3465.2160000000003,811.008,147.45600000000002,0.0,737.28,516.096,3022.848,147.45600000000002,2073.6000000000004,921.6000000000003,6220.800000000001,0.0,7603.200000000002,1382.4,230.40000000000003,0.0,6451.0,0.0,0.0,1031.7371842926148,1924.9182167704148,1682.2604615474847,518.3618386411974,393.38273868862564,2235.297017253807,2183.665455416953,913.8910839576356,4.0,8.0,0.0,0.0,1.0,2167.313597444687,0.0,0.0,292.50417845237325,0.0,5040.517482236842,0.0,0.0,711.1837691293154,0.0,0.0,1.0,0.0,1772.2101059177398,0.0,0.0,145.6128,1.8432,4.0,12.0,2.0,0.0,0.0,1.0,0.0,20632.925651916405,210.40902307249252,0.0,304.62000458274093,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1231,3465.2160000000003,958.4639999999999,0.0,0.0,516.096,811.008,3059.712,36.864000000000004,1267.2000000000003,1382.4000000000003,6451.200000000002,115.20000000000003,7948.800000000001,1152.0000000000002,115.20000000000002,0.0,1935.3,2580.4,1935.3,1256.4347942784802,1072.2814684041264,2018.1801002523853,236.09903533787224,1102.8501260143598,2405.3599910509365,2530.9155977364417,427.9229998585167,2.0,4.0,6.0,0.0,1.0,1553.9810888252443,214.7351111627188,0.0,176.4699165092706,189.64726582176905,3160.479801871491,380.9714879338121,0.0,377.3755841699489,88.14394687781335,0.0,0.0,1.0,1314.7298337077527,0.0,353.25170707451434,97.6896,49.7664,8.0,8.0,2.0,0.0,0.0,1.0,0.0,11539.097349030462,8115.821482575478,2146.360117380952,221.3623986159375,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1232,3649.536,663.552,110.592,0.0,737.2800000000001,626.6880000000001,3022.848,36.864000000000004,1497.6000000000004,1497.6000000000004,6220.800000000001,0.0,7257.600000000001,1843.2000000000003,115.20000000000002,0.0,4193.15,1290.2,967.65,2323.164272668949,1937.354284057537,1564.535233988276,245.94249226832343,1196.023056556892,1509.7224886292606,2246.9813489456155,598.2331368076937,0.0,12.0,0.0,0.0,1.0,2065.205399115199,492.48375450021365,0.0,140.8048988830176,110.36434631312115,3263.6350619825134,960.8404851389095,59.94718771503611,492.28771969747754,0.0,248.82406046911998,0.0,1.0,461.37491556922566,1046.3160322434642,288.2970511406058,64.512,82.94399999999999,0.0,16.0,0.0,2.0,0.0,1.0,0.0,10481.673592757617,10569.482401626075,2843.4603257603967,201.6565929327798,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1233,3575.808,294.91200000000003,184.32,368.64,663.552,847.8720000000001,2396.1600000000003,516.096,1612.8000000000002,1497.6000000000004,4953.600000000001,1152.0000000000002,7257.600000000001,806.4000000000001,691.2,460.80000000000007,0.0,0.0,6451.0,2089.3638149015255,1578.6066400473583,1510.272713446818,925.4983063033229,649.2138117744223,1628.0612338324415,2613.9485190226137,283.6383828560665,0.0,10.0,0.0,2.0,1.0,487.44963787551245,902.6924497240796,530.375522873094,0.0,269.7247558126386,818.1096329344937,1867.7704304754277,1523.197411198088,0.0,0.0,494.4017922674358,0.0,1.0,0.0,146.95813854590514,2396.950281841022,1.8432,145.6128,0.0,16.0,0.0,2.0,0.0,1.0,0.0,201.08870401083794,5235.551955110151,16976.540171165536,121.25474777510992,0.0,57.719629721013746,1.0,0.0,2.0,0.0,1.0,2.0,1.0
1234,3428.3520000000003,958.4639999999999,36.864000000000004,0.0,663.5520000000001,847.8720000000001,2838.5280000000002,73.72800000000001,1612.8000000000002,1152.0000000000002,6336.000000000002,115.20000000000003,7603.200000000001,1612.8000000000002,0.0,0.0,2902.95,967.65,2580.4,1582.9504056739106,1918.9256935390445,1866.7645382167561,198.07688268422925,1137.703402344585,2516.69479854885,2075.5061656436746,210.71502276735538,0.0,6.0,4.0,2.0,1.0,2266.3312087311683,504.45005865060887,37.73476796172291,236.91048690368166,73.57213423228778,2672.29465083911,1032.9705060400847,0.0,361.7914915338251,123.34519245787988,0.0,0.0,1.0,403.8294568944316,1636.396820731497,468.67373910402654,62.6688,84.7872,4.0,12.0,2.0,0.0,0.0,1.0,0.0,10971.889387852894,11789.772660924584,1520.9285205655387,246.66415936030688,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
1235,3575.808,847.872,0.0,0.0,958.464,331.776,3133.44,0.0,1843.2000000000005,691.2000000000002,6681.600000000001,0.0,7142.4000000000015,1843.2000000000003,230.40000000000003,0.0,6128.450000000001,322.55,0.0,1527.6919816716002,1512.4623087515488,2007.0548474411257,183.81074637419533,757.3008554237475,1465.146578563988,2980.2586723560826,721.6048089990236,0.0,6.0,6.0,0.0,1.0,1589.4833026234448,0.0,0.0,269.4258558580328,0.0,3786.2974420474775,0.0,0.0,605.4713267322497,0.0,0.0,0.0,1.0,1641.3840481922523,205.75985934080106,0.0,143.7696,3.6864,12.0,4.0,2.0,0.0,0.0,1.0,0.0,11770.135546464926,880.9921630155968,0.0,229.21767560151312,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1236,3465.2160000000003,737.28,184.32,36.864000000000004,737.28,516.096,2838.5280000000002,331.776,1612.8000000000004,1382.4000000000003,5299.200000000001,921.6000000000003,7027.200000000001,1382.4000000000003,576.0000000000001,230.40000000000003,322.55,322.55,5805.9,1357.8543840690568,2076.1609938081433,1661.5069425845218,1159.2402996815563,952.2843033444101,1540.0107612424008,2543.0648505400723,768.557894964481,2.0,8.0,0.0,2.0,1.0,1274.0305897764445,1088.7771269281673,378.50114928034066,170.38990381048617,143.46449865872967,1167.7554725074397,1762.5940344530686,414.17379553139773,132.26960857505014,428.6911753676394,66.52721353082961,0.0,1.0,828.2870889985335,1096.4702229050129,164.07492855881168,12.9024,134.55360000000002,0.0,16.0,0.0,0.0,2.0,1.0,0.0,2900.559150264335,10939.258692677662,5456.607170924753,246.1022934294793,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
1237,3428.3520000000003,921.6,73.72800000000001,0.0,589.8240000000001,626.6880000000001,3059.712,147.45600000000002,1843.2000000000003,1612.8000000000004,5414.4000000000015,345.6000000000001,7257.600000000001,1728.0000000000002,230.40000000000003,0.0,1290.2,1612.75,3548.0499999999997,1993.395285177942,1427.8773398948083,1848.0171918658425,637.5610436661793,409.6828025020543,1379.4688315178405,2345.874323034723,389.97154580627534,2.0,8.0,2.0,0.0,1.0,898.6183111088185,436.11227645920854,22.305431881578837,120.35392937433893,155.69844645047675,3154.8051465382473,1143.855259679462,259.7945185742314,68.68166596506278,409.93081996665,0.0,0.0,1.0,302.5859677058491,341.68677644273987,1567.2661959185427,31.3344,116.1216,12.0,4.0,2.0,0.0,0.0,1.0,0.0,8680.36656652747,14494.80507272132,4237.465799440363,161.54939711039825,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
1238,3612.672,811.008,0.0,0.0,626.688,774.144,3022.848,0.0,1612.8000000000002,1267.2000000000003,6336.000000000002,0.0,7372.800000000001,1843.2000000000003,0.0,0.0,5805.9,645.1,0.0,1562.9069330387713,1924.4731268731466,2318.0354636855795,480.05739683617037,1016.8698897593389,2017.3015709531564,3728.7619669636506,1411.5017877825994,2.0,6.0,4.0,0.0,1.0,2432.9073591252404,48.31763387653417,0.0,216.41879754543916,170.12143957904027,4010.1766280512784,42.40561955051418,0.0,824.0907824635642,0.0,0.0,0.0,1.0,1645.9861202821185,0.0,0.0,134.5536,12.9024,8.0,8.0,2.0,0.0,0.0,1.0,0.0,16218.146655819759,1831.0642613358318,0.0,190.8045927634755,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1239,3317.76,589.8240000000001,331.776,184.32,663.552,921.6000000000001,2285.568,552.96,1382.4000000000003,1728.0000000000005,4953.600000000001,1152.0000000000002,7603.200000000001,460.80000000000007,576.0000000000001,576.0000000000001,0.0,0.0,6451.0,2309.382361837683,2934.8702447245178,1501.5446339287969,869.6781325696594,369.8792513678486,1981.714796524554,2921.1645646812935,964.6753624164543,2.0,2.0,4.0,4.0,1.0,151.27498291623792,1441.538349885204,1116.3797943943764,0.0,398.84642954649183,177.19915426515342,1607.6184014215778,1908.7453565796322,0.0,0.0,755.6526642450646,0.0,1.0,0.0,195.37326153122117,1711.941918892158,0.0,147.456,0.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,2013.7285516375596,16917.638926626016,0.0,34.10489688336549,121.05685898670691,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1240,3354.6240000000003,958.464,110.592,0.0,589.8240000000001,847.8720000000001,2801.664,184.32,691.2000000000002,2419.2000000000007,5760.000000000001,345.6000000000001,7603.200000000001,1267.2,345.6,0.0,1290.2,1612.75,3548.0499999999997,1397.4820151119884,1337.4941435919259,2550.213889888193,1154.144903118636,681.7968420020683,1994.4234235923998,1666.191865675285,468.59654291533786,0.0,6.0,4.0,2.0,1.0,1107.7505513292708,340.425081648414,0.0,125.66938870183806,146.6859007995416,2600.1989967909954,1075.297231290638,194.11086913016703,177.742543426852,0.0,381.69536837287137,0.0,1.0,241.07761496360743,1342.749728313672,626.0218295280038,35.0208,112.4352,4.0,12.0,0.0,2.0,0.0,1.0,0.0,3336.7173430323855,9136.885330272708,3772.417437143322,258.15577635481566,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
1241,3575.808,405.504,294.91200000000003,147.45600000000002,626.6880000000001,811.008,2469.8880000000004,516.096,1497.6000000000004,1612.8000000000004,4953.600000000001,1152.0000000000002,7027.200000000001,1267.2000000000003,691.2,230.40000000000003,322.55,322.55,5805.9,1713.8528606120144,1265.2440098060417,1022.6782929048592,452.04807590431614,1075.2989773904271,2307.7392442044347,2475.490035510086,761.8133933671693,4.0,8.0,0.0,0.0,1.0,580.5057421950512,1357.0226904759927,433.5694519734011,0.0,247.7149795274684,1299.3717718857465,2239.5096307280646,202.7970955565338,0.0,177.3064101131155,488.0320291206973,0.0,1.0,0.0,851.4418899654459,963.0682261932318,3.6864,143.7696,4.0,12.0,2.0,0.0,0.0,1.0,0.0,1507.100610856539,8497.777392630771,13448.802553815496,148.3241175184154,0.0,40.98158648566647,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1242,3354.624,1069.056,0.0,0.0,663.552,552.96,3170.304,36.864000000000004,1267.2000000000003,1497.6000000000004,6451.200000000002,0.0,6796.800000000001,2419.2,0.0,0.0,4515.7,1612.75,322.55,1743.0758695317072,1377.5806144479993,2723.1061736453944,192.01947248940797,531.1124043655523,1744.1475316684903,3123.319616183577,613.4853239220574,2.0,8.0,0.0,2.0,1.0,2031.8657324623232,46.4454212371825,0.0,316.5733094877059,0.0,5155.337076191308,232.68586783101458,0.0,469.1515729445707,250.11175178277782,0.0,0.0,1.0,1809.057088396911,540.0067769877755,281.79689597206647,116.1216,31.334400000000002,4.0,12.0,0.0,2.0,0.0,1.0,0.0,17453.441029024278,6119.81092804597,1148.7124550785543,186.86092734405017,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1243,3686.4,700.4159999999999,36.864000000000004,0.0,663.552,663.552,3096.576,0.0,1497.6000000000004,921.6000000000003,6681.600000000001,115.20000000000003,7142.400000000001,1843.2000000000003,230.40000000000003,0.0,6128.450000000001,322.55,0.0,1735.6982843361004,1439.4742152300423,2406.701851457533,453.1192834647003,889.2103811587697,1310.8028346139477,1961.8607125515416,630.5179430701739,2.0,8.0,2.0,0.0,1.0,2547.9306361691583,0.0,0.0,359.53533755634413,0.0,4182.003744470823,0.0,0.0,459.19410310997296,0.0,0.0,1.0,0.0,1655.7255724014149,0.0,0.0,145.6128,1.8432,8.0,8.0,0.0,2.0,0.0,0.0,1.0,17884.330016098276,0.0,0.0,159.30042696507059,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1244,3723.264,700.416,0.0,0.0,737.28,589.8240000000001,3059.712,36.864000000000004,1382.4000000000003,1267.2000000000003,6566.4000000000015,0.0,7372.800000000001,1728.0000000000002,115.20000000000002,0.0,6451.0,0.0,0.0,1453.9493924775047,1683.9545781494812,2755.0871218204716,245.7451769205122,637.4577916519115,1760.1759263210176,2573.6709043067985,853.1879640431738,2.0,6.0,2.0,2.0,1.0,2118.7607469578224,0.0,0.0,194.843079409178,78.35847575453684,3775.3303003859346,0.0,0.0,629.4363782603909,0.0,0.0,1.0,0.0,1607.4031615304357,463.2942437505437,0.0,130.8672,16.5888,12.0,4.0,0.0,2.0,0.0,1.0,0.0,13178.41873815831,1641.1092691478898,270.54979139813145,189.68040843276788,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1245,3538.9440000000004,884.7360000000001,0.0,0.0,884.7360000000001,405.504,3133.44,0.0,1152.0000000000002,1728.0000000000002,6220.800000000001,115.20000000000003,7833.600000000001,1267.2000000000003,115.20000000000002,0.0,5805.9,645.1,0.0,2394.0956238607,1849.2387712477719,1631.6791493828518,163.9434293847137,1052.9839799252582,1952.255279956084,3860.611700590416,1001.0659644124125,2.0,4.0,4.0,2.0,1.0,1566.1471696582403,25.990418159858248,0.0,323.94122049885914,0.0,4831.0131347043025,0.0,0.0,571.242946498029,0.0,0.0,0.0,1.0,1444.2463823092505,233.2758924653657,0.0,132.7104,14.7456,12.0,4.0,2.0,0.0,0.0,1.0,0.0,19838.717193616234,1048.0806713595991,0.0,200.6189628335041,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
1246,3244.032,1105.92,73.72800000000001,0.0,626.688,774.144,3022.848,0.0,1497.6000000000006,1497.6000000000004,6220.800000000001,0.0,7142.400000000001,1958.4,115.20000000000002,0.0,2580.4,1935.3,1935.3,1503.2655262713772,1553.3062033448418,2114.6215047751234,300.28126700611125,822.8122824141099,2353.580559783034,1886.8972370662107,446.4416947267507,6.0,0.0,4.0,2.0,1.0,1182.5572049426476,188.13380109274942,0.0,84.82062252014022,193.63050485259726,3399.392477669558,799.8031978813267,0.0,225.32984037129035,290.1910068800001,87.24956781077682,0.0,1.0,208.4703172862938,1009.4871772811907,763.6399145557119,62.6688,84.7872,0.0,16.0,2.0,0.0,0.0,1.0,0.0,11089.243915685587,11095.782199787844,3007.0579940172424,247.4293573078151,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1247,3502.08,442.368,368.64,110.592,663.552,626.6880000000001,2654.208,479.232,1152.0000000000005,1843.2000000000005,5299.200000000002,921.6000000000003,7488.000000000001,806.4000000000001,691.2,230.40000000000003,645.1,645.1,5160.8,1946.6214131930633,1623.522177211008,1143.4171528239413,728.4788983737728,1035.4212307837913,1896.2763581212666,2356.0805629647157,517.3111093243963,6.0,2.0,2.0,2.0,1.0,571.8638803159832,1199.01042228936,376.7559526323052,0.0,264.7056379165647,1743.0922421962384,2474.3073866125665,1156.7606759390528,0.0,290.49970582272255,276.8986145674882,0.0,1.0,0.0,0.0,1869.224585933649,3.6864,143.7696,0.0,16.0,2.0,0.0,0.0,1.0,0.0,1628.3432258977177,9741.693743008995,16295.597834666176,121.26716460302647,71.27428496290933,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
1248,3538.944,811.008,73.72800000000001,0.0,589.8240000000001,774.144,3022.848,36.864000000000004,1036.8000000000002,1612.8000000000004,6220.800000000001,345.6000000000001,6566.4000000000015,2419.2000000000003,230.40000000000003,0.0,967.65,1935.3,3548.0499999999997,1857.3885832194308,1778.3641092034013,2339.267895005509,384.6035209437298,712.6144676379819,1436.3493623447669,2506.73426198146,314.3881508446298,4.0,4.0,2.0,2.0,1.0,1053.6469318582156,336.8374397754216,64.50799139114841,101.79465793493443,178.18552391347743,2968.0879942282986,651.8775061461878,0.0,405.12702797651036,223.8022269909934,0.0,0.0,1.0,1002.2186275714027,475.5101230319868,349.9402964908537,62.668800000000005,84.7872,4.0,12.0,2.0,0.0,0.0,0.0,1.0,12286.141147964925,11886.712193565094,3224.7642156532197,346.82252497959286,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
1249,3428.352,958.4639999999999,36.864000000000004,0.0,552.96,774.144,3096.576,0.0,1612.8000000000002,1267.2000000000003,6220.800000000001,115.20000000000003,7948.800000000001,1152.0000000000002,115.20000000000002,0.0,6451.0,0.0,0.0,1211.1583031923383,921.3520370925476,1734.6072802554654,470.2495876232157,811.8110060194247,1587.9458674814819,2110.60557729365,1042.7697698851396,0.0,10.0,2.0,0.0,1.0,1778.5925471001026,0.0,0.0,210.4365919555358,94.07531415906551,4582.221560679314,81.59073154722954,0.0,577.9738114104128,0.0,0.0,1.0,0.0,2479.1310300770306,0.0,0.0,140.0832,7.3728,4.0,12.0,2.0,0.0,0.0,1.0,0.0,17872.150915325867,409.6020216033695,0.0,329.36196577093386,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
1250,3465.2160000000003,958.4639999999999,0.0,0.0,811.008,479.232,3133.44,0.0,1267.2000000000003,1612.8000000000004,6336.000000000002,0.0,7257.600000000001,1958.4000000000003,0.0,0.0,6128.450000000001,322.55,0.0,1553.8985912370488,1976.0595245018567,1454.6640240105614,505.03040491250636,802.1725064424044,1917.7056112375783,3548.874547580551,690.4878614424238,0.0,6.0,4.0,2.0,1.0,1776.4104583012931,0.0,0.0,206.41640304811426,0.0,4726.801772583341,0.0,0.0,641.4929711880126,0.0,0.0,0.0,1.0,1625.7260425710601,0.0,0.0,143.7696,3.6864,8.0,8.0,2.0,0.0,0.0,1.0,0.0,26840.94801398019,538.6111055392835,0.0,233.8267596416857,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
