dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.30.67.012b-D.30.67.012b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.30.67.012b-D.30.67.012b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b
0,17049.52303974843,108525.61243312064,158962.45155604597,152249.99690549864,68769.06369666383,176598.77214238225,205277.5978440343,100396.15787401708,3956.4430541021607,1115.661559683981,131.52888950549732,3591.936040607986,369.04881761673073,67223.71552956251,5367.742381372249,36402.18142879802,40042.062937265626,0.0,0.0,25175.322549284774,0.0,5595.991346902691,0.0,18.32158036316371,73.73951931364572,129.49305249715567,105.16042190342519,195.0183127064838,112.09684912032259,146.8957205154536,72.5649585329877,2.2535940207781957,1.8533448743908663,0.24228289644434908,4.973451962909799,0.2894618991749309,15.899515161389141,2.9711430602823587,34.21825772538791,48.72792370379673,0.0,0.0,5.315326787704686,0.0,1.6305811352896131,0.0
1,12510.676975786615,76350.17660162403,167745.38205090998,69883.84606706322,0.0,171880.79878749177,242078.50344494559,17137.86914292698,2809.6982824216784,0.0,0.0,0.0,0.0,51199.17315087383,0.0,0.0,16960.085118162067,2179.5464486429973,0.0,461.1984307539086,0.0,13201.69086984198,0.0,12.578107009404853,80.69287023886105,118.39165443084453,63.36956803179428,0.0,132.0013781165863,166.58582230083684,25.281006079007867,3.7109474948316348,0.0,0.0,0.0,0.0,18.787601445853916,0.0,0.0,20.39942014283524,0.5568238901100157,0.0,0.7377785569525349,0.0,3.9776243481888547,0.0
2,10955.300795248659,132942.9501416888,147425.09134935093,87255.57278059667,28017.047437368474,145392.07060987962,261188.7130749975,32533.675467372093,679.269780446018,72.06334597598111,30.276509756301785,303.686815375588,130.67721718011143,46041.34335890423,876.7718881271114,15414.691248160527,19621.465787861518,65641.8523415922,0.0,3467.773258030661,0.0,9025.226141068924,0.0,9.251906334845206,113.32773188191223,120.30310558162189,79.73386007869698,29.55726614135765,75.48379905840045,218.63618910572094,37.47641306674096,1.2915792721082175,0.04945276673502261,0.1629478509817353,0.31023169277635587,0.04439081954055859,14.51888426813673,0.7412670196544846,18.307263755532762,21.657622534567167,17.792256938970294,0.0,7.988657396886402,0.0,5.421228107667834,0.0
3,12867.422752219401,80205.723651552,143976.44054067825,69712.77512812198,55939.43003521554,154292.8509864161,235233.50670633808,58764.85456620737,1783.9682021054675,147.77932218433432,21.707790792306174,901.9526891331475,288.0564890971775,52962.189503678885,2264.1447848341686,19298.974040971654,40521.15108012255,2556.8968441790835,0.0,7282.52645439882,0.0,7775.503970049246,15519.911482929127,10.720349398558744,72.52858661999194,109.9733618296125,53.17785287050032,102.90503084097438,89.10162854846052,218.4208837980758,40.61716969438564,1.4250144948364685,0.12154515603141268,0.03942663086395287,0.41011192593248963,0.5400551767271281,12.992775217824466,0.6318350718876264,25.647481246833447,42.13761875858525,1.0967099156558886,0.0,8.343924485461645,0.0,4.464259975652893,4.527943882297584
4,13962.985104876201,113909.40830024406,131250.2407781277,68504.04237123887,16216.146091716335,153700.44738885073,218864.6437463689,40405.89247436489,1226.148223522137,7.0299015099883055,13.161428674249837,43.25990281281808,44.436204561721915,58661.918773081925,0.0,9219.60055695563,20717.64822887363,54713.145413889186,0.0,695.7052151680256,0.0,8480.181758204824,0.0,10.835016784451959,61.53834640684172,170.2023866037095,53.77348059470515,34.40364387557061,91.63552210491424,219.8188682050178,19.403889569800143,0.2786975023441307,0.005080062832920284,0.012808618998082994,0.03874267901601408,0.09689653902709652,17.22918240857034,0.0,10.069274100484602,26.567763099653618,19.946396338116497,0.0,0.6315891348724941,0.0,3.5913546189081,0.0
5,19226.13466451349,102673.76497122235,164322.17833359944,91044.97903582214,61231.573217454155,123302.1566396566,228893.51636985329,18047.534104435996,3935.1659131714755,651.8462276505629,182.16342282010618,4627.527760037984,309.2554150652868,49002.4297881,10576.960112285216,36631.74740287972,42091.2728358732,1555.7091176275194,0.0,28336.63293342793,0.0,8926.09531923005,0.0,15.538601083590677,97.38073660599625,176.60842714446943,83.63090378131882,133.61687946578326,138.18760448330042,140.81502741754255,23.942001249473964,1.1863822186254138,0.9870804269690296,0.19419638649719245,4.612688883957373,0.33523853833139466,11.668188392232524,5.289592363653055,37.5727205117514,51.007243109981545,1.479907716360596,0.0,6.929141227849386,0.0,2.043655425390891,0.0
6,14391.725147335685,82148.67590120694,162070.8067781065,84181.61690415119,93498.54958692791,170390.22663333343,215091.2775452956,78728.25508650744,8508.372357477554,778.2081005907346,68.42345937073578,1733.883211108685,631.6618172821877,72039.52224538624,6313.685240618202,25571.58373328843,38201.033210786976,1870.3390568200728,0.0,22401.064183182396,704.981830169605,0.0,0.0,16.053068552157878,123.85491501242488,109.5686603676777,65.93365750296638,204.7534842852429,67.51293525723314,176.01761681767834,58.09868185529543,1.7991429265517915,0.9435937924975082,0.07060231003221495,2.2078971491652246,1.329794526336499,16.634374165534965,3.508566170517783,34.86915527575292,44.40793291829546,1.3036940701709594,0.0,12.023691189895526,0.34326150635155994,0.0,0.0
7,12781.277480820452,91936.48285554483,130611.11503639829,71114.47337807866,5408.122744501585,197942.12160308982,212375.6098230863,34520.73102411296,1580.509173794,0.0,0.0,310.6516040454373,0.0,55741.60296791,2584.250935566268,5326.869459494394,11166.391997567749,1640.968215024354,0.0,1013.381609468609,0.0,9670.813604787048,0.0,11.961462735840112,79.71038561485639,99.29843573873694,47.51793724852222,3.5264076109968934,133.3690437054829,252.54170647069662,20.259535090905548,1.0591511107020437,0.0,0.0,0.11156388029827223,0.0,7.5576355486469025,0.6475126400189448,5.948659185284287,13.215829794592567,0.6739648729236228,0.0,0.6777888608440605,0.0,2.3640848075351744,0.0
8,23577.823456505983,114724.51840501168,161960.60505600134,108285.46559640103,98637.53260990418,117499.74419165333,243233.19093398438,90040.84223738486,2607.7328044748006,1564.2242263010282,91.31433952859078,4218.562942534661,171.15144412417237,82874.22034417719,12081.60367912741,29288.958543450462,35786.653263509834,0.0,0.0,22806.698360054936,146.47680625512342,12083.183856171496,0.0,27.883568164064165,95.50826470137959,144.64754845253196,65.00369320526572,173.53956964364133,79.42368181829157,178.19496763879553,64.99941619912418,1.4980982220102275,2.177627526115626,0.09556925633895702,3.712921175839821,0.2770379922745111,19.578915950253,5.0395211800493485,32.58257615439713,34.390435996936695,0.0,0.0,5.513722210773943,0.3861947777612086,1.9115737487282296,0.0
9,14530.899197029577,73228.54967010928,146119.6273714936,71329.57542271608,0.0,131164.91864652492,220500.32106236916,16505.4605594846,1607.916933014388,9.038044662161985,0.0,0.0,0.0,0.0,0.0,1574.9109200526634,20447.342952417377,0.0,0.0,419.1429223903716,0.0,0.0,0.0,12.27401683027743,79.10594203765862,106.54362824163722,65.38242981673596,0.0,123.9229901456485,216.03277979322078,12.333411258979703,3.8577782611587086,0.00395429457522714,0.0,0.0,0.0,0.0,0.0,1.6257421974253015,26.088269371756816,0.0,0.0,1.5479944825283958,0.0,0.0,0.0
10,12968.684077441423,102670.50453867628,157022.12736180512,76380.51271928864,124678.69206524147,198176.65988384772,278668.96041562693,42530.952152031765,513.2910353996932,488.5682753308812,178.55998096906706,1612.71061319152,255.8711697408939,33656.12967894251,4906.309829010377,26837.557047105358,31587.4154198517,0.0,0.0,14090.276303522602,0.0,8273.320896410143,0.0,18.944951261748137,97.79142230193398,117.9637336489436,51.04451049904,92.44825957547073,161.76816561136042,206.87874944883004,34.17361211435542,1.4862222053412362,0.4504984221089231,0.11713702079620576,2.765152004392342,0.12927316932975638,15.85430958214421,2.4390484747363286,25.88989731564076,45.37792764850805,0.0,0.0,11.17540619646333,0.0,3.736577885685117,0.0
11,11912.746011293462,80061.00880982901,144119.1878755277,83236.74453326731,29112.96457109184,130794.96091992705,264484.8875103153,91186.39655723357,870.8686140187586,346.2631131519019,113.99780551368484,368.5129363145613,0.0,33453.832244657126,4022.0316538072766,13968.363210975964,20199.345443936596,0.0,0.0,5229.914080581677,0.0,6450.492496011135,0.0,9.917831684956433,73.9324121531374,112.55774055969243,55.735540112836574,34.472910055487105,218.73165989621668,255.6885602897086,58.30898358191231,5.048517549147446,0.458104088443378,0.07979125438619028,0.35035372228261424,0.0,10.02268065645093,2.897162004313496,16.208341661187443,25.084607224841932,0.0,0.0,2.6873404722969796,0.0,2.6576882546146576,0.0
12,14419.29196408801,97668.6981702704,164603.2841228279,75919.04971985683,77620.33172603253,106411.08690514593,310786.35492755135,46254.09316097287,10820.489800450563,547.0792209891064,103.47819460305952,672.3799737841043,0.0,51374.65742790703,4940.795748594093,17252.8533039848,34642.87859098134,0.0,0.0,12299.170735211846,0.0,0.0,0.0,14.053788291955607,91.8356763951918,110.34898118677444,72.08200281044434,50.32424554124286,92.32265547592144,264.37340111364944,25.068810551757153,0.4601478571272742,0.7754858177310712,0.07756256637302265,0.46798030679029023,0.0,9.171870215936746,2.7919073275750272,28.33434045590654,50.124882786373284,0.0,0.0,6.697484104727257,0.0,0.0,0.0
