cmp-loc-dir-ds,B.10.71.002-1-1-0,B.10.71.002-1-1-1,B.10.71.002-1-1-2,B.10.71.002-1-1-3,B.10.71.002-1-2-0,B.10.71.002-1-2-1,B.10.71.002-1-2-2,B.10.71.002-1-2-3,B.10.71.002-2-1-0,B.10.71.002-2-1-1,B.10.71.002-2-1-2,B.10.71.002-2-2-0,B.10.71.002-2-2-1,B.10.71.002-3-1-0,B.10.71.002-3-1-1,B.10.71.002-3-2-0,B.10.71.002-3-2-1,B.10.71.002-4-1-0,B.10.71.002-4-2-0,B.10.71.012-1-1-0,B.10.71.012-1-1-1,B.10.71.012-1-1-2,B.10.71.012-1-1-3,B.10.71.012-1-2-0,B.10.71.012-1-2-1,B.10.71.012-1-2-2,B.10.71.012-1-2-3,B.10.71.012-2-1-0,B.10.71.012-2-1-1,B.10.71.012-2-1-2,B.10.71.012-2-2-0,B.10.71.012-2-2-1,B.10.71.012-2-2-2,B.10.71.012-3-1-0,B.10.71.012-3-1-1,B.10.71.012-3-1-2,B.10.71.012-3-2-0,B.10.71.012-3-2-1,B.10.71.012-3-2-2,B.10.71.012-4-1-0,B.10.71.012-4-1-1,B.10.71.012-4-1-2,B.10.71.012-4-2-0,B.10.71.012-4-2-1,B.10.71.012-4-2-2,B.20.11.102-1-1-0,B.20.11.102-1-1-1,B.20.11.102-1-1-2,B.20.11.102-1-1-3,B.20.11.102-1-2-0,B.20.11.102-1-2-1,B.20.11.102-1-2-2,B.20.11.102-1-2-3,B.20.11.102-2-1-0,B.20.11.102-2-1-1,B.20.11.102-2-1-2,B.20.11.102-2-2-0,B.20.11.102-2-2-1,B.20.11.102-2-2-2,B.20.11.102-3-1-0,B.20.11.102-3-1-1,B.20.11.102-3-1-2,B.20.11.102-3-2-0,B.20.11.102-3-2-1,B.20.11.102-3-2-2,B.20.11.102-4-1-0,B.20.11.102-4-1-1,B.20.11.102-4-1-2,B.20.11.102-4-2-0,B.20.11.102-4-2-1,B.20.11.102-4-2-2,B.20.11.121-1-1-0,B.20.11.121-1-1-1,B.20.11.121-1-1-2,B.20.11.121-1-1-3,B.20.11.121-1-2-0,B.20.11.121-1-2-1,B.20.11.121-1-2-2,B.20.11.121-1-2-3,B.20.11.121-2-1-0,B.20.11.121-2-1-1,B.20.11.121-2-2-0,B.20.11.121-2-2-1,B.20.11.121-2-2-2,B.20.11.121-3-1-0,B.20.11.121-3-1-1,B.20.11.121-3-2-0,B.20.11.121-3-2-1,B.20.11.121-4-1-0,B.20.11.121-4-2-0,B.30.11.012-5-1-0,B.30.11.012-5-1-1,B.30.11.012-5-1-2,C.10.11.001a-1-1-0,C.10.11.001a-1-1-1,C.10.11.001a-1-1-2,C.10.11.001a-1-1-3,C.10.11.001a-1-2-0,C.10.11.001a-1-2-1,C.10.11.001a-1-2-2,C.10.11.001a-1-2-3,C.10.11.001a-2-1-0,C.10.11.001a-2-1-1,C.10.11.001a-2-1-2,C.10.11.001a-2-1-3,C.10.11.001a-2-2-0,C.10.11.001a-2-2-1,C.10.11.001a-2-2-2,C.10.11.001a-2-2-3,C.10.11.001a-3-1-0,C.10.11.001a-3-1-1,C.10.11.001a-3-1-2,C.10.11.001a-3-2-0,C.10.11.001a-3-2-1,C.10.11.001a-3-2-2,C.10.11.001a-4-1-0,C.10.11.001a-4-1-1,C.10.11.001a-4-2-0,C.10.11.001a-4-2-1,C.10.11.011a-1-1-0,C.10.11.011a-1-1-1,C.10.11.011a-1-1-2,C.10.11.011a-1-1-3,C.10.11.011a-1-2-0,C.10.11.011a-1-2-1,C.10.11.011a-1-2-2,C.10.11.011a-1-2-3,C.10.11.011a-2-1-0,C.10.11.011a-2-1-1,C.10.11.011a-2-1-2,C.10.11.011a-2-1-3,C.10.11.011a-2-2-0,C.10.11.011a-2-2-1,C.10.11.011a-2-2-2,C.10.11.011a-2-2-3,C.10.11.011a-3-1-0,C.10.11.011a-3-1-1,C.10.11.011a-3-1-2,C.10.11.011a-3-1-3,C.10.11.011a-3-2-0,C.10.11.011a-3-2-1,C.10.11.011a-3-2-2,C.10.11.011a-3-2-3,C.10.11.011a-4-1-0,C.10.11.011a-4-1-1,C.10.11.011a-4-1-2,C.10.11.011a-4-1-3,C.10.11.011a-4-2-0,C.10.11.011a-4-2-1,C.10.11.011a-4-2-2,C.10.11.011a-4-2-3,C.20.11.001b-1-1-0,C.20.11.001b-1-1-1,C.20.11.001b-1-1-2,C.20.11.001b-1-1-3,C.20.11.001b-1-2-0,C.20.11.001b-1-2-1,C.20.11.001b-1-2-2,C.20.11.001b-1-2-3,C.20.11.001b-2-1-0,C.20.11.001b-2-1-1,C.20.11.001b-2-1-2,C.20.11.001b-2-1-3,C.20.11.001b-2-2-0,C.20.11.001b-2-2-1,C.20.11.001b-2-2-2,C.20.11.001b-2-2-3,C.20.11.001b-3-1-0,C.20.11.001b-3-1-1,C.20.11.001b-3-1-2,C.20.11.001b-3-1-3,C.20.11.001b-3-2-0,C.20.11.001b-3-2-1,C.20.11.001b-3-2-2,C.20.11.001b-3-2-3,D.10.14.021-1-1-1,D.20.21.013a-1-1-0,D.20.21.013a-1-1-1,D.20.21.013a-1-1-2,D.20.21.013a-2-1-0,D.20.21.013a-2-1-1,D.20.21.013a-2-1-2,D.20.21.013a-3-1-0,D.20.21.013a-3-1-1,D.20.21.013a-3-1-2,D.20.21.013a-4-1-0,D.20.21.013a-4-1-1,D.20.21.013a-4-1-2,D.20.21.013b-1-1-0,D.20.21.013b-1-1-1,D.20.21.013b-2-1-0,D.20.21.013b-2-1-1,D.20.21.013b-3-1-0,D.20.21.013b-3-1-1,D.20.21.013b-4-1-0,D.20.21.013b-4-1-1,D.20.21.023a-1-1-0,D.20.21.023a-1-1-1,D.20.21.023a-1-1-2,D.20.21.023a-2-1-0,D.20.21.023a-2-1-1,D.20.21.023a-2-1-2,D.20.21.023a-3-1-0,D.20.21.023a-3-1-1,D.20.21.023a-3-1-2,D.20.21.023a-4-1-0,D.20.21.023a-4-1-1,D.20.21.023a-4-1-2,D.20.21.023b-1-1-0,D.20.21.023b-1-1-1,D.20.21.023b-1-1-2,D.20.21.023b-2-1-0,D.20.21.023b-2-1-1,D.20.21.023b-2-1-2,D.20.21.023b-3-1-0,D.20.21.023b-3-1-1,D.20.21.023b-3-1-2,D.20.21.023b-4-1-0,D.20.21.023b-4-1-1,D.20.21.023b-4-1-2,D.30.31.013b-5-1-0,D.30.31.013b-5-1-1,D.30.41.011c-1-1-0,D.30.41.011c-1-1-1,D.30.41.011c-1-1-2,D.30.41.011c-1-2-0,D.30.41.011c-1-2-1,D.30.41.011c-1-2-2,D.30.41.011c-2-1-0,D.30.41.011c-2-1-1,D.30.41.011c-2-1-2,D.30.41.011c-2-2-0,D.30.41.011c-2-2-1,D.30.41.011c-2-2-2,D.30.41.011c-3-1-0,D.30.41.011c-3-1-1,D.30.41.011c-3-1-2,D.30.41.011c-3-2-0,D.30.41.011c-3-2-1,D.30.41.011c-3-2-2,D.30.41.011c-4-1-0,D.30.41.011c-4-1-1,D.30.41.011c-4-1-2,D.30.41.011c-4-2-0,D.30.41.011c-4-2-1,D.30.41.011c-4-2-2,D.30.41.032c-1-1-0,D.30.41.032c-1-1-1,D.30.41.032c-2-1-0,D.30.41.032c-2-1-1,D.30.41.032c-3-1-0,D.30.41.032c-3-1-1,D.30.41.032c-4-1-0,D.30.41.032c-4-1-1,D.30.41.102b-1-1-0,D.30.41.102b-1-1-1,D.30.41.102b-2-1-0,D.30.41.102b-2-1-1,D.30.41.102b-3-1-0,D.30.41.102b-3-1-1,D.30.41.102b-4-1-0,D.30.41.102b-4-1-1,D.30.52.013b-1-1-0,D.30.52.013b-1-1-1,D.30.52.013b-1-1-2,D.30.67.012b-1-1-0,D.30.67.012b-1-1-1,D.40.11.023a-1-1-0,D.40.11.023a-1-1-1,D.40.11.023a-1-1-2,D.40.11.023a-2-1-0,D.40.11.023a-2-1-1,D.40.11.023a-2-1-2,D.40.11.023a-3-1-0,D.40.11.023a-3-1-1,D.40.11.023a-3-1-2,D.40.11.023a-4-1-0,D.40.11.023a-4-1-1,D.40.11.023a-4-1-2,D.40.11.074a-1-1-0,D.40.11.074a-1-1-1,D.40.11.074a-1-1-2,D.40.11.074a-2-1-0,D.40.11.074a-2-1-1,D.40.11.074a-2-1-2,D.40.11.074a-3-1-0,D.40.11.074a-3-1-1,D.40.11.074a-3-1-2,D.40.11.074a-4-1-0,D.40.11.074a-4-1-1,D.40.11.074a-4-1-2,D.50.11.011a-1-1-0,D.50.11.011a-1-1-1,D.50.12.023b-1-1-0,D.50.12.023b-1-1-1,collapse-0-1-0,excessiveRID-1-1-0,excessiveRID-1-2-0,irreparable-0-1-0
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,177.66236160000003,266.8068864,86.0995584,22.3911936,286.86090240000004,255.26845440000002,10.469376,0.36126720000000007,434.0219904,118.9158912,0.022118400000000003,417.6838656,135.27613440000002,541.71648,11.243520000000002,534.269952,18.690048000000004,552.96,552.96,0.0516096,0.9732096000000001,431.57422080000003,120.36096,0.11796480000000001,1.216512,541.7828352,9.842688,0.3170304,4.976640000000001,547.6663296000002,0.22855680000000003,3.2735232000000005,549.4579200000001,8.5671936,117.20540160000003,427.1874048,7.984742400000003,104.25139200000001,440.72386559999995,386.06192639999995,166.4851968,0.4128768,278.95726080000003,269.90346239999997,4.099276800000001,0.06912000000000001,1.7049600000000003,899.5968,250.62912000000003,0.27648000000000006,2.5574400000000006,1127.1859200000004,21.980160000000005,0.5529600000000001,10.621440000000002,1140.8256000000001,0.3916800000000001,6.912000000000002,1144.6963200000002,17.326080000000005,242.17344000000003,892.50048,16.61184,217.12896000000006,918.2592000000002,804.9484800000002,346.2681600000001,0.7833600000000002,580.2624000000002,563.2819200000001,8.455680000000001,369.2620800000001,558.6969600000001,178.56,45.48096000000001,595.5148800000001,534.45888,21.127680000000005,0.8985600000000002,903.6057600000001,248.39424000000002,871.58016,280.3968,0.023040000000000005,1128.70656,23.293440000000004,1113.20064,38.79936000000001,1152.0000000000002,1152.0000000000002,3332.0705199999998,862.4987,2256.43078,3.571263383953827,51.203253432311364,395.93830426516047,298.01823737560693,6.639390196711983,101.1209313658819,562.5279244512831,78.41983023705603,21.645497589515315,275.0705926632016,450.7917077013552,1.2184012965882394,16.87481547471475,241.8544630890641,488.58792442508263,1.4085241913686202,189.2777761236672,497.91271205733494,61.708050782290925,171.70605805018266,477.041783071787,99.98515394296255,740.6377854419302,8.24153754858677,717.9675967729353,30.73488441774872,0.4633175295218761,28.152818505155103,575.6092610284213,144.80625314587007,0.7824927926676573,52.273526226686876,556.7405730604665,138.94374699295045,2.7088312139013433,131.08607234299095,492.59418537871335,122.32941212067395,1.9862497419560146,114.10309736922514,506.685584673772,125.95341427856384,21.971521631396318,405.3796877136252,257.73999126113017,63.62800097358048,20.53913734099991,375.26324837010185,283.5322667076122,69.45101896256188,401.2918779681313,345.5543142051012,1.5208797812509383,0.4168814830344321,290.23027392506225,450.97873960090743,6.064304717869212,1.4464309660537475,0.046,0.8412,0.622,0.4908,0.0852,1.0984,0.6288,0.1876,0.2048,1.3392,0.4168,0.0392,0.176,1.3128,0.4624,0.0488,0.6552,1.2296,0.1144,0.0008,0.608,1.2576,0.1296,0.0048,1.0,397.12346516329563,105.5075992002445,26.580558627652064,400.7609261023865,102.04657041991399,26.327019290385802,417.0289844108983,89.38287009110115,22.694342964505644,415.6778858556551,91.90831992434428,21.492354657301185,38.104635765804126,36.764374486486936,39.67214801314751,35.20120918025213,42.959042049428575,31.911271562201623,41.599727729236044,33.26942955647457,796.0531999382921,209.86624838033467,52.35249845821114,802.4490176050077,202.62761148958197,53.14885669393395,835.2626901568966,177.90976390543653,45.06368429742031,835.9136060694769,180.79601536174886,41.46862904464094,74.96103340026708,38.836310833218356,35.94847191826138,78.43096584144193,34.21510702292501,37.09237089358631,84.37452517003153,33.108136580104116,32.26111100726138,84.2709199250812,33.703494628299815,31.7651837861448,0.0952,0.9048,125.16203820969197,62.08115330353463,62.32840076833901,126.553339841573,62.85819383210544,60.18613785246552,132.49370289601907,57.75350966544781,59.32554982884668,129.5227371268241,56.40171628308708,63.68240314442221,140.86457912774674,55.13380921771857,53.58274320296714,141.91033385660072,54.424117086705266,53.25278471389913,136.77911591658602,60.3989069398868,52.455443647799456,140.1928966028574,56.79086265584396,52.59462605260116,18.50683392,18.357166080000002,19.3572864,17.5067136,20.891934720000002,15.972065279999999,20.5664256,16.297574400000002,0.9776,3.0224,1.1528,2.8472,1.2664,2.7336,1.3872,2.6128,1.022,0.652,0.326,0.9562,0.0438,2640.4403830734104,1679.9046829088554,970.6645623709946,2764.576946696878,1582.2472749406525,944.2135365178603,2991.55748234924,1474.1160706411413,826.8681848749605,2964.4059296546898,1536.0228213514324,790.7441709148572,56.08743181507741,1.4912972093875065,2.3284846901488514,56.074109532357404,1.838377892687955,2.0072676425846367,56.41333401358544,1.5328347793613575,1.9610357736980797,56.66126399025852,1.3272347927341612,1.9104460495981685,0.2498,0.7502,1.75,0.25,1.0,1.0,1.0,1.0
std,139.83104278903573,125.65958451217898,119.64557155422133,70.11518028947458,122.01979911843921,110.80267189208213,33.95319817025521,4.736308390216753,67.50254043319624,67.49520371022625,0.9027992486029751,69.78456025632009,69.78456025632009,20.512983561591426,20.512983561591415,29.55747096888555,29.55747096888554,0.0,0.0,1.3784965702339163,8.479811643024158,174.44248372432915,174.9299873823294,2.0822117602020755,8.591911418341097,38.49222689858257,37.79452226882305,3.404235325988317,13.872003073278679,14.382133352076648,2.8939513913168664,11.286243773389101,11.633785408532622,18.015825938484426,65.67847421300914,68.71864646784752,18.064581228930763,82.59691640560851,88.55470166697307,67.18471375535258,67.10868564549214,3.879798148094273,72.3911294884567,72.24348554818087,12.580179688143529,2.821247651884297,16.528320558196317,369.87957027262405,370.6941165673353,5.637411719200432,20.64414301380794,88.81028719228327,86.86026997237771,7.962908314187981,36.37823821420596,37.29562635737701,6.706498207055623,28.8719245913036,29.549102868846433,44.52889394890539,160.64284023569246,166.12819258344996,45.70956106340251,189.9114013991648,202.51547541587186,170.4523700386122,170.3481872847394,9.7445793380574,189.14458370502973,187.79873290821214,30.571771855495676,303.6957102281095,277.2756216201262,254.03813975718347,148.57073898441402,269.3068677185669,249.72393374637275,76.05395554899515,11.827662180030718,166.69485077073347,166.69485077073347,172.0964893270695,172.06461806053466,1.629174023853806,51.79589690268526,51.79589690268517,73.35326411184157,73.3532641118415,0.0,0.0,2346.6265469107057,745.7529772222953,2238.311357860326,21.173654009680213,112.33374750469021,307.0848330591535,324.40081805168427,26.533620176637413,137.00548059264617,281.93319794325345,148.15238676718732,44.942282905130234,184.02090659700383,244.19332038639985,10.701370022061296,40.65499846925193,170.62226286801794,246.84135060959338,10.981364359636753,140.37496440244354,240.19494293948583,79.57895870911935,153.10807115511975,236.50724909875646,125.06253110514692,311.0617149477995,26.742652347713893,302.7778894436636,52.388602627175004,6.536986792730587,77.2128182189859,261.02334269076357,116.32409918490073,8.226464225429174,81.94594502811918,259.81290966814646,114.27606836836816,15.270170225014505,119.32600747111611,238.9159398491696,106.34855934541933,12.966208902877842,109.73591053953896,242.33610464553647,111.65724063978278,43.79320004181723,211.23973872769935,168.65947112207743,75.82857521625645,44.73907787990874,221.61710368514983,186.7527341412921,80.98128438799404,210.1232263173683,194.56033988584707,11.82379989569307,6.150846877704073,170.7873116665565,227.50315137560284,22.96343574360459,10.710408530054941,0.29983658948847325,0.9874095176324271,0.9258981895929479,0.8607342985535904,0.40394751480723806,0.9952464735474432,0.9286458079415001,0.5831588590178238,0.6064078710745929,0.9408083673505542,0.8124098485077532,0.2772701493979282,0.5666464661881593,0.9499140104901418,0.8432843326501084,0.3086059097319822,0.9387700558941837,0.9733824195386587,0.4644952003608128,0.039995998999739935,0.9200572270572152,0.9663482839024241,0.49239448663251023,0.09787173123611859,0.0,224.88070712391013,122.63713309845727,69.63294957214963,231.4556504755362,123.06448238892679,68.48414071444776,233.75264158349793,114.54971051842296,64.55998392115592,226.2448464850621,117.02329561718233,62.90993083386716,43.64920974872184,43.2030823019647,43.88625382741712,42.878597983564845,43.46072616082224,42.70056070685841,43.818385731149405,42.63818650686584,451.5770775041505,238.45533109178854,139.75434563519136,461.0291980474996,245.4875112207976,140.2760063105125,466.1117194686239,228.6005684978181,131.00098415444123,458.62245056399286,226.26009680567884,120.5351266143918,87.13466973316827,72.58965636591276,70.9128976340491,87.66212555861571,68.58521130144929,72.2247783315473,87.34945229235662,69.2082286435336,68.0596494460995,87.53512328096285,69.20834317414038,67.85386477993154,0.2935203414384898,0.2935203414384898,145.4904515330861,118.93282112064163,119.84395753676873,146.39642832865545,120.36613875106389,116.69099876971686,145.97271649839738,116.28671479304055,117.6342386108763,145.10069317410762,114.86471962540955,122.02957746181215,146.19333002353926,111.83905577650545,116.01231494123229,146.62831077755268,113.87868590744822,112.6905536113359,146.34908387817225,117.27930582418784,113.74240485262571,146.33087310198582,115.15211714461992,113.0125285370007,11.720757755723266,11.720757755723266,12.309887695020935,12.309887695020935,12.277582271480046,12.277582271480046,11.868222665441019,11.868222665441019,1.7190954882901566,1.7190954882901566,1.8118798916452354,1.8118798916452354,1.8607857331538582,1.8607857331538582,1.9039961135044492,1.9039961135044492,0.999857961506852,0.9375882968354887,0.7388052291594359,0.20467031535520122,0.20467031535520122,2106.4480237560892,1276.2175471224637,1435.1184911913626,2224.0319045507435,1312.6313940345012,1428.4149893722147,2247.507758657436,1315.0922425180408,1369.8862701554085,2245.8478756651266,1268.9487426063104,1266.699100501456,28.14451413498028,10.09589163447328,12.902215030114467,28.289651648193633,11.54366467108936,11.653891801119546,28.223938473495195,10.321518541706109,11.061669896055873,27.947856837654932,9.36340603696804,11.170510564309572,0.4329404664494853,0.4329404664494853,0.6615039814721456,0.6615039814721456,0.0,0.0,0.0,0.0
log_std,,,,,,,,,0.16963271286569157,,,0.18189240307380766,,0.03937312487095336,,0.058725469529385586,,8.881784197001252e-16,8.881784197001252e-16,,,,,,,,,,,0.027363700169391804,,,0.022007950881824813,,,0.17394020424032372,,,0.24058678055708527,0.18790784240583158,,,,0.29909006331154403,,,,,,,,0.12358323642129844,,,,0.034843467410042225,,,0.0274111411597867,,,0.20770912923675422,,,,0.23582654268739026,,,,,,,,,,,,,,0.20755139366567094,,0.22152184354997548,,,0.04860586504038158,,0.07160845815761088,,8.881784197001252e-16,8.881784197001252e-16,,,,,,,,,,,,,,,,,,,,,0.47752938714161075,,,0.49551916198990653,,0.4015841165073576,,0.4053411120631872,,,,0.44298760651982655,,,,,,,,0.4809608987801802,,,,0.4700241183647055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.72800000000001,0.0,0.0,110.592,0.0,368.64,0.0,294.91200000000003,0.0,552.96,552.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.504,0.0,0.0,442.368,0.0,0.0,110.592,0.0,0.0,73.72800000000001,110.592,0.0,0.0,0.0,36.864000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.20000000000003,0.0,0.0,0.0,806.4000000000001,0.0,0.0,806.4000000000001,0.0,0.0,115.20000000000003,0.0,0.0,0.0,115.20000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.40000000000003,0.0,230.40000000000003,0.0,0.0,806.4000000000001,0.0,576.0000000000001,0.0,1152.0000000000002,1152.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.793750512961374,0.0,0.0,45.78667823891418,0.0,124.59603720641661,0.0,118.74471519801706,0.0,0.0,0.0,39.349313893695765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.13924221282087,0.0,0.0,0.0,23.104453769403023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.32,0.0,0.0,147.45600000000002,0.0,442.368,0.0,405.467136,0.0,552.96,552.96,0.0,0.0,0.0,0.0,0.0,0.0,184.28313599999998,0.0,0.0,0.0,442.368,0.0,0.0,479.232,0.0,0.0,184.32,0.0,0.0,110.592,147.45600000000002,0.0,0.0,73.72800000000001,73.691136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.28480000000002,0.0,0.0,0.0,921.6000000000003,0.0,0.0,921.6000000000003,0.0,0.0,345.6000000000001,0.0,0.0,115.20000000000003,230.40000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,230.40000000000003,0.0,0.0,806.4000000000001,0.0,691.2,0.0,1152.0000000000002,1152.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.243329047682295,0.0,0.0,65.87543632780516,0.0,0.0,60.27389230245328,0.0,196.37565466199723,0.0,196.97142567231828,0.0,0.0,0.0,107.1385719789951,0.0,0.0,0.0,100.70809119725367,0.0,0.0,0.0,81.74434170208657,0.0,0.0,0.0,93.2195901406679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.83665849874065,0.0,0.0,0.0,0.0,48.923022845930305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
