#,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
0,1176800.8100262133,442.8647816776693,971.6652981801866,0.0,0.0
1,844398.6453714446,284.8620618284459,647.0706020861079,0.0,0.0
2,1007015.5193489819,334.60314207576164,772.0560536728537,0.0,0.0
3,962317.7670212247,246.85210611419862,799.82356553915,0.0,0.0
4,910636.0418630419,261.6315622622149,740.078939247835,0.0,0.0
5,995568.6435847266,362.6548224882079,933.0262164330752,0.0,0.0
6,1079323.8920289464,307.0897984900216,941.234725651779,0.0,0.0
7,845725.3735132908,290.8091668409594,680.4411049168835,0.0,0.0
8,1161680.5030965565,430.4491701646519,936.3649040145727,0.0,0.0
9,697437.7037022641,239.95187417466371,648.7189367316026,0.0,0.0
10,1115497.1034634341,381.1722645969227,890.4348543868285,0.0,0.0
11,919932.5183874541,345.63047694192323,884.8402252219125,0.0,0.0
12,1026335.9736932517,380.2009145530536,819.3112228054777,0.0,0.0
13,920532.9167018299,274.0422814246114,763.5733348205928,0.0,0.0
14,914554.5830694011,266.8624500956728,690.8351566651933,0.0,0.0
15,1066695.228191787,349.82574884552264,964.484093687282,0.0,0.0
16,935516.6392337123,283.3107939980544,739.5000701368904,0.0,0.0
17,914157.4891329047,310.75673523725436,769.7227105115387,0.0,0.0
18,791389.25822398,203.7489728196947,609.0548522095387,0.0,0.0
19,905746.9488029062,288.6161163249887,716.5147272571076,0.0,0.0
20,1061757.284410345,333.32997024122795,852.075393328021,0.0,0.0
21,1038916.4660322049,290.7613709050996,832.1691182189521,0.0,0.0
22,1080814.5063366522,421.13328329080747,949.9526597399777,0.0,0.0
23,1328977.9388594825,462.55461860225057,984.209549641025,0.0,0.0
24,1018788.2152502986,310.7791945970868,842.315087219013,0.0,0.0
25,1189311.8713238365,334.0451806703277,802.8809818593156,0.0,0.0
26,752656.8894945079,250.4980459016503,670.9516639089679,0.0,0.0
27,1118631.2328820159,375.21989342585925,897.2541827677107,0.0,0.0
28,924192.1568004796,288.82904932610546,712.7558461761315,0.0,0.0
29,1198472.8192428795,377.4561335496298,920.1074230701824,0.0,0.0
30,1158682.28060497,389.3858126706938,922.5406331552762,0.0,0.0
31,1223682.6286012924,395.62431178752894,952.70262398771,0.0,0.0
32,906083.2639787563,339.57585869301533,803.168522402669,0.0,0.0
33,1185485.866078098,360.4148203719642,1014.4315181629582,0.0,0.0
34,914481.0716536378,304.35036765264397,663.1186331653427,0.0,0.0
35,1161943.28449004,306.6944644255469,866.7405296598404,0.0,0.0
36,649375.6043594352,214.6447199668301,502.5778765921554,0.0,0.0
37,1203950.0513281187,355.90270959495837,994.3971860667125,0.0,0.0
38,883426.026014135,284.99073618829766,804.0198964529528,0.0,0.0
39,810431.0443464504,239.03083253014879,702.4271914683992,0.0,0.0
40,1153141.4573668789,324.32436404131784,861.3330515811392,0.0,0.0
41,928619.7718978168,314.0135835709715,865.8166135212593,0.0,0.0
42,905083.7160221942,268.5435756906869,713.7812642687259,0.0,0.0
43,1363936.296892006,477.77007626478803,1001.3758403911755,0.0,0.0
44,1035631.630675866,359.8327747886936,939.3039924545595,0.0,0.0
45,766733.4878836583,308.8844045522097,671.1337934843783,0.0,0.0
46,1386540.4602742398,376.357093882467,1118.5523907023517,0.0,0.0
47,726654.0123360755,301.7801176493163,617.4934663486005,0.0,0.0
48,1086650.3307574827,383.9125999455467,912.1369834475682,0.0,0.0
49,1163769.7300036016,361.50296563476553,1006.1290413395242,0.0,0.0
50,1212821.0568341492,312.22290987904796,952.6170086271845,0.0,0.0
51,794394.7885126855,328.8616207769929,672.4733167888048,0.0,0.0
52,954837.7104551423,303.4481042829605,787.2359691535735,0.0,0.0
53,992516.2826980846,333.1294469715482,771.4985001437639,0.0,0.0
54,758038.1512939773,294.8697226450108,653.4291264279043,0.0,0.0
55,1144633.2665607962,498.14551427763104,1005.0966772520189,0.0,0.0
56,978798.2285390928,210.77916040431114,738.9636660766396,0.0,0.0
57,1088679.74474437,334.87241854326874,768.7173526844736,0.0,0.0
58,1136217.3339529294,381.7972122071484,861.3434464252072,0.0,0.0
59,1009744.5669929476,364.5434068731766,932.2344038213442,0.0,0.0
60,841455.8188659588,288.81921546155274,799.3965133499945,0.0,0.0
61,1011404.356945009,294.3931961775459,770.8739604024911,0.0,0.0
62,960603.2555711853,293.2173324952911,799.7745695281853,0.0,0.0
63,1009573.959752097,342.8737386865405,861.7853726392168,0.0,0.0
64,945362.2249703384,256.9943243350713,664.3713732731122,0.0,0.0
65,998492.6423533676,227.1071442041275,711.7388796515554,0.0,0.0
66,1307018.0785729287,410.44903703279533,1070.6101843841525,0.0,0.0
67,1062973.0399870474,343.8655231940028,848.0058404281601,0.0,0.0
68,1062981.753410114,392.1763056017038,735.5175776305842,0.0,0.0
69,1113183.9025134079,318.71654224892166,790.5772509411191,0.0,0.0
70,779760.1865388838,284.97834079860314,716.217856240249,0.0,0.0
71,885684.9057004752,280.83151197183986,695.6753217576689,0.0,0.0
72,995631.4302353263,359.40573859135344,768.694011995907,0.0,0.0
73,810390.1186921201,293.3788499148753,694.1174406293416,0.0,0.0
74,1044240.6593171246,290.2539665859919,699.5623322135116,0.0,0.0
75,1236493.6722486925,428.00473629067505,945.7575799654218,0.0,0.0
76,1094480.9714066247,306.05579534238353,832.9879380183421,0.0,0.0
77,1066308.9719821962,308.9587268304915,839.8759519812727,0.0,0.0
78,912927.0547695251,271.44795403541957,683.7450490948899,0.0,0.0
79,1136565.0931576197,345.7243671363464,915.4445642537795,0.0,0.0
80,1084944.8780230195,362.16264996024984,932.2999130712178,0.0,0.0
81,829370.742319981,273.5625028865287,666.2531991419555,0.0,0.0
82,762802.268663053,324.1884911203378,753.2681335120124,0.0,0.0
83,841359.4011074818,235.57403257048054,681.8395082234559,0.0,0.0
84,931142.0392839062,271.96845775538736,702.8735634674211,0.0,0.0
85,892315.8415263563,283.25299744218336,704.059615495202,0.0,0.0
86,1121983.0221508625,422.6662037448628,985.7657090001114,0.0,0.0
87,1362589.491586799,397.0583758966645,1063.9917075935998,0.0,0.0
88,867192.6079359287,332.06152353923085,729.4809073694182,0.0,0.0
89,1051113.5962763305,324.6181156460055,820.1767322332781,0.0,0.0
90,870509.2212207555,270.4740066959491,648.7244474745098,0.0,0.0
91,810209.3900729765,241.47083822259333,640.2765482630275,0.0,0.0
92,994707.0728657532,290.2079190736909,794.1852763498061,0.0,0.0
93,851713.0167397936,418.42827474428117,816.1347305419246,0.0,0.0
94,945744.2711256446,319.7199161758697,754.7398256360012,0.0,0.0
95,917446.3533472384,221.69674992894775,702.1536405758021,0.0,0.0
96,1222723.8380402671,415.6170376681637,978.581649073793,0.0,0.0
97,840435.718840624,375.23582721321424,803.0815816653344,0.0,0.0
98,965414.6687614687,302.8953889761156,718.3885493925313,0.0,0.0
99,1200979.3433592836,336.9304197302481,902.6014355712275,0.0,0.0
100,980174.6036290333,363.0635025833715,818.6788407547272,0.0,0.0
101,969561.2130471196,271.27576357780225,879.662605213016,0.0,0.0
102,1198336.1185947154,479.13607210027294,1031.018368092855,0.0,0.0
103,994395.2751220737,320.1627646274015,966.4510585945095,0.0,0.0
104,756015.1798864302,325.54895592337857,664.9603607935496,0.0,0.0
105,931135.1690761007,357.80251145608116,741.4011128856124,0.0,0.0
106,1095585.280331558,363.3226511879644,918.1056331783079,0.0,0.0
107,788799.910541786,273.46825046273136,586.22402514814,0.0,0.0
108,867633.9486497348,444.530360205901,862.341798099059,0.0,0.0
109,1215319.9127380564,467.72408065506824,1059.5951756303953,0.0,0.0
110,914623.9879460144,302.04393290070703,778.8231770971273,0.0,0.0
111,1112711.9435450365,350.21744171029076,863.4041582410559,0.0,0.0
112,826074.4728688551,293.6666740621339,698.4489730850719,0.0,0.0
113,807318.0531795016,229.4043098765063,624.2007322217856,0.0,0.0
114,1144347.7463380229,344.3639458352373,931.0384937720473,0.0,0.0
115,1077537.4015594684,366.8290166820526,868.2792971445065,0.0,0.0
116,899390.3717490332,270.8018297397853,706.8633363972866,0.0,0.0
117,1025257.0208531704,388.4228038734455,906.9365686468807,0.0,0.0
118,878263.7316024279,371.8100153505084,739.8570496044293,0.0,0.0
119,836168.6224018023,281.6773009712924,784.4540280301346,0.0,0.0
120,1076671.8377922934,357.75517505962944,950.5343233261974,0.0,0.0
121,746518.1933750694,323.53267265966053,613.8125204120506,0.0,0.0
122,842663.4590192481,360.19525601066994,710.3791905363164,0.0,0.0
123,1342307.2028531453,373.5191905984038,1025.0765352919884,0.0,0.0
124,1053346.0349290478,301.0849541145349,772.2951325292071,0.0,0.0
125,1040145.1751294155,386.97871261042803,921.2704809184643,0.0,0.0
126,985562.5182635608,368.0294883391559,790.9108299269794,0.0,0.0
127,862506.6092144649,341.6854686065949,818.3522501592126,0.0,0.0
128,911908.5296993381,269.6538025257873,690.6862559353365,0.0,0.0
129,992579.0961814687,313.6081469671236,716.6205406790967,0.0,0.0
130,1138292.072122531,401.7394484277761,923.4987012241552,0.0,0.0
131,789403.7895401351,242.77610553757978,676.1797882199062,0.0,0.0
132,700545.4199462837,226.03263145762548,587.2571923857505,0.0,0.0
133,855743.0888520513,264.53052936467907,658.9249844547494,0.0,0.0
134,1068611.4562922837,317.17787934848866,904.0907101837968,0.0,0.0
135,826747.3984819419,297.41514907462766,681.5614241276681,0.0,0.0
136,758929.9849417256,306.53087841522796,636.7373345655814,0.0,0.0
137,1127937.169089572,428.7488923387358,905.1245170529193,0.0,0.0
138,1225861.9017566917,409.02220745273434,1021.7150323456999,0.0,0.0
139,1057388.9835113569,332.72311899641664,757.5232817267458,0.0,0.0
140,900953.7307864942,349.9250074258388,729.0478167680174,0.0,0.0
141,1165181.0850658447,431.30971722477204,906.3667235328114,0.0,0.0
142,865156.809730602,236.1865053223728,594.4803331142772,0.0,0.0
143,947812.2151038862,304.9145224457706,679.9793190990902,0.0,0.0
144,926708.6604681588,359.6613829563507,707.3097681214724,0.0,0.0
145,907485.0872759926,296.78096977586296,762.5661254631677,0.0,0.0
146,1073760.838955149,321.18028593620676,880.2198517070535,0.0,0.0
147,1119009.9527137752,357.31804105397015,1052.389272702212,0.0,0.0
148,1248632.8925061082,513.1908577786032,1183.2017198908486,0.0,0.0
