cmp-loc-dir,B.10.71.002-1-1,B.10.71.002-1-2,B.10.71.002-2-1,B.10.71.002-2-2,B.10.71.002-3-1,B.10.71.002-3-2,B.10.71.002-4-1,B.10.71.002-4-2,B.10.71.012-1-1,B.10.71.012-1-2,B.10.71.012-2-1,B.10.71.012-2-2,B.10.71.012-3-1,B.10.71.012-3-2,B.10.71.012-4-1,B.10.71.012-4-2,B.20.11.102-1-1,B.20.11.102-1-2,B.20.11.102-2-1,B.20.11.102-2-2,B.20.11.102-3-1,B.20.11.102-3-2,B.20.11.102-4-1,B.20.11.102-4-2,B.20.11.121-1-1,B.20.11.121-1-2,B.20.11.121-2-1,B.20.11.121-2-2,B.20.11.121-3-1,B.20.11.121-3-2,B.20.11.121-4-1,B.20.11.121-4-2,B.30.11.012-5-1,C.10.11.001a-1-1,C.10.11.001a-1-2,C.10.11.001a-2-1,C.10.11.001a-2-2,C.10.11.001a-3-1,C.10.11.001a-3-2,C.10.11.001a-4-1,C.10.11.001a-4-2,C.10.11.011a-1-1,C.10.11.011a-1-2,C.10.11.011a-2-1,C.10.11.011a-2-2,C.10.11.011a-3-1,C.10.11.011a-3-2,C.10.11.011a-4-1,C.10.11.011a-4-2,C.20.11.001b-1-1,C.20.11.001b-1-2,C.20.11.001b-2-1,C.20.11.001b-2-2,C.20.11.001b-3-1,C.20.11.001b-3-2,D.10.14.021-1-1,D.20.21.013a-1-1,D.20.21.013a-2-1,D.20.21.013a-3-1,D.20.21.013a-4-1,D.20.21.013b-1-1,D.20.21.013b-2-1,D.20.21.013b-3-1,D.20.21.013b-4-1,D.20.21.023a-1-1,D.20.21.023a-2-1,D.20.21.023a-3-1,D.20.21.023a-4-1,D.20.21.023b-1-1,D.20.21.023b-2-1,D.20.21.023b-3-1,D.20.21.023b-4-1,D.20.31.013b-1-1,D.20.31.013b-2-1,D.20.31.013b-3-1,D.20.31.013b-4-1,D.30.31.013a-5-1,D.30.31.013b-5-1,D.30.41.011c-1-1,D.30.41.011c-1-2,D.30.41.011c-2-1,D.30.41.011c-2-2,D.30.41.011c-3-1,D.30.41.011c-3-2,D.30.41.011c-4-1,D.30.41.011c-4-2,D.30.41.032c-1-1,D.30.41.032c-2-1,D.30.41.032c-3-1,D.30.41.032c-4-1,D.30.41.102b-1-1,D.30.41.102b-2-1,D.30.41.102b-3-1,D.30.41.102b-4-1,D.30.41.103a-5-1,D.30.52.013a-5-2,D.30.52.013b-1-1,D.30.67.012a-1-1,D.30.67.012b-1-1,D.40.11.023a-1-1,D.40.11.023a-2-1,D.40.11.023a-3-1,D.40.11.023a-4-1,D.40.11.074a-1-1,D.40.11.074a-2-1,D.40.11.074a-3-1,D.40.11.074a-4-1,D.50.11.011a-1-1,D.50.12.013d-1-1,D.50.12.023a-1-1,D.50.12.023b-1-1,collapse-0-1,excessiveRID-1-1,excessiveRID-1-2,irreparable-0-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,748.7310584570326,748.7080762509329,748.7261992506603,748.7257271802301,748.898538963293,748.7329950649322,748.8793229905169,748.7024811906839,749.0316502089682,748.7403390727716,748.7185010562796,748.7283460635168,748.719201579732,748.7856713812757,748.7839534375178,748.7197492098927,2.0,2.0,2.0,2.0,2.0,2.0,1.0,529.2116229911923,529.1345158126862,529.106197466505,529.0785604373007,74.86901025229108,74.87335719339964,74.87031361163018,74.86915728571061,1058.271946776838,1058.2254857885237,1058.2361383597533,1058.1782504758667,149.7458161517468,149.73844375795326,149.74377275739704,149.73959833952583,603.9582827012969,603.9733817755331,603.971615604113,604.0365890173086,1.0,1.0,249.57159228156564,249.59767152614398,249.57276239031359,249.6068565543334,249.58113154843244,249.58723565720507,249.63346650427226,249.57838531130255,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,5291.009628353259,5291.03775815539,5292.541737865342,5291.172921920979,59.90721371461377,59.91975506762999,59.90720456664488,59.89894483259084,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.6239926276217,311.4841801806149,311.64078292340366,311.5126255373677,313.04214621042325,311.5971301345984,313.1056284290109,311.4952974179502,314.46823439180616,311.68885491467177,311.49684802020596,311.6017551948753,311.58139372027284,311.9792670575064,312.077726697692,311.5881690225381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.09637049485235,220.4418146812939,220.21232320881097,220.03480142165685,31.135400508334268,31.16093008213819,31.142717103176217,31.137015652416107,440.954753926164,440.5560008007346,440.5509706002688,440.20574025846435,62.31729532830661,62.278288191367594,62.30552665023699,62.27597462148504,251.2417071928398,251.302596564553,251.36026953070655,251.84088424812143,0.0,0.0,103.85441248813792,104.01558152700086,103.84545006816637,104.11931479483997,103.89874012516162,103.93605157267464,104.37261054268383,103.89085847651418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2202.2110829500793,2202.3908179090686,2215.843547253549,2203.07860970252,24.99984628443809,25.11221809434716,25.003825095631043,24.929672528060664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_std,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,1.7763568394002505e-15,0.3999359011176488,0.39996201174377766,0.3999761977734245,0.3998618902335822,0.4001992377980534,0.3998807792050801,0.400301002241203,0.4001324395081142,0.40028937203268655,0.40001567112732883,0.39993452179608324,0.3998595751254268,0.3999810354415109,0.3999976106893523,0.40000444573317767,0.399881848267131,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.4000977580031202,0.40017367696604345,0.39993053578885607,0.3998416841443656,0.39988921853960824,0.39990595016002783,0.3998985072645417,0.3998995642159747,0.3999949085862656,0.3999928648869227,0.3998765021867185,0.3998845348584063,0.39992525098701737,0.39990211104579165,0.39998174683629084,0.3998723458857252,0.3999853104106586,0.3998821536789384,0.399992107694707,0.40016245596080297,0.0,0.0,0.40008377898565467,0.3999561953241648,0.3999304307533096,0.40011356970106043,0.39996752711684486,0.40002312723394184,0.4002104497046817,0.40007674748920957,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.40005655093690257,0.39998834393707333,0.4002167406239653,0.399970348836149,0.40003131373612866,0.40018788752959983,0.40000178546820736,0.39990518826812227,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
min,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,157.4189806062788,149.910096578011,147.47630569360948,165.05443887495895,139.48437628240342,166.8959470297772,124.59603720641661,118.74471519801706,153.06203357132523,141.04713687347225,146.2316350144068,164.60801948892083,151.53541963484471,162.330627202657,153.53228828042154,164.58099832465973,2.0,2.0,2.0,2.0,2.0,2.0,1.0,117.22749669778521,88.46333829161686,109.78111622935529,117.97390525874063,15.21895256751866,15.648031064578783,15.434235682520168,16.02492902126431,213.78511847028568,213.65649678572723,236.36405499590842,222.60612286447667,30.207486537193414,30.622053293417956,30.100620094910816,32.28372438047034,110.53536727397353,131.20158159142966,120.24432319903326,103.89528140945639,1.0,1.0,43.298569817603905,54.28944630799904,51.707294976281275,47.86542258070272,51.08930176990025,47.49971019285608,48.47659724874032,43.07490193275189,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,908.9716280566789,1022.2128845951669,1016.4156749096071,1113.2841889890644,12.657778662739837,13.196973682418127,13.058750296082978,12.848042150063772,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
0.1%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,203.9350024257188,204.21855590300655,204.75265285306443,203.3417414576196,204.6609661424879,204.9022857108331,204.65745930106175,202.686144319631,205.22092315510974,203.792971514385,204.5296594926852,202.67972488196398,202.5484225622739,204.25530335614997,204.20046725662078,205.22240166290885,2.0,2.0,2.0,2.0,2.0,2.0,1.0,142.9459242713577,142.81159789332088,144.89319660348332,142.36163178310719,20.12568730147193,20.185355660071714,20.231983116766603,20.24542280014541,289.72617379243457,288.7424506079922,284.6575429515891,288.97523050715523,40.57408054785494,40.83451589481736,40.64727040171173,40.65639602112857,165.18391317251272,163.26838924826248,162.7186447528024,162.1172774103901,1.0,1.0,67.7412258560933,67.60648329659217,67.53832294373676,68.19643332333403,68.0008515153937,67.05932380683544,67.0522675062461,67.05611770092595,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1447.8585740500102,1444.451785265442,1432.4011634762946,1445.2296861920659,16.240980610094823,16.12972555920659,16.205505677451015,16.134028558469044,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
2.3%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,311.4434067363417,311.4758579466487,311.2393520919206,311.42213148342853,311.546050103368,311.219385454129,311.2417250984277,311.53223843452633,311.25706168397784,311.46565035200604,311.4650750723049,311.4179729734067,311.44784652672865,311.29103210354356,311.1436081291708,311.2114304309147,2.0,2.0,2.0,2.0,2.0,2.0,1.0,219.95563167808686,219.97799478413197,219.93426052432866,220.0020239896134,31.13647739041948,31.126578402262602,31.152415629774186,31.14286298967024,439.9203969934616,439.80741280927253,440.3215648345224,439.85249081004514,62.25697975674286,62.29851540948759,62.2466156481522,62.28024216813559,251.30547919185992,251.27037059981714,251.2039337197035,251.31801978253338,1.0,1.0,103.77173135185487,103.84531137749138,103.83797004712535,103.82400357436194,103.78308511502746,103.75687660742595,103.78996913704411,103.77436721135803,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2201.056594481261,2201.3708910727755,2200.7152178579386,2200.5462866513208,24.91854434399996,24.912787937026753,24.902648427408636,24.913427445805628,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
10%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,414.1115836114533,414.03169218630177,413.9917903001175,414.0502133374751,414.0532887858112,413.9797949788812,414.0353929968403,414.09634815233323,414.01211304962635,413.9832320978765,414.1323567462251,414.092318625487,414.09784440301166,414.026104224462,413.99714601951786,414.03905373432013,2.0,2.0,2.0,2.0,2.0,2.0,1.0,292.6052564028618,292.5358448071516,292.6569437749814,292.54478078177635,41.40124383146776,41.400724860862184,41.397172164737725,41.403931733055536,585.2705574744946,585.0830465318304,585.2169226471467,585.2469596156191,82.82207397123398,82.80441105199417,82.80481463642771,82.8229740697879,334.0698888221479,333.95055204305413,333.9683774646505,334.05403501496033,1.0,1.0,138.0427422526508,137.9894718994273,138.0068618720176,138.01945144348556,138.01632608042317,138.02173173407994,138.04083768076003,138.03703549131723,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2925.7712126974184,2926.546091094342,2925.468219975817,2925.3676779599805,33.12255407208766,33.11889711081742,33.12246286176751,33.130112736944554,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
15.9%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,463.58779164137786,463.70803982701875,463.57405679030313,463.60939179700574,463.690435117126,463.63658078463794,463.6339767716787,463.6107343490708,463.7003936974789,463.6075978309126,463.5929071571929,463.6643330314861,463.6909063979054,463.587222642219,463.67760904441644,463.60504872069686,2.0,2.0,2.0,2.0,2.0,2.0,1.0,327.6781985088143,327.6820305141689,327.6432632966449,327.6301670553012,46.366220911069284,46.363990387199614,46.36863244596973,46.36381384686605,655.1863082396811,655.312634625736,655.229243005084,655.268755835272,92.74218902622037,92.72815333272924,92.7164614559465,92.73123766488408,374.0400117718768,374.00242058888824,374.04043270318533,373.99204360059184,1.0,1.0,154.56272463571113,154.53953445954406,154.55762655541474,154.54156095603685,154.55355752648038,154.53854583643047,154.55689000304798,154.54541196536672,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3276.121712263846,3276.0060989226163,3276.413911079949,3276.264130725758,37.08542328048546,37.09456204102633,37.09225394605754,37.08662366530187,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
50%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,691.2342356875133,691.1740881282358,691.1637400689801,691.2342653065805,691.1980559493154,691.1682026781302,691.245094450552,691.2242817622077,691.1960036823808,691.197415226151,691.1863773645555,691.1709045807409,691.1754055243384,691.2580004928443,691.2587808775784,691.1861703242807,2.0,2.0,2.0,2.0,2.0,2.0,1.0,488.4811079834091,488.48858306712043,488.44767524253507,488.4640621521344,69.1234231130689,69.12054497520052,69.12169615061063,69.11776683977483,976.8775096233969,976.8795262090608,976.9004701204176,976.9423028912624,138.24480504659925,138.24462886413073,138.22866694173766,138.24684611711126,557.5911339235881,557.5382352655541,557.6083032325603,557.5549797551159,1.0,1.0,230.38274584561032,230.3969627996401,230.41683842285465,230.4154783047103,230.40478390285335,230.39359723061324,230.4065050837765,230.394627678928,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,4884.8219339558855,4884.600579566748,4884.264133494502,4884.811972652138,55.29666399310756,55.298030251333756,55.2978046484226,55.29574305217692,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
