2	19	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	19	2
16	16	16	19	19	19	19	19	19	19	19	19	19	19	19	19	19	16	16	16
1	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19	1
16	16	16	19	19	19	19	19	19	19	19	19	19	19	19	19	19	16	16	16
1	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19	1
16	16	16	19	19	19	19	19	19	19	19	19	19	19	19	19	19	16	16	16
1	19	13	15	15	1	1	1	1	15	15	1	1	1	1	15	15	1	19	13
16	16	16	19	19	19	19	19	19	19	19	19	19	19	19	19	19	16	16	16
