type-loc-dir,ONE-0-1,PFA-0-1,PFA-0-2,PFA-1-1,PFA-1-2,PFA-2-1,PFA-2-2,PFA-3-1,PFA-3-2,PFA-4-1,PFA-4-2,PID-1-1,PID-1-2,PID-2-1,PID-2-2,PID-3-1,PID-3-2,PID-4-1,PID-4-2,RID-1-1,RID-1-2,SA-0-1
0,1.0,175.99795147119661,157.13427042524856,203.5331406523754,183.0126739177196,260.43445378289863,243.79666610507562,227.43821181894342,256.7445997272902,274.57825063227915,277.5931101446417,0.008858179876956746,0.007481961726220037,0.004937315473683594,0.009611684399058115,0.0039587526879677785,0.005927787392374101,0.0012128411774073129,0.0015726879906064202,0.007993952460235343,0.0064319259905705065,1.1999999999999988
1,1.0,227.80016936574867,207.4552558956733,349.5347183010276,298.43572224556743,455.9323952449574,408.76009451669535,385.5612169335818,316.5965433522611,371.0522053078401,307.54393509528035,0.03105831227797383,0.019428627562328084,0.014268953245989908,0.018771923920953473,0.01099832929711902,0.011499423099334091,0.0017364316205905523,0.0023815768757558925,0.011878757833822905,0.01101926034191723,1.1999999999999988
2,1.0,194.8651206880503,154.17012259984548,317.6492741489636,166.42915481142836,315.4360899687654,260.5494069726922,343.4575244598065,334.6924712749154,320.1060137568449,360.7219680078575,0.007224887394898671,0.014099906633045474,0.0063633209722408456,0.008347128306880428,0.003578165946873024,0.004319011631217816,0.0011185856565103598,0.001755119714344648,0.00531115762975441,0.011440387995667347,1.1999999999999988
3,1.0,179.00819233587896,151.76469658453146,194.61245285337966,134.00142570739717,280.5560111244892,181.44220860618324,270.4459257421333,185.9970314219129,267.01556638511977,249.80885649456374,0.009289630009901687,0.005248856895556634,0.007516722109063083,0.0044954931994758566,0.004142169708717249,0.0016658688482673173,0.001172369544478611,0.0012172670587709796,0.005608521830013019,0.002344883432530581,1.1999999999999988
4,1.0,152.21846323161986,272.7418666439421,201.74340644490272,190.814549555265,231.69479859050875,172.04603622159036,234.53985364000354,226.7192542248044,253.4945391633633,233.54733495475023,0.004848467876369628,0.004790196961327889,0.005360634908554065,0.0048907759728383975,0.004074545849857954,0.0034913949292790436,0.0013960108817544282,0.0014328004241161835,0.0015709128050789092,0.0011768643478269518,1.2000000000000004
5,1.0,173.94575531312222,160.5817633902345,170.67904796613203,162.69148745747563,171.34659427552126,163.5362732157024,191.769502119307,241.87127043691504,247.49184775989886,291.09964855871976,0.00515101205626074,0.003998588300653482,0.004869714076600978,0.00432759647992479,0.0034521953622514675,0.0028810836101375043,0.001056112740419519,0.0013239465115445315,0.0027543816659459704,0.002542836516280661,1.2
6,1.0,143.33108508024594,125.52043909539825,230.8064923281751,197.1365322327316,263.7292018606014,250.12190090479388,263.9510081951228,293.3497775650735,310.66980371663243,330.6441651900721,0.006067933224463728,0.006495272528414992,0.0036469285434352927,0.005823198515764576,0.0022030183803028835,0.004606467490216028,0.0011020094295862166,0.0014127450319324144,0.005525610870536839,0.0029876283630542086,1.2
7,1.0,214.08416399201906,120.53789349710917,347.53843859756785,244.41060959464855,436.0199126633682,470.24555220866193,493.47390637371456,460.3563161878066,450.8632125463551,460.62764648305574,0.013052624092458606,0.009241918795793563,0.007901051491474086,0.006299217127449218,0.003473852107233044,0.0045078913476809665,0.0011024564229391296,0.001610739243337958,0.0063117301881899625,0.003994012713518515,1.1999999999999988
8,1.0,239.64397601424642,154.4028594212369,152.57230982967798,129.74853024117434,211.63587603006158,123.39621059633949,181.0063459194722,129.61111194301233,240.9805559221861,150.59936415681923,0.023070409817900407,0.010015394835226404,0.014257806911769436,0.00947226476605106,0.01168173823073495,0.00624823151488215,0.0022311370834939884,0.0017566777098905503,0.012085623905276073,0.006480487424595919,1.1999999999999993
9,1.0,240.32444918599808,190.0081213418058,330.0177980970538,373.06556270525203,398.5532313475359,433.40544068815564,466.83215524584256,444.5817355998238,456.65473867664423,414.3550136746164,0.010938465193802238,0.011750575286470548,0.006361036567898631,0.012693531466334935,0.0044710302826370205,0.00939532463924113,0.0016235644055592913,0.0021306862079391543,0.009938982278790379,0.008060112384723565,1.2
10,1.0,137.9884401125206,127.80853152678617,208.28230725823647,208.6221471809313,352.95185459118346,278.72672768883274,264.84773826950175,279.79127236693836,282.717579599985,299.48547662617756,0.024164132661338444,0.010761344101950312,0.009471299033592017,0.006365821516873071,0.0037495762120972973,0.0031079538593746106,0.0012973284387558547,0.0011096631088890687,0.024926949328942613,0.0062412340665652976,1.1999999999999993
11,1.0,215.6458784766357,279.28682737219077,331.04018848618557,451.3810392381691,413.2785854555045,568.7695408876792,526.1435494276564,534.7147050537121,550.1271543841301,490.5861268675216,0.011504054510509757,0.017195781138332054,0.006757437154836104,0.013457608099487752,0.0077133402614380335,0.011100880323866644,0.002463254557807478,0.0022103743410545524,0.00822916319866105,0.016467029893505864,1.1999999999999988
12,1.0,149.19743490074254,156.73140768148187,203.9997821693554,196.731079318242,190.22794141005213,169.75905251754136,192.22488302917895,168.09493423707104,268.1885416338747,233.53933945297902,0.005818460342311421,0.0020692946925104532,0.003772779606125769,0.0024001664343149074,0.0026306970857054818,0.0020427781734570468,0.0014240491966166066,0.0010382687301311664,0.006997424752082437,0.0012196817179080815,1.1999999999999993
13,1.0,212.98239867061812,162.99093930061377,209.48553674014,203.567633163075,247.77779821789477,277.6446332479917,326.41663079915133,392.39713199803384,313.1478522674746,404.0279927959251,0.0033158013569794514,0.006347135967555777,0.0033415507827306134,0.005236483648900827,0.0018743631677681383,0.003248943322819129,0.0007712420085313331,0.001887229006511731,0.003966703795094378,0.005401022108243372,1.2
14,1.0,152.18393589748192,133.33090859064075,154.40215610606873,225.45321938367104,145.70615424384832,174.42079326237882,153.12129415385942,175.16866090447311,214.7968299630408,224.14636679031221,0.0031127252516573094,0.004310584340543743,0.002717775233489262,0.003395486662139527,0.001533397330240797,0.0029793902452301497,0.001184622550031216,0.001302792992767517,0.0016378174648957618,0.0016012449310860073,1.1999999999999993
15,1.0,139.50205494153374,149.0581572651986,198.92349427528526,130.0861795091906,238.44529542229586,162.40280355856,242.8109254663719,239.9317111138487,283.39479045648955,274.4995838239745,0.005548636443780088,0.008611659689181216,0.004462708342907124,0.007836988924556537,0.002328798220652394,0.003544547370559574,0.0009186284364469628,0.0010296761973589412,0.003268906906286666,0.005174910550944425,1.2
