cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
1782,4055.04,368.64,0.0,0.0,958.464,626.688,2838.5280000000002,0.0,1612.8000000000006,1382.4000000000003,6220.800000000001,0.0,8524.800000000001,691.2,0.0,0.0,6451.0,0.0,0.0,3075.181552931891,1664.4486746895616,1845.0759344492865,0.0,1223.319688885084,2083.9459117074325,2155.8470650765867,247.45544300360478,2.0,10.0,0.0,0.0,0.0,1.0,1837.9427064750055,0.0,0.0,229.16841539433108,0.0,5639.053870014646,0.0,0.0,368.4536070857912,98.88740165643034,0.0,0.0,1.0,2253.498457634433,0.0,0.0,138.24,9.216,8.0,8.0,2.0,0.0,0.0,1.0,27315.137361387096,1377.8827876946427,0.0,255.0248911985271,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1783,3022.848,1032.192,294.91200000000003,73.72800000000001,589.8240000000001,626.688,2801.664,405.504,1612.8000000000006,1152.0000000000002,5529.600000000001,921.6000000000003,5990.4000000000015,2419.2000000000003,806.4000000000001,0.0,5483.349999999999,967.65,0.0,1585.4140203527352,899.5538078864107,1768.3214795477525,1032.3146326560473,688.0701643351746,1507.188635108381,3044.214083711559,684.422144057513,0.0,6.0,4.0,2.0,0.0,1.0,2046.763859436067,0.0,0.0,200.37949238240188,53.938464276434686,4305.709622848946,42.56921706744071,0.0,355.70331370973275,303.67845378024384,0.0,1.0,0.0,1083.8715545750233,804.956372209326,0.0,129.024,18.432000000000002,8.0,8.0,2.0,0.0,0.0,1.0,23545.061464763734,1979.1610634349802,0.0,260.5498215473087,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1784,4386.816000000001,36.864000000000004,0.0,0.0,1658.88,1806.336,958.4640000000002,0.0,4032.000000000001,3225.6000000000004,1958.4000000000003,0.0,9216.000000000002,0.0,0.0,0.0,1935.3,322.55,4193.15,5912.290721263244,894.0508410081056,0.0,0.0,1809.7275815997423,3028.1355258851518,421.4971211982421,82.80587756785366,8.0,4.0,0.0,0.0,0.0,1.0,1624.2449412751957,215.60442558331175,36.7345998727603,332.68384913224975,0.0,3366.195904371752,667.8521309847168,141.718577891243,652.3082511048058,0.0,0.0,0.0,1.0,1149.3795609386686,1178.933139724686,0.0,73.728,73.72800000000001,0.0,16.0,2.0,0.0,0.0,1.0,11462.98404361843,10871.620482142725,2217.3512557113686,275.8989908175603,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1785,4423.68,0.0,0.0,0.0,995.328,1843.2,1585.152,0.0,1843.2000000000005,3110.4000000000005,4262.4000000000015,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,2879.8435362267637,2200.115110876066,236.82865825058636,0.0,530.4367630106351,2983.427289654258,1203.9283890040736,0.0,4.0,8.0,0.0,0.0,0.0,1.0,1735.9835869226113,0.0,0.0,266.6513841039949,0.0,4513.907817981348,0.0,0.0,618.5321852850852,0.0,0.0,1.0,0.0,1930.5226242806655,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,25478.06197289154,0.0,0.0,162.10452187026993,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1786,4423.68,0.0,0.0,0.0,2359.2960000000003,1585.152,479.23199999999997,0.0,5644.800000000001,3110.4000000000005,460.8000000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,3870.6,1612.75,967.65,5204.018371637915,648.5265419512388,0.0,0.0,1924.422677331318,2621.095038401288,147.5306350854394,0.0,10.0,2.0,0.0,0.0,0.0,1.0,1312.9220584723757,169.00675085999856,31.05874279317693,132.49180371907448,115.45112319727377,3610.8170844446204,98.36441995855061,0.0,258.4518581081792,181.1847773670484,342.28373423331897,0.0,1.0,1567.8768191644401,271.98114766447725,0.0,99.53280000000001,47.9232,4.0,12.0,2.0,0.0,0.0,1.0,14678.286205799945,7766.170458917849,509.89033006615284,258.26675295925,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1787,4276.224,147.45600000000002,0.0,0.0,1658.88,1658.88,1105.92,0.0,3225.600000000001,3456.000000000001,2534.400000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,4664.834073413472,1095.2415082328962,259.9795850466873,0.0,1156.8193360745327,3993.1623763754383,752.4656882973,202.0291616408048,4.0,8.0,0.0,0.0,0.0,1.0,2021.8738644332216,35.012563403351926,0.0,270.38817721939404,0.0,4471.6849010076985,0.0,0.0,626.6486531551459,0.0,0.0,1.0,0.0,2210.9432078629975,338.97239917627786,0.0,130.8672,16.5888,16.0,0.0,2.0,0.0,0.0,1.0,23490.18592233984,2815.9531348289674,0.0,280.25624955460944,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1788,4423.68,0.0,0.0,0.0,3280.896,847.8720000000001,294.912,0.0,7027.200000000003,2073.6000000000004,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6553.252255913594,419.64845419676055,0.0,0.0,4044.00446482417,1662.6449802565871,94.43113715289412,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2266.397187504037,0.0,0.0,324.27306749244775,0.0,6107.364209006359,0.0,0.0,610.5537282781809,0.0,0.0,1.0,0.0,1599.6966040667285,0.0,0.0,147.456,0.0,8.0,8.0,2.0,0.0,0.0,1.0,16725.18322296075,0.0,0.0,228.06362880657818,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1789,4165.6320000000005,258.048,0.0,0.0,663.552,1511.424,2248.704,0.0,2188.8,2304.0000000000005,4723.200000000002,0.0,8985.600000000002,230.40000000000003,0.0,0.0,1935.3,1290.2,3225.5,3944.2258140907334,2218.629136657955,887.2321374478928,0.0,1374.8222714638136,2569.925455811527,1030.1751617529044,318.49373051620285,6.0,2.0,2.0,2.0,0.0,1.0,1561.4049030747635,333.38692895147835,20.63768299378388,244.60297521704783,154.1725518066971,4391.913303942162,507.03211643059115,0.0,437.8143890717477,0.0,206.17252825753508,0.0,1.0,1057.2497626130294,1062.6831547595284,0.0,75.5712,71.8848,4.0,12.0,2.0,0.0,0.0,1.0,11224.211418570854,6637.658871923091,1106.6516429402368,260.3926496541955,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1790,3796.992,589.8240000000001,36.864000000000004,0.0,1216.5120000000002,774.144,2359.2960000000003,73.72800000000001,2649.600000000001,1843.2000000000005,4608.000000000002,115.20000000000003,8064.000000000002,1036.8000000000002,115.20000000000002,0.0,2902.95,967.65,2580.4,2349.9515292174983,1350.0446144369755,1403.536525908913,383.7940556724928,1826.899097711925,1584.9330953328629,2362.264181193411,171.33158488217566,4.0,8.0,0.0,0.0,1.0,0.0,1958.485377213217,190.5661271551041,31.10487916965742,225.12331924541886,84.85228175797923,2794.021786352372,341.4308365345236,0.0,218.6928410535702,228.05813634713996,0.0,0.0,1.0,1779.0450641023303,667.0316293669771,0.0,82.944,64.512,8.0,8.0,2.0,0.0,0.0,1.0,15306.775335079912,7199.326717212335,2288.942228655303,229.90947039605288,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1791,4202.496,221.18400000000003,0.0,0.0,1695.7440000000001,1216.5120000000002,1511.424,0.0,2995.2000000000007,3225.600000000001,2995.2000000000007,0.0,8985.600000000002,230.40000000000003,0.0,0.0,6128.450000000001,322.55,0.0,4338.563115883917,1373.6934504304677,694.8022533923045,0.0,2546.8737547267133,3685.534096642182,1640.9323251427547,0.0,8.0,4.0,0.0,0.0,0.0,1.0,1236.1987039993799,41.2619290217737,0.0,328.9335948810135,0.0,3322.952395739687,32.46853504397031,0.0,612.8698744503006,0.0,0.0,0.0,1.0,2158.72641495225,431.609024393829,0.0,130.8672,16.5888,8.0,8.0,2.0,0.0,0.0,1.0,19746.853664614744,1911.338703058085,0.0,203.69108647327965,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1792,4349.952,73.72800000000001,0.0,0.0,1843.2,1069.056,1511.424,0.0,3686.400000000001,2649.6000000000004,2880.0000000000005,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6128.450000000001,322.55,0.0,4316.269249994194,1290.0942398499992,497.10909666811955,0.0,2827.102477168636,2949.2443504559005,1042.4305509180144,161.72531074875303,8.0,2.0,2.0,0.0,0.0,1.0,1346.442464025503,123.48717186847723,0.0,320.6172882832802,0.0,3927.1894911750805,170.14429023294346,0.0,615.9231906583445,173.26251013013285,0.0,0.0,1.0,1226.8195501857222,519.2103038913647,135.05876350877642,121.65119999999999,25.8048,8.0,8.0,2.0,0.0,0.0,1.0,11958.316352523074,4472.683258176561,292.33238295370154,194.7515560321919,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1793,4349.952,73.72800000000001,0.0,0.0,995.3280000000001,1622.016,1806.336,0.0,2534.4000000000005,2419.2000000000003,4262.400000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6128.450000000001,322.55,0.0,5656.124692726111,3487.282921802704,586.2608368204889,0.0,1060.433175797341,4075.8632567271834,1245.8724047852083,286.6257744580502,6.0,6.0,0.0,0.0,0.0,1.0,2774.316422621131,35.09707879327449,0.0,184.11356523407372,131.59236168369878,3899.4129302002466,85.1765758399664,0.0,538.3955730988912,0.0,0.0,0.0,1.0,1999.4737293825372,0.0,0.0,141.9264,5.5296,4.0,12.0,2.0,0.0,0.0,1.0,21274.972561076334,1227.374789370836,0.0,242.18637578519463,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1794,4423.68,0.0,0.0,0.0,1363.968,1769.472,1290.24,0.0,2188.8000000000006,4032.0000000000005,2995.2000000000007,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4103.671437801881,1159.3418822830322,0.0,0.0,1964.9218086767205,4235.170357263871,768.7891203928287,191.32666417871144,10.0,2.0,0.0,0.0,1.0,0.0,2462.631045206149,0.0,0.0,328.6872269991409,0.0,4431.186845906988,0.0,0.0,564.3232356134405,0.0,0.0,1.0,0.0,1271.4890564468365,171.15744921494874,0.0,143.7696,3.6864,12.0,4.0,2.0,0.0,0.0,1.0,16575.62343927109,381.10538168876195,0.0,210.58391663657648,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1795,4423.68,0.0,0.0,0.0,2027.5200000000002,1880.064,516.096,0.0,4262.4000000000015,3801.6000000000004,1152.0000000000002,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,322.55,322.55,5426.7433826482,671.0314585383868,0.0,0.0,1964.9052830037763,3767.8877766194073,323.05234740832515,0.0,8.0,4.0,0.0,0.0,0.0,1.0,1746.984111366276,90.8117668523433,0.0,335.6254015433682,0.0,3501.7019739405346,36.98536844755197,0.0,518.0676433950971,0.0,0.0,0.0,1.0,1523.6601565981016,230.6665123600526,0.0,125.3376,22.1184,4.0,12.0,2.0,0.0,0.0,1.0,12193.051141459868,1159.8514302798844,77.69826658423528,230.48242843176968,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1796,4423.68,0.0,0.0,0.0,2985.9840000000004,1363.968,73.72800000000001,0.0,6681.600000000001,2534.4000000000005,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5381.124876389577,113.56206646670284,0.0,0.0,4130.134061809416,2342.4185307865164,83.49719944139217,0.0,10.0,2.0,0.0,0.0,0.0,1.0,1680.303980462545,0.0,0.0,232.7828781878343,0.0,3641.8744270292864,0.0,0.0,656.065107410442,0.0,0.0,1.0,0.0,2510.2369085125574,0.0,0.0,147.456,0.0,8.0,8.0,2.0,0.0,0.0,1.0,22090.65223234726,0.0,0.0,180.34550414053564,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1797,4423.68,0.0,0.0,0.0,3244.032,1105.92,73.72800000000001,0.0,6566.4000000000015,2534.4000000000005,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,5483.349999999999,645.1,322.55,5963.426074031042,0.0,0.0,0.0,3107.8530015066535,1717.2743189582745,164.6943747819784,0.0,10.0,2.0,0.0,0.0,0.0,1.0,2090.2265538142665,0.0,0.0,216.9373756212717,62.50599442077273,4582.676884913124,0.0,0.0,407.30753257983537,162.33507093040527,0.0,0.0,1.0,1935.8619511516936,412.5406746734687,0.0,141.9264,5.5296,12.0,4.0,2.0,0.0,0.0,1.0,16756.779827953185,342.0934229319535,0.0,196.37901811204432,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1798,4165.6320000000005,258.048,0.0,0.0,1437.696,811.008,2174.976,0.0,2764.8000000000006,1843.2000000000003,4608.000000000001,0.0,8524.800000000001,691.2,0.0,0.0,6451.0,0.0,0.0,3388.409582283425,1737.0645070264102,1606.85323335315,0.0,2089.9976733303306,3007.6562339591574,1858.5396140522937,198.9877978219577,4.0,6.0,2.0,0.0,0.0,1.0,2403.4361618364774,0.0,0.0,332.0929218478411,0.0,3302.5403989137576,0.0,0.0,544.1008497914454,0.0,0.0,1.0,0.0,1980.6983243141262,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,15130.945416096116,0.0,0.0,274.17890056621314,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1799,4313.088,110.592,0.0,0.0,1179.6480000000001,1363.968,1880.064,0.0,2995.2000000000007,2764.8000000000006,3456.000000000001,0.0,8985.600000000002,230.40000000000003,0.0,0.0,5805.9,645.1,0.0,4402.5689887790195,1454.2311948174695,667.9147068513344,0.0,1376.233190451492,2729.2547077837567,1824.2406747017071,601.073343422362,6.0,6.0,0.0,0.0,0.0,1.0,2214.9813880258193,0.0,0.0,190.4894398609662,25.917937204056567,3637.873850991935,81.41072817025855,0.0,838.3023280784948,0.0,0.0,0.0,1.0,2108.329750686371,0.0,0.0,140.0832,7.3728,4.0,12.0,2.0,0.0,0.0,1.0,22728.43650252242,3293.1284782591547,0.0,296.9492992424841,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1800,4349.952,73.72800000000001,0.0,0.0,1916.9279999999999,1142.784,1363.968,0.0,3686.4000000000005,1958.4000000000005,3571.2000000000007,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,5978.987717305013,1183.3511318103003,699.8321713839651,0.0,2394.448473641421,2298.8519352324543,855.1758826097391,36.10330074600897,6.0,6.0,0.0,0.0,1.0,0.0,2046.6074585416286,0.0,0.0,251.95803647592624,0.0,3146.7922812266543,0.0,0.0,543.3743435450306,0.0,0.0,1.0,0.0,2302.737360660257,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,14980.32702255238,0.0,0.0,216.35899026525377,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1801,4313.088,110.592,0.0,0.0,1400.832,1179.6480000000001,1843.2,0.0,2649.6000000000004,2880.0000000000005,3686.4000000000005,0.0,8870.400000000001,345.6,0.0,0.0,5805.9,322.55,322.55,3799.9341964624036,1885.2398527991159,816.7866353658517,0.0,1771.076731873527,2065.145895828483,1837.7442020107324,445.7807063165481,2.0,8.0,2.0,0.0,1.0,0.0,1777.6077543478118,0.0,0.0,411.6483397528024,0.0,4516.159867312924,0.0,0.0,637.3620243338793,0.0,0.0,0.0,1.0,2066.4645216113386,0.0,0.0,141.9264,5.5296,16.0,0.0,2.0,0.0,0.0,1.0,19554.306617659713,213.2093259163833,0.0,289.34100131496143,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1802,4386.816000000001,36.864000000000004,0.0,0.0,1953.7920000000001,1806.336,663.552,0.0,4147.200000000001,3110.4000000000005,1958.4000000000005,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,645.1,0.0,6062.193755777171,1020.6680366704702,0.0,0.0,2291.801483615073,2836.2801374298438,295.80229216882327,126.21883617414237,8.0,4.0,0.0,0.0,0.0,1.0,2677.6891247682834,0.0,0.0,248.56317560283318,0.0,3891.2901400384053,0.0,0.0,496.30813328481395,0.0,0.0,0.0,1.0,2100.5383603838995,0.0,0.0,132.7104,14.7456,16.0,0.0,2.0,0.0,0.0,1.0,16636.581313773495,1987.6053805857428,0.0,147.57891923370826,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1803,4423.68,0.0,0.0,0.0,1216.512,1585.152,1622.016,0.0,2534.4000000000005,3571.2000000000007,3110.4000000000005,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6128.450000000001,0.0,322.55,4576.350085135032,2263.8412548810993,102.86988862683447,0.0,1241.691972034937,3610.548371408411,647.1828398358051,136.261519520427,8.0,4.0,0.0,0.0,0.0,1.0,1714.364580444444,24.744801876824614,0.0,266.4201708729773,0.0,5554.006119981396,0.0,0.0,347.51434753179956,452.67065136243286,0.0,0.0,1.0,2423.889115535847,0.0,0.0,130.8672,16.5888,8.0,8.0,0.0,2.0,0.0,1.0,14349.950393537889,1655.290581713295,0.0,191.23250138724134,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1804,3686.4,737.28,0.0,0.0,958.464,737.28,2727.936,0.0,2188.8,1267.2000000000003,5760.000000000001,0.0,8064.000000000001,1152.0000000000002,0.0,0.0,4838.25,967.65,645.1,3267.8941005507945,869.3684327702938,3003.587609660278,178.05673989995393,1151.9363840982635,2391.967504469597,2516.619639666813,658.0560304721681,2.0,8.0,0.0,2.0,1.0,0.0,1857.005134360965,21.79064586136016,0.0,373.7741947383379,0.0,3202.90888323444,43.06010494732971,0.0,375.9902637455592,91.24185573157455,0.0,0.0,1.0,2170.251820808814,0.0,0.0,119.80799999999999,27.648,12.0,4.0,2.0,0.0,0.0,1.0,12080.437929886808,2760.0897647212946,115.41640367179811,189.2749356290093,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1805,4423.68,0.0,0.0,0.0,3022.848,1290.24,110.592,0.0,6912.000000000002,1843.2000000000005,460.8000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,322.55,0.0,5942.098868515648,434.5088960611621,0.0,0.0,4258.874734920145,2293.068298183298,69.21560091679736,0.0,12.0,0.0,0.0,0.0,0.0,1.0,2401.539760360155,19.872960876227022,0.0,200.34435821392606,0.0,4067.311472766689,46.90546628431212,0.0,527.3342389335298,0.0,0.0,0.0,1.0,1676.879176419092,468.9712405928086,0.0,140.0832,7.3728,16.0,0.0,2.0,0.0,0.0,1.0,20111.31511726122,820.6875024732102,0.0,187.1031738172807,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1806,4313.088,110.59200000000001,0.0,0.0,1658.88,1363.968,1400.832,0.0,3225.600000000001,2764.8000000000006,3225.600000000001,0.0,8985.600000000002,230.40000000000003,0.0,0.0,1290.2,2580.4,2580.4,3353.5350577498893,1543.3282311339958,563.2770068155808,0.0,1740.2014931860933,2558.6509774346114,834.8348342540874,399.6847195918448,4.0,8.0,0.0,0.0,0.0,1.0,1609.205621075989,403.37931202259233,62.03413841057514,83.18260900759702,243.72022958290032,2914.9635286386238,822.2705514753127,0.0,106.17682989979274,406.29993877354707,199.18734363936125,0.0,1.0,757.9447382648585,971.9368752994372,0.0,79.2576,68.19839999999999,8.0,8.0,2.0,0.0,0.0,1.0,10999.391622872696,8665.024076545016,2417.510433024746,188.95487279655185,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1807,4386.816000000001,36.864000000000004,0.0,0.0,1806.3360000000002,1511.424,1105.92,0.0,3916.800000000001,3225.600000000001,2073.6000000000004,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,3913.4568866822933,1167.4534870369628,63.087773877548756,0.0,3630.832210554495,2877.7656778062233,641.4251781079776,93.72548537319379,6.0,6.0,0.0,0.0,0.0,1.0,1784.5465616176834,0.0,0.0,312.9404700924954,0.0,3943.9146433112696,0.0,0.0,576.9669577754108,0.0,0.0,1.0,0.0,1676.5202528167804,0.0,0.0,147.456,0.0,8.0,8.0,2.0,0.0,0.0,1.0,17771.49059842012,227.95420895223594,0.0,342.73610702211533,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1808,3612.672,774.144,36.864000000000004,0.0,1105.92,774.144,2543.616,0.0,2073.600000000001,1382.4000000000003,5760.000000000001,0.0,8294.400000000001,921.6000000000001,0.0,0.0,6451.0,0.0,0.0,1671.5218888126608,1342.0426820786595,1836.2592905331212,255.18722738774093,1314.1522540560036,2675.3491168285655,2480.580662048794,418.9511545537997,2.0,4.0,6.0,0.0,0.0,1.0,1603.8736612597932,15.249046148361115,0.0,317.19652822658867,0.0,4137.034283259453,49.69777429849044,0.0,371.03801790016166,287.09119633194155,0.0,1.0,0.0,1829.9703698673711,0.0,0.0,136.39679999999998,11.0592,16.0,0.0,2.0,0.0,0.0,1.0,14379.320886450963,465.8395600862886,0.0,323.94572345290874,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1809,2949.12,1437.696,36.864000000000004,0.0,368.64000000000004,737.28,3317.76,0.0,921.6000000000001,1382.4,6912.000000000002,0.0,6105.6,3110.4,0.0,0.0,5805.9,322.55,322.55,995.4479109520114,749.3176994154127,3161.7406779771313,323.0036251207375,556.2024796469234,1337.7114603407,3341.703503063336,894.8413417525661,0.0,4.0,8.0,0.0,0.0,1.0,1945.4875853426797,0.0,0.0,269.635639075723,0.0,5719.2909015104615,0.0,0.0,520.4729722479426,172.02503064941124,0.0,0.0,1.0,2085.66941700703,0.0,0.0,136.39679999999998,11.0592,16.0,0.0,2.0,0.0,0.0,1.0,15034.152204514734,328.83209645626954,0.0,171.00578937475063,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1810,4091.904,331.776,0.0,0.0,774.144,663.552,2985.984,0.0,1728.0000000000005,1036.8000000000002,6451.200000000002,0.0,7833.600000000001,1382.4,0.0,0.0,6451.0,0.0,0.0,1904.2230340523238,2673.6764682995286,1835.4211829073276,0.0,2116.560864537492,3267.393146293657,2365.820852055321,796.222655292119,0.0,8.0,4.0,0.0,1.0,0.0,2099.6024336021032,26.317841592464056,0.0,199.37920943116023,0.0,4049.092493708324,0.0,0.0,524.9894806247402,0.0,0.0,0.0,1.0,2124.5014788465037,0.0,0.0,140.0832,7.3728,16.0,0.0,2.0,0.0,0.0,1.0,18746.354994389494,250.13452420191365,0.0,213.95807987181422,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1811,4423.68,0.0,0.0,0.0,1990.656,2064.384,368.64,0.0,4492.800000000001,3686.400000000001,1036.8000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4307.8932558803235,693.5793615116361,0.0,0.0,1986.3831928296654,3324.78603102624,320.3248825776741,39.50547421325193,8.0,4.0,0.0,0.0,1.0,0.0,2582.9200872793053,0.0,0.0,371.1951509138783,0.0,5423.247422020573,0.0,0.0,623.1482644351227,0.0,0.0,0.0,1.0,1752.746924751465,236.18334147768203,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,0.0,1.0,20406.378573298167,885.1079365128321,0.0,296.98479151354115,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1812,3133.44,1142.784,147.45600000000002,0.0,1069.056,626.688,2396.16,331.776,2073.600000000001,1382.4000000000003,4838.400000000001,921.6000000000003,6912.000000000001,1728.0000000000002,576.0000000000001,0.0,4515.7,1290.2,645.1,2044.8005200927773,975.5078168137478,1833.2688819261064,646.1133288845092,1187.7789494496426,1922.6597659644744,2906.864960888187,348.6849164233799,4.0,4.0,4.0,0.0,0.0,1.0,1697.8435525736577,142.4522376472367,0.0,82.48830998092546,198.3564964860928,3068.2400191803445,214.47442415579832,0.0,674.4825715474032,0.0,0.0,0.0,1.0,1316.9104671701232,360.6900629773775,204.18356967008592,97.6896,49.766400000000004,16.0,0.0,0.0,2.0,0.0,1.0,16238.05819036157,6910.184786872154,438.02817169261596,270.1855248091754,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1813,3133.44,1032.192,221.184,36.864000000000004,663.552,516.096,3170.304,73.72800000000001,1152.0000000000002,1497.6000000000004,6451.200000000002,115.20000000000003,6451.200000000001,2534.4,230.40000000000003,0.0,2902.95,967.65,2580.4,2462.9725477551765,750.9894513577133,1492.2079438085018,1043.7068290308853,653.6457315998168,2124.513512562879,2806.167804802193,582.191425568805,4.0,4.0,2.0,2.0,0.0,1.0,1743.888539538856,294.30155974425764,0.0,175.1911527545323,48.061566539708224,2799.9894383867377,681.5729078285362,0.0,116.94905524851329,561.9054334482419,0.0,0.0,1.0,1709.9046335074984,0.0,308.55689663129806,82.944,64.512,12.0,4.0,2.0,0.0,0.0,1.0,11398.850647311036,6051.488789048247,2241.1612264505775,173.32372694913346,48.820172743554664,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1814,4386.816000000001,36.864000000000004,0.0,0.0,1400.832,1880.064,1142.784,0.0,3110.400000000001,4147.200000000001,1958.4000000000003,0.0,9216.000000000002,0.0,0.0,0.0,1935.3,1290.2,3225.5,4072.885205713318,1843.5450332413507,0.0,0.0,1370.6719674152926,2988.923633990457,642.3120079363401,50.447738174144604,6.0,6.0,0.0,0.0,0.0,1.0,2180.969417102031,164.10112261273224,16.116849339055793,147.58555986579154,0.0,5167.725843528704,617.8965282989188,0.0,729.0915774185369,0.0,0.0,0.0,1.0,1328.8055924704972,223.41634253864683,194.13290251485424,79.2576,68.19839999999999,8.0,8.0,2.0,0.0,0.0,1.0,10574.938763106291,5033.463388171095,511.13993744370595,233.88815095180578,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
