cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
1060,4423.68,0.0,0.0,0.0,3280.896,1105.92,36.864000000000004,0.0,6451.200000000002,2649.6000000000004,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,7935.948263103062,273.0054433736237,0.0,0.0,3177.418472349477,2668.7573966626564,0.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,1560.8665689241807,41.97122685122124,0.0,178.897840869776,43.095215444410066,3834.903777792194,38.826386238810215,0.0,674.115100029218,0.0,0.0,1.0,0.0,1755.1411906936432,156.2480156783541,0.0,140.0832,7.3728,16.0,0.0,2.0,0.0,0.0,1.0,17702.925313924286,942.1221878316345,0.0,338.2602707935052,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1061,3760.128,626.6880000000001,36.864000000000004,0.0,1363.968,958.464,2101.248,0.0,3225.6000000000013,1612.8000000000004,4377.600000000001,0.0,8179.200000000001,1036.8000000000002,0.0,0.0,6451.0,0.0,0.0,2407.954020195963,1405.163006080292,1636.4689589282489,91.2847890968912,1933.6766009715589,2616.642631338917,2362.167537255107,164.7023186742706,6.0,4.0,2.0,0.0,0.0,1.0,3205.161067662386,0.0,0.0,270.40187641583043,0.0,4450.94644503358,0.0,0.0,499.69157005214083,0.0,0.0,1.0,0.0,1980.081706265056,0.0,0.0,147.456,0.0,8.0,8.0,2.0,0.0,0.0,1.0,32937.18418520396,0.0,0.0,242.5547014188097,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1062,3723.264,663.552,36.864000000000004,0.0,847.8720000000001,552.96,3022.848,0.0,1382.4000000000005,1497.6000000000004,6336.000000000001,0.0,7603.200000000001,1612.8000000000002,0.0,0.0,322.55,0.0,6128.450000000001,1126.3422790417044,1883.9007661651656,2459.295743597751,87.07855472838918,1915.6020360446482,2824.2669946605874,2963.7043325027207,887.8106444405508,2.0,8.0,2.0,0.0,0.0,1.0,404.82706954685875,1565.3123765596122,357.75758655432145,0.0,270.6685551759373,775.6563560057133,2850.4405031210217,1070.6691796010537,90.79357603278817,0.0,419.45040673059833,0.0,1.0,0.0,867.8639612393948,1035.7341064256696,5.5296,141.9264,4.0,12.0,2.0,0.0,0.0,1.0,1669.8738837602027,6476.574506968246,21714.866136288932,207.97948240585396,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1063,4276.224,147.45600000000002,0.0,0.0,1179.6480000000001,958.4639999999999,2285.568,0.0,2534.4000000000005,2304.0000000000005,4377.600000000001,0.0,8870.400000000001,345.6,0.0,0.0,6128.450000000001,0.0,322.55,2753.0945992556885,1424.7926058573014,581.0960380215322,0.0,1083.5725448448784,2112.286640891116,1537.157843876424,600.9105235197661,2.0,6.0,4.0,0.0,1.0,0.0,2905.16407578468,0.0,0.0,307.2319566226344,0.0,4242.859013567389,0.0,0.0,474.2913535434815,0.0,0.0,0.0,1.0,1415.308164216968,334.73802773392794,0.0,136.39679999999998,11.0592,12.0,4.0,2.0,0.0,0.0,1.0,15848.575467831952,1958.9607058348715,0.0,264.9203692363862,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1064,4239.360000000001,184.32,0.0,0.0,1179.6480000000001,663.552,2580.48,0.0,2188.8000000000006,1958.4000000000003,5068.800000000001,0.0,8524.800000000001,691.2,0.0,0.0,3225.5,1290.2,1935.3,2177.1881750774337,3122.7711515807496,713.6895898306836,0.0,1108.5696704399818,2205.819253707728,2086.518187801413,367.29376126476745,2.0,10.0,0.0,0.0,0.0,1.0,1959.3555595462926,95.71971352591069,0.0,193.17886800948736,64.60985204706377,3013.371512482415,29.946750723109485,0.0,360.81334703713713,0.0,120.88474846384337,0.0,1.0,1004.6829397829764,547.7292037043379,0.0,117.9648,29.4912,0.0,16.0,2.0,0.0,0.0,1.0,16423.180855346913,5892.963051416006,814.6985208632843,319.217133693472,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1065,3649.536,737.2800000000001,36.864000000000004,0.0,1105.92,995.3280000000001,2322.4320000000002,0.0,2073.6000000000004,2419.2000000000007,4723.200000000002,0.0,7948.800000000001,1152.0000000000002,115.20000000000002,0.0,5805.9,322.55,322.55,3583.530979941459,1855.1462749368427,1498.7967736985763,81.38041167312338,1277.1635934817355,2365.8086041986758,1397.1354847154503,835.1702755162632,8.0,2.0,0.0,2.0,0.0,1.0,2561.724157763226,57.271754021506034,0.0,83.3589538554063,211.3655041739158,4407.05395542159,0.0,0.0,540.9277206600143,0.0,0.0,0.0,1.0,1971.169311998651,103.44339851707582,0.0,127.1808,20.275199999999998,8.0,8.0,0.0,2.0,0.0,1.0,17420.586192619412,3222.1932075027494,489.0102305722619,302.10531301468984,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1066,4386.816000000001,36.864000000000004,0.0,0.0,995.328,847.8720000000001,2580.48,0.0,1958.4000000000005,1152.0000000000005,6105.600000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,1935.3,1290.2,3225.5,1868.4451930450064,2954.358797165981,393.803702940681,0.0,919.8839936421626,2837.8883437141167,2013.037320285061,586.7656356954074,4.0,8.0,0.0,0.0,0.0,1.0,1230.996047833552,134.71882019932582,0.0,199.60861832950502,222.6091145197471,3703.9802975102684,642.8259786854917,0.0,453.3738356551298,129.43842219530413,0.0,0.0,1.0,1238.868421120761,934.2584593188471,497.5796099651951,82.944,64.512,8.0,8.0,2.0,0.0,0.0,1.0,17260.46376752962,9272.813431072731,1446.6931884748801,201.92440084154367,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1067,4423.68,0.0,0.0,0.0,1806.336,1880.064,737.2800000000001,0.0,3340.800000000001,4147.200000000001,1728.0000000000002,0.0,9216.000000000002,0.0,0.0,0.0,1935.3,2580.4,1935.3,5813.427791625066,1212.150694619202,0.0,0.0,1994.2792878191071,3558.5442464533658,236.79554448675464,0.0,10.0,2.0,0.0,0.0,0.0,1.0,1849.5913586503052,139.9866531993774,0.0,258.1776604363745,0.0,3635.396486746643,132.28674058638597,0.0,313.13463711883225,226.5102691742838,0.0,0.0,1.0,1626.5759800233093,623.7647829393691,0.0,97.6896,49.7664,4.0,12.0,2.0,0.0,0.0,1.0,14727.057854345609,5464.288764008518,448.59062301108827,251.88267263795433,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1068,4018.1760000000004,405.504,0.0,0.0,1032.192,552.96,2838.5280000000002,0.0,2073.600000000001,1497.6000000000004,5644.800000000001,0.0,8524.800000000001,691.2,0.0,0.0,5160.8,322.55,967.65,3680.4696306502406,2171.405106718531,1535.6342362125815,0.0,3186.0297832096653,2948.1272718519695,1683.565803464524,457.81422889808243,2.0,10.0,0.0,0.0,0.0,1.0,1717.7890131734393,14.697001783267622,0.0,157.3927894907763,42.103950505881436,4007.1110997467495,276.9788051606031,0.0,803.5904418818386,0.0,0.0,0.0,1.0,1192.8849555105996,821.6480074464534,0.0,116.1216,31.3344,8.0,8.0,2.0,0.0,0.0,1.0,12609.574322355298,3082.7036271848365,467.8819150902922,227.19573025538517,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1069,4423.68,0.0,0.0,0.0,1179.6480000000001,1400.832,1843.2,0.0,2649.600000000001,3110.4000000000005,3456.000000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,5160.8,645.1,645.1,3537.9481705248454,1811.529521807234,202.02593464612286,0.0,1548.8695475889328,3307.3066181044446,866.8311184345996,133.81046469823048,6.0,6.0,0.0,0.0,0.0,1.0,2549.4869576557035,0.0,0.0,222.53112528359324,152.9246163759946,6535.686515807551,81.14293247686851,0.0,466.35696363967037,0.0,0.0,0.0,1.0,2023.7066145763333,0.0,0.0,136.39679999999998,11.0592,4.0,12.0,2.0,0.0,0.0,1.0,20942.476686352507,2355.779694921166,0.0,317.3905524528743,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1070,4423.68,0.0,0.0,0.0,2543.616,1806.336,73.72800000000001,0.0,6336.000000000002,2880.000000000001,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6800.934562028521,176.92843667103082,0.0,0.0,2672.6718414616607,2696.1874740218523,0.0,100.1240974217067,12.0,0.0,0.0,0.0,0.0,1.0,2489.939337312291,0.0,0.0,327.53348892906706,0.0,3566.7862377252964,0.0,0.0,938.9683601257764,0.0,0.0,1.0,0.0,1409.2268624353069,306.1429892133372,0.0,143.7696,3.6864,12.0,4.0,2.0,0.0,0.0,1.0,14957.242130889299,113.37154221170222,237.4636465533138,181.28607190018238,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1071,4276.224,147.45600000000002,0.0,0.0,1511.424,1327.104,1585.152,0.0,2880.0000000000005,2649.6000000000004,3686.400000000001,0.0,8870.400000000001,345.6,0.0,0.0,5483.349999999999,322.55,645.1,2883.9706593055507,2021.3607455280608,379.93970021027735,0.0,2274.500658718849,3434.925569025204,1209.6276980676212,93.75593207720806,10.0,2.0,0.0,0.0,0.0,1.0,2925.5664339349764,103.87036228710954,0.0,235.92361160372434,48.65043649192149,3873.1630191361396,56.2985283054063,0.0,559.12617369216,0.0,0.0,1.0,0.0,1799.6268358051216,0.0,0.0,127.1808,20.275199999999998,8.0,8.0,0.0,0.0,2.0,1.0,13904.342447540264,2863.3997370601132,0.0,208.8479721404591,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1072,4386.816000000001,36.864000000000004,0.0,0.0,1032.192,847.8720000000001,2543.616,0.0,2073.6000000000004,3110.400000000001,4032.0000000000014,0.0,8870.400000000001,345.6,0.0,0.0,3548.0499999999997,1935.3,967.65,3670.9686235185904,2605.8531279753074,735.4884731016753,0.0,1095.676975384953,3564.621863688331,1690.285095368737,440.4937456326729,4.0,6.0,2.0,0.0,0.0,1.0,1949.5399184515986,230.10332965468558,27.533539834022964,119.40635356598628,138.67443428599591,3285.7229293427667,154.32812793200384,0.0,288.6482326603346,0.0,144.7503066284904,0.0,1.0,1492.2727591647745,281.1032071548445,166.78973016376565,106.90559999999999,40.550399999999996,4.0,12.0,2.0,0.0,0.0,1.0,11947.010319709963,3423.9061554994264,978.8172364240212,308.8606542105368,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1073,3612.6720000000005,811.008,0.0,0.0,1290.24,1142.784,1990.656,0.0,2764.8000000000006,2073.6000000000004,4377.600000000001,0.0,8179.200000000002,921.6000000000001,115.20000000000002,0.0,2580.4,1612.75,2257.85,2846.4508929430012,2659.635840675709,1040.1641930068397,172.96395355340096,1301.2266827079977,2031.595965775086,957.1572110632039,201.35708062993126,4.0,6.0,2.0,0.0,0.0,1.0,1434.3127220520028,478.7265390774894,0.0,144.5476873819074,226.42956097971037,2413.4329036432346,762.7189277892519,0.0,150.21417838602056,455.4002382770909,0.0,0.0,1.0,956.5367298302908,779.99108208075,239.95420446920977,62.668800000000005,84.7872,8.0,8.0,2.0,0.0,0.0,1.0,6723.118444690897,4230.9921682007225,2092.6156512770403,280.2782654911805,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1074,4423.68,0.0,0.0,0.0,2101.248,1253.3760000000002,1069.056,0.0,3456.000000000001,3916.800000000001,1843.2000000000005,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,645.1,0.0,3493.3968365020255,1416.4398671732881,67.10259699900432,0.0,2541.5782514859334,3290.8802511092163,419.55366690631485,58.471134179369024,8.0,4.0,0.0,0.0,0.0,1.0,1990.7919650272265,51.005707493998905,0.0,242.59333397076273,59.251614935956816,5836.660442638244,129.6096142335601,0.0,607.6878039863641,0.0,0.0,0.0,1.0,1781.3762701818023,0.0,0.0,125.33760000000001,22.1184,8.0,8.0,2.0,0.0,0.0,1.0,25517.56654405865,1941.1388053870944,0.0,206.32953789651944,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1075,3649.536,737.28,36.864000000000004,0.0,1179.6480000000001,921.6,2322.4320000000002,0.0,2188.8000000000006,1958.4000000000003,5068.800000000001,0.0,8064.000000000002,1152.0000000000002,0.0,0.0,2902.95,2257.85,1290.2,3149.848360884289,1688.642802375155,1327.9478852123968,168.50949366902262,945.1396201321522,2317.8565312056617,1429.7156199754722,374.51778345016334,2.0,8.0,2.0,0.0,0.0,1.0,2363.9232821664345,111.23589012076759,0.0,160.76648867659478,69.15222767744484,4387.037302316137,110.45154978733258,0.0,607.3459860101009,0.0,0.0,0.0,1.0,1331.4957183677411,94.63504530472433,512.7963163237179,123.4944,23.961599999999997,12.0,4.0,2.0,0.0,0.0,1.0,21806.256539007252,5671.875324175993,217.67235486125324,304.3788669464667,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1076,4423.68,0.0,0.0,0.0,2654.208,1658.88,110.59200000000001,0.0,4953.600000000001,3916.8000000000006,345.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,7694.759067937945,234.87029720768322,0.0,0.0,2743.1357766822357,3045.7373164688756,39.14432494609813,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1798.9792562390276,0.0,0.0,352.751470636964,0.0,3483.8716357241215,0.0,0.0,387.11849554075883,84.18230744726215,0.0,0.0,1.0,1772.2319126842758,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,17752.170214325546,0.0,0.0,209.16198016551147,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1077,4423.68,0.0,0.0,0.0,2838.5280000000002,1511.424,73.72800000000001,0.0,5644.800000000001,3340.8000000000006,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5852.415396884453,272.35214896651206,0.0,0.0,2948.898207114129,2551.019005631364,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,2320.656924072082,0.0,0.0,175.33497135120192,0.0,4361.771670065983,0.0,0.0,551.9158008633502,0.0,0.0,1.0,0.0,1628.891949027959,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,19155.306737171613,0.0,0.0,258.3696416142282,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1078,2138.112,958.464,626.688,700.416,479.23199999999997,626.6880000000001,1953.7920000000001,1363.968,1036.8000000000002,1267.2000000000003,3686.4000000000005,3225.600000000001,4723.200000000001,1843.2000000000003,1382.4,1267.2000000000003,6128.450000000001,322.55,0.0,1514.3934906206177,1011.1993402852237,1070.746986236249,2161.2416264913813,660.5845633284416,720.7042592358068,3132.179972551703,1292.279791404429,0.0,6.0,0.0,6.0,0.0,1.0,2478.384690558562,0.0,0.0,232.12146360484377,0.0,5226.350053118036,0.0,0.0,637.8360156211521,0.0,0.0,1.0,0.0,2022.205124846242,0.0,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,0.0,1.0,27473.015316074605,828.7389293261906,0.0,275.0231940071773,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
1079,4165.6320000000005,258.048,0.0,0.0,1474.56,1437.6960000000001,1511.424,0.0,3456.000000000001,2304.0000000000005,3456.000000000001,0.0,8985.600000000002,230.40000000000003,0.0,0.0,5805.9,645.1,0.0,3440.0963612700893,1097.096675522318,528.693570750473,0.0,2200.4032987976884,2700.2747947485905,1149.2835827404933,131.26535456734365,8.0,4.0,0.0,0.0,0.0,1.0,1517.5237052131072,60.02191172436156,0.0,264.060800868193,0.0,5771.2373087286305,92.27866915166351,0.0,501.4746192118648,156.28611747124364,0.0,0.0,1.0,1851.759692876827,443.3275990473513,0.0,125.3376,22.1184,4.0,12.0,2.0,0.0,0.0,1.0,15450.045211678156,1548.2262129905607,217.63487470119833,187.36845078735178,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1080,4386.816000000001,36.864000000000004,0.0,0.0,1585.152,1511.424,1327.104,0.0,3916.800000000001,2188.8000000000006,3110.4000000000005,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,3500.395396708305,1706.0693178510996,308.6347891582922,0.0,1078.1587489216245,3060.7887390970304,993.0586081467118,106.74995031694377,6.0,6.0,0.0,0.0,1.0,0.0,2394.706346804245,0.0,0.0,153.99758476395746,140.1380720335406,7651.464476862044,0.0,0.0,551.8997723069436,0.0,0.0,0.0,1.0,1725.0148294815076,332.0797282486195,0.0,145.6128,1.8432,8.0,8.0,2.0,0.0,0.0,1.0,23164.675356172836,646.8339222014974,0.0,273.5527418473863,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1081,4423.68,0.0,0.0,0.0,1069.056,2322.4320000000002,1032.192,0.0,2995.2000000000007,3916.800000000001,2304.0000000000005,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,645.1,0.0,3676.625631644557,1067.1729126916732,89.41489222315418,0.0,994.8665499320173,3812.478838438366,437.0697444316304,104.09924036150836,12.0,0.0,0.0,0.0,0.0,1.0,1527.1523032034333,0.0,0.0,290.2283543538538,0.0,3276.52187532429,28.241546010480427,0.0,488.801761176217,0.0,0.0,0.0,1.0,1568.96346619439,434.3804032809331,0.0,136.39679999999998,11.0592,16.0,0.0,2.0,0.0,0.0,1.0,23495.564546647154,2407.191987058064,0.0,222.92207236181463,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1082,3538.9440000000004,737.28,147.45600000000002,0.0,626.688,552.96,3096.576,147.45600000000002,1152.0000000000002,1728.0000000000005,5875.200000000001,460.8000000000001,6912.000000000001,2188.8,115.20000000000002,0.0,4193.15,1612.75,645.1,1531.0624074368486,2013.6235151274846,1738.5656892587626,433.7137327570082,490.64162835036416,1987.67812990413,3196.289296123101,1499.6101824925918,0.0,6.0,6.0,0.0,0.0,1.0,2158.1498323041105,65.80588763655746,0.0,255.2134564347781,58.66556488247138,3584.346857691712,120.96492717838015,0.0,777.1251940070938,0.0,0.0,0.0,1.0,1903.0446842331144,143.23024468559575,0.0,123.49439999999998,23.961599999999997,8.0,8.0,0.0,2.0,0.0,1.0,15888.977079569118,3086.9410782027394,0.0,277.61426293757074,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1083,4423.68,0.0,0.0,0.0,1658.88,1806.336,958.4639999999999,0.0,3571.2000000000007,3801.600000000001,1843.2000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4691.690980027562,2723.1672404231276,0.0,0.0,2643.5555573467623,3632.8125356445307,861.2694843054134,0.0,8.0,4.0,0.0,0.0,0.0,1.0,3115.2086122485825,0.0,0.0,331.27690082726537,0.0,4429.7126906136245,0.0,0.0,475.7722113756985,0.0,0.0,1.0,0.0,1726.5250579363217,0.0,0.0,143.7696,3.6864,8.0,8.0,2.0,0.0,0.0,1.0,19932.312973835953,600.7897353030639,0.0,200.66793571053086,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1084,4423.68,0.0,0.0,0.0,3207.168,1142.784,73.72800000000001,0.0,5760.000000000002,3456.000000000001,0.0,0.0,9216.000000000002,0.0,0.0,0.0,967.65,1290.2,4193.15,5259.8261312922405,418.1693060244676,0.0,0.0,3741.4528694622195,1718.4027299814309,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1389.0203355213387,478.1252381310526,48.68479347050172,233.17337167245324,164.900147459974,4041.2541733073076,1532.0819276463667,0.0,0.0,393.6155551213987,248.15504816931488,0.0,1.0,1002.6907104952145,372.3309977772344,847.0217318966877,58.9824,88.4736,8.0,8.0,2.0,0.0,0.0,1.0,6420.7348817537,5597.580358385126,3652.6140734534356,211.45981042887442,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1085,4276.224,147.45600000000002,0.0,0.0,958.464,1032.192,2433.0240000000003,0.0,2304.000000000001,2073.6000000000004,4838.4000000000015,0.0,8870.400000000001,345.6,0.0,0.0,5805.9,645.1,0.0,2212.628963936329,2612.5712208707,491.8657231066981,0.0,1374.234634563034,3151.172921995891,1590.496407192691,324.0177030070903,4.0,8.0,0.0,0.0,0.0,1.0,1755.3370045375484,0.0,0.0,255.28830762492902,0.0,2844.125627644992,67.65295530518,0.0,706.2718413086466,0.0,0.0,0.0,1.0,1681.2676182814905,126.9532011684384,0.0,134.5536,12.9024,16.0,0.0,2.0,0.0,0.0,1.0,12805.36725212511,2723.5848447463713,401.6687054945089,249.2899747765362,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1086,4423.68,0.0,0.0,0.0,2543.616,1769.4720000000002,110.592,0.0,5299.200000000001,3456.000000000001,460.8000000000001,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,322.55,322.55,5388.333889409025,197.36457786550943,0.0,0.0,2700.3657446424363,3472.40745392377,0.0,70.70838342492611,8.0,4.0,0.0,0.0,0.0,1.0,1844.8345189057277,0.0,0.0,256.8213674328595,0.0,3608.5314041654333,0.0,0.0,552.329659963407,0.0,0.0,0.0,1.0,1819.3976159530812,0.0,0.0,138.24,9.216,12.0,4.0,2.0,0.0,0.0,1.0,24467.199368245274,998.4171592270643,0.0,247.29044079002318,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1087,3686.4000000000005,737.28,0.0,0.0,626.6880000000001,884.7360000000001,2912.2560000000003,0.0,1728.0000000000005,1036.8000000000002,6451.200000000001,0.0,8064.000000000001,1152.0000000000002,0.0,0.0,3870.6,967.65,1612.75,1807.8949327537498,1620.6230731320068,2144.914938520051,0.0,733.0845866413994,1679.5613660910706,2414.3852589410258,608.8609805460436,4.0,6.0,2.0,0.0,0.0,1.0,1809.0984875326142,9.89920812649368,0.0,235.31059684994852,0.0,3289.1000912357567,25.053103870807313,0.0,434.90247156433117,0.0,132.89825572164509,0.0,1.0,2125.141241290043,0.0,0.0,114.2784,33.1776,8.0,8.0,2.0,0.0,0.0,1.0,21643.632110843864,5347.5050468983245,0.0,184.52045996172694,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1088,4423.68,0.0,0.0,0.0,1585.152,2174.976,663.552,0.0,2419.2000000000007,4492.800000000001,2304.0000000000005,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,0.0,322.55,4168.835918680148,1403.1895277254896,0.0,0.0,1553.4727357162471,4259.316321415629,118.23092219295998,0.0,4.0,6.0,2.0,0.0,0.0,1.0,1884.4394151328106,0.0,0.0,253.68688145510794,0.0,4480.10681499428,99.57300099327556,0.0,772.561862137504,0.0,0.0,0.0,1.0,1629.4274387604037,0.0,0.0,125.3376,22.118399999999998,8.0,8.0,2.0,0.0,0.0,1.0,20297.75294104931,3379.620360733959,202.33604062768404,207.2708804061757,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1089,3538.9440000000004,884.736,0.0,0.0,1032.192,663.552,2727.936,0.0,1843.2000000000003,1728.0000000000005,5644.800000000001,0.0,7603.200000000001,1612.8000000000002,0.0,0.0,645.1,1290.2,4515.7,1642.227438739685,1372.0903826133201,1692.657539762488,69.42112647253897,1094.0168469699752,1482.4702399179046,2095.1479045525625,581.6183436744451,2.0,8.0,0.0,2.0,1.0,0.0,2217.4176174446497,436.24525509232006,0.0,63.88171899508115,178.09617401036866,3246.5177631715587,672.6618101283235,59.818313103318644,240.46155773648718,263.27764940714184,0.0,0.0,1.0,1750.741665055741,437.2280149971816,351.22520561657973,82.944,64.512,8.0,8.0,2.0,0.0,0.0,1.0,10561.643824617746,6967.914184445721,1773.40260719964,249.2605508844821,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1090,4055.04,368.64,0.0,0.0,847.8720000000001,700.416,2875.3920000000003,0.0,2073.6000000000004,691.2000000000002,6451.200000000002,0.0,7718.400000000001,1497.6000000000001,0.0,0.0,4838.25,967.65,645.1,1876.967795024767,1503.124170815885,1553.5358767165892,0.0,1166.1144011949616,2200.391949726277,2345.481621668367,765.1036319079744,4.0,8.0,0.0,0.0,0.0,1.0,1428.3551633612392,69.91912298351096,0.0,217.89650842193961,58.95491446488365,3926.780991969015,231.89577325789784,0.0,568.494408028069,120.20134194456747,0.0,0.0,1.0,1064.1153060863178,435.65875634215075,0.0,88.47359999999999,58.9824,8.0,8.0,2.0,0.0,0.0,1.0,14026.969162112966,5603.976271423613,823.953904632576,262.59786499220587,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1091,4386.816000000001,36.864000000000004,0.0,0.0,958.4639999999999,1216.512,2248.704,0.0,1958.4000000000005,2649.6000000000004,4608.000000000001,0.0,8985.600000000002,230.40000000000003,0.0,0.0,6451.0,0.0,0.0,3041.852947431292,2214.4924028184496,693.2427122018046,0.0,659.4324217171144,3172.85274381802,1227.9540581930696,262.0603480946868,4.0,8.0,0.0,0.0,0.0,1.0,1739.9174217629195,0.0,0.0,548.9632539857953,0.0,3044.9653698810525,0.0,0.0,597.3428793268803,0.0,0.0,1.0,0.0,2382.275471018891,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,19505.009836754147,0.0,0.0,213.1220702223011,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
