-,repair_cost-,repair_time-parallel,repair_time-sequential
0,14266380.620685386,729.9884468714957,729.9884468714957
1,1216293.835617617,521.2526980275663,1043.6936776654945
2,14266398.717441542,730.2326333615647,730.2326333615647
3,14266376.138538674,729.840584104372,729.840584104372
4,14266377.336928455,729.7817568588769,729.7817568588769
5,982118.5607780229,307.6511180298564,814.2116272923059
6,1391995.8071285423,339.5778356893298,1126.696970589185
7,1270120.3318122916,361.78685038859203,1086.2491805667753
8,1000725.8974050788,507.8391096102355,896.1563120364282
9,530510.0679810952,148.81038137013698,389.63953225267323
10,754891.3060718853,350.5119751351565,581.1291372303266
11,628960.9217295425,116.28553052719256,424.9161739932026
12,14266366.388822636,729.9945127765941,729.9945127765941
13,14266416.38303384,729.9837307968091,729.9837307968091
14,1088565.6064620405,381.5995248603439,948.850175781488
15,14266330.130246984,730.0312975203501,730.0312975203501
16,919509.1567823892,215.7880258028755,669.4072298937526
17,1374785.4295363363,516.8712911381496,1151.6492065873422
18,781923.1417601996,395.6483889735541,648.5564041147876
19,1598496.8448694444,535.785989238534,1222.0510092819466
20,653341.5809642574,245.1479270225192,511.1651953567669
21,667435.5510883523,169.81995415322038,469.0720999238867
22,1340323.3446504436,422.54700690632393,1182.4682119026595
23,688666.4725880487,196.10274526310272,533.0343745458322
24,1403641.3126794116,507.16062224045413,1015.825452130082
25,1574643.787852637,417.30611628939727,1177.4438150070325
26,676027.811824257,209.67997226094874,531.6801505019369
27,1640426.1700906951,494.53317488946243,1267.883885821261
28,711001.223051765,325.86897106675406,511.494220569362
29,14266348.699322263,730.4123973095833,730.4123973095833
30,824065.7274871429,220.35893777391922,630.2588985679043
31,1421255.511191945,507.2161727410581,1215.1728237075993
32,994039.2651739516,293.6774240107404,961.5395468575148
33,885805.2313859239,369.3453658908674,768.4592631271363
34,1513628.6993539408,571.0038296049458,1372.617569840373
35,522016.8699059635,153.0231862439768,408.8970282799519
36,958312.1701000514,290.02228970971015,734.7134528400818
37,932450.679917026,234.93481475486678,756.262540384334
38,631685.2856745793,205.02175060078582,528.2299701618339
39,1225512.8080529266,505.160662081365,1146.8450176514968
40,1585515.470985065,560.9603664784141,1252.874906275035
41,434397.4717935923,249.44376441940543,424.19229388274465
42,1276996.289389354,511.32450758878707,1114.926873951795
43,14266401.73703831,730.2437266969066,730.2437266969066
44,14266403.510450624,730.1846003582684,730.1846003582684
45,14266335.695097638,729.8194173124276,729.8194173124276
46,474985.651420115,159.1942175780561,318.57383239681513
47,737753.8173628992,367.8457545405483,724.9357619085998
48,557602.1674234006,160.83933300012478,441.19511498321987
49,1000514.0738252546,277.4320824293112,860.6528975203933
50,841750.0921803962,289.7837881062872,702.2287616437717
51,652951.9819631273,346.59226546126973,665.5667390408508
52,14266448.560608372,729.9110713554304,729.9110713554304
53,720161.9896883155,157.81856337715837,531.0643882362549
54,735510.2792611294,304.4565427615651,664.4977511935857
55,14266354.156168668,730.062389499705,730.062389499705
56,952785.4172780022,313.7568213365357,790.3524428180049
57,1124806.8224283212,427.3230242819318,789.9399112406426
58,860267.0896766243,200.73105549192877,797.7534470601962
59,14266405.23330182,729.8020759490482,729.8020759490482
60,769392.614232854,238.76032427862458,695.0968341157077
61,549279.4536895094,117.22878594494411,375.4870959086908
62,1012638.9824607007,272.6838476808915,856.7431882604656
63,594434.1986357679,196.93528819619357,514.2854923386117
64,14266317.701362537,730.0499394874671,730.0499394874671
65,1328844.0534766421,433.3155517228698,919.1074672843216
66,856408.2335477765,210.92258449779408,731.430877576347
67,993541.222056049,234.68076039912836,671.6298534527502
68,1080699.1352986647,432.63042375226644,859.2708038356237
69,398048.07774871046,118.9613374350177,323.9340560097661
70,984140.9287723394,305.46974412261363,673.9224578631218
71,941773.2068175876,336.5342016401863,793.3057418489894
72,1094674.4019228767,302.4199598606147,811.9885706917325
