dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,COST-replacement-irreparable,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b,TIME-replacement-irreparable
1451,9703.95521566221,75912.99504151822,135942.50767270208,47982.13901438656,44498.944597135276,60298.699068468544,159774.6152387997,102481.23537906268,1491.342590501874,79.3062076753038,75.84357947696876,171.31100301159213,0.0,50729.38155575232,1182.9646524144302,9392.060195579754,9195.337714653297,2468.271577152782,3342.6316589129997,0.0,0.0,0.0,0.0,8.695297189154926,84.21414899533855,81.56796959628588,47.01097451448356,68.732330052924,55.66815027079899,117.31820049615968,84.15885625552858,0.8204491106264162,0.22556446408602587,0.07252399335716704,0.2954908683140682,0.0,17.80728139646954,1.3511071860131971,17.895137467921465,13.883799563979661,1.0842763274034346,3.252139829575508,0.0,0.0,0.0,0.0
1452,3538.2451441818057,83124.1068669325,109340.74213378872,25062.875938472593,4396.6690097057,85192.89212366923,239181.68860347063,12500.8943997815,176.2494932531748,7.728052093876612,81.60087463659883,0.0,86.16816755164143,0.0,82.8304651385421,2648.107747961424,0.0,0.0,723.4856958263633,0.0,0.0,0.0,0.0,2.7282356303476885,80.18178184247614,70.39643706179284,15.411322306039427,9.098695700478672,48.95753271987166,166.31353683368778,14.662502250901444,2.241224945468432,0.0300431604240567,0.020871063936259298,0.0,0.17677937871986163,0.0,0.1767845841592908,4.917728291159106,0.0,0.0,1.7398622987430046,0.0,0.0,0.0,0.0
1453,0.0,49879.55569984622,79436.6895881923,0.0,31863.935402250558,7546.859178288589,95625.77624325584,8758.142273805739,2075.7171000496255,12.752983633371105,0.0,116.08848091226946,0.0,44998.6419500835,116.67306283168627,5868.457136582539,9560.100105296428,0.0,702.9538024574769,0.0,0.0,0.0,0.0,0.0,60.90100269160021,65.87054593071542,0.0,36.50584164236683,8.566732069613963,67.31319509732921,14.562353651162063,5.472349991044506,0.026630946998631857,0.0,0.06239904490130658,0.0,19.632177491874263,0.14706959338451747,5.598088870187678,11.843006300510954,0.0,1.3235565550148176,0.0,0.0,0.0,0.0
1454,0.0,5257.246206257345,4608.3152280309705,0.0,2220.2073686727113,0.0,14024.815128265194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.1789393662925,0.0,0.0,0.0,0.0,0.0,4.683312255534556,3.4899203101729683,0.0,4.711432393352558,0.0,14.28378375418835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20784819224903145,0.0,0.0,0.0,0.0
1455,0.0,77130.41251130034,88509.89607155054,0.0,4449.751896265908,11342.377089491041,130512.07525903205,13483.756695094142,654.3144944279985,0.0,26.68178142750666,0.0,218.43550412187994,50418.656789733264,0.0,1193.2237190963988,18330.793598404933,0.0,475.47961952075326,0.0,0.0,0.0,0.0,0.0,59.38843613222534,57.82515938280504,0.0,12.61284472449331,13.859124233548851,115.58792030923281,11.464415980116144,0.6875399577193902,0.0,0.025520794920319587,0.0,0.08128584489753843,10.49885293577764,0.0,1.8525655502706646,24.168975231392732,0.0,0.602348593757625,0.0,0.0,0.0,0.0
1456,920.0436112631215,65742.4484780068,100426.44648027739,6975.815977717726,21005.402799831183,22229.3928422561,137229.91966231912,18084.004840645342,1718.2060441758765,0.0,0.0,249.43610309205957,25.17083656295694,51342.11141967634,462.04405463431146,7751.787926023648,32765.76790688608,0.0,344.0786751230911,0.0,10990.795238750294,0.0,0.0,0.6492867762581928,57.517602386960135,62.16833488137109,5.796867853123278,12.153491579454258,38.99887284206654,121.29513015191685,14.39959309633438,0.7680055174584873,0.0,0.0,0.05325524614118275,0.022557245294794057,9.890171209291577,0.6316271831666911,10.153750431486472,33.6882009660358,0.0,1.006946006518726,0.0,2.9893307726848,0.0,0.0
1457,11679.403695817955,79601.90795372904,128354.0742015778,83147.55553887761,0.0,101767.74298588495,234628.49787271002,16162.997908298174,2834.725418101088,0.0,12.933786020059342,0.0,0.0,53336.31034660126,162.4677494236314,6981.079960922825,28553.65026943273,0.0,1572.5084400662859,0.0,0.0,0.0,0.0,11.529292726774894,83.98483863105987,96.92410588488222,82.2747890705395,0.0,110.53397434723266,156.46034786684507,15.161817884303781,1.127224339135844,0.0,0.0450284136646549,0.0,0.0,14.936148049365148,0.3089238903635464,8.539800369453742,36.656722046079686,0.0,3.025416593708497,0.0,0.0,0.0,0.0
1458,662.1212102669338,72472.951378797,129213.27007737047,0.0,0.0,33957.67881392592,190178.4869752929,22626.359316813476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7903572632234246,67.17798514076746,90.44147945685,0.0,0.0,30.572638367243012,133.62110622390824,18.269797684803716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,2900.088797874838,85622.86485598091,120199.51897936728,7421.604381463042,14988.179262052568,102690.56491725233,120922.62966753467,27791.829583085237,0.0,8.042924749563314,0.0,0.0,0.0,51585.10235296692,117.55185973906468,4679.671055733058,14719.053873882125,0.0,397.8599294438196,0.0,0.0,0.0,0.0,3.3889514946299575,82.05744706562112,98.73630521733106,6.695074623384368,28.259705083988948,98.65028239734849,95.49876859543524,20.90670667808707,0.0,0.01617736809172729,0.0,0.0,0.0,9.255073369785977,0.13778450754919017,4.274960165973359,9.445019221471432,0.0,0.3555171234674588,0.0,0.0,0.0,0.0
1460,0.0,49029.17864599029,66402.56904501883,0.0,13562.164430921623,39358.7531700941,72964.99070832724,8997.804683877883,0.0,5.412995876400379,0.0,7.140886742446304,0.0,54243.01677821477,0.0,6122.1618128446,18433.51752305778,0.0,404.9670776910201,0.0,8364.77474060113,0.0,0.0,0.0,42.11070453455195,50.89595251162601,0.0,7.682556228784025,33.89808005711642,60.55896199195821,12.122791779401595,0.0,0.010048589215143948,0.0,0.0320638442601374,0.0,7.591762050635922,0.0,6.645954260501056,17.639451999124574,0.0,0.7482282295743657,0.0,3.6506735468242724,0.0,0.0
1461,1844.8441208130034,55450.431991574354,105171.63921889052,0.0,3832.2457890156065,77493.70005713566,182673.4907965139,11609.549488090854,1953.0808001671764,0.0,0.0,0.0,0.0,44233.64261810441,0.0,0.0,10057.13692003575,0.0,22.712080073214576,0.0,0.0,0.0,0.0,1.9133997454406306,56.6177409810015,68.69100292489766,0.0,9.56753370644875,26.281385274290113,120.71743665469486,9.52918901265153,4.584262217576876,0.0,0.0,0.0,0.0,20.556037339988436,0.0,0.0,11.218064325355186,0.0,0.1248184308563153,0.0,0.0,0.0,0.0
1462,0.0,43032.99763114895,59688.429072599305,0.0,55517.4986123806,14212.358027011602,57391.08007706177,9645.012919553481,0.0,125.92669339246275,76.65082820556785,33.846161870007705,0.0,53634.08945875764,175.08389026895807,12051.39494344191,20519.544281974275,0.0,1727.0024130636662,0.0,9641.81678437234,0.0,0.0,0.0,46.69449952333056,56.022747012170115,0.0,46.48211741585784,9.66946953804917,36.199017269062196,6.62205940218012,0.0,0.056172768478947234,0.13568645459310433,0.028924853629519718,0.0,11.006870751630704,0.2672271748126602,15.593431667232645,21.418711463785893,0.0,3.866344886407971,0.0,2.301259744536379,0.0,0.0
