1,1,1,0.0058196,0.00451662,0.00226352,0.000833165
1,1,2,0.00369053,0.00383151,0.00211151,0.00112717
1,1,3,0.00354123,0.00219071,0.00113395,0.000650639
1,1,4,0.00854351,0.00774893,0.00500505,0.00119818
1,1,5,0.00341334,0.00171956,0.00123167,0.000906132
1,1,6,0.00440654,0.00325658,0.00200457,0.000910517
1,1,7,0.00390956,0.00283193,0.000993857,0.000640352
1,1,8,0.00454227,0.00174413,0.00110712,0.000700337
1,1,9,0.00237938,0.00265011,0.000980651,0.000617119
1,1,10,0.00415422,0.00324798,0.00139433,0.000919983
1,1,11,0.00169231,0.00138184,0.000725758,0.000492568
1,1,12,0.00663881,0.00533503,0.00236254,0.000895963
1,1,13,0.00480779,0.00401817,0.00198727,0.00099173
1,1,14,0.00381055,0.00241393,0.00093277,0.000348567
1,1,15,0.00401813,0.00339399,0.0016627,0.000968636
1,1,16,0.00329947,0.00229725,0.0010195,0.000289966
1,1,17,0.00248964,0.00180284,0.000850825,0.000151412
1,1,18,0.00331639,0.00229688,0.00121017,0.000225164
1,1,19,0.00334083,0.00234737,0.00114178,0.000727672
1,1,20,0.00895504,0.00724144,0.00537475,0.00124471
1,1,21,0.00182945,0.00169622,0.000955363,0.000200731
1,1,22,0.00258486,0.00174516,0.000913936,0.000201648
1,1,23,0.00409273,0.00291119,0.00104837,0.000468354
1,1,24,0.00260866,0.00194798,0.0011259,0.000233593
1,1,25,0.00308377,0.00197258,0.00164932,0.000711835
1,1,26,0.00490304,0.00333738,0.0022042,0.000946696
1,1,27,0.0038045,0.00281137,0.000725971,0.000416959
1,1,28,0.00371718,0.00199978,0.00120008,0.000531453
1,1,29,0.00415042,0.00288337,0.00149807,0.00050285
1,1,30,0.00306008,0.0020445,0.00101307,0.000378902
1,1,31,0.00305141,0.00211379,0.000848331,0.000455708
1,1,32,0.00402847,0.00327613,0.00179871,0.000810319
1,1,33,0.00344448,0.00177548,0.00135937,0.0010422
1,1,34,0.00199679,0.00148198,0.000777167,0.000465839
1,1,35,0.0031543,0.00212982,0.000674134,0.000325592
1,1,36,0.00503629,0.00284355,0.00171491,0.000954294
1,1,37,0.00360727,0.00136787,0.0010429,0.000784788
1,1,38,0.00326093,0.0020519,0.00130232,0.000263132
1,1,39,0.00354656,0.00243172,0.00106384,0.000306817
1,1,40,0.00413355,0.00291686,0.000897101,0.000650239
1,1,41,0.00384643,0.00256293,0.00132295,0.000395046
1,1,42,0.00364345,0.00238023,0.00126766,0.000304517
1,1,43,0.00367231,0.00255192,0.00108566,0.000293467
1,1,44,0.00744459,0.00653127,0.00450496,0.00136437
1,1,45,0.00423075,0.00190555,0.00108305,0.000741535
1,1,46,0.00365194,0.00223098,0.00110409,0.000413006
1,1,47,0.00433742,0.00226519,0.00107736,0.000774298
1,1,48,0.00337622,0.00230072,0.00111872,0.000270851
1,1,49,0.00515477,0.0028414,0.00156776,0.000954775
1,1,50,0.00626856,0.00473984,0.00325168,0.000937911
1,2,1,0.0108251,0.00867964,0.00592953,0.00160555
1,2,2,0.00994752,0.00794821,0.00491999,0.0014137
1,2,3,0.00136523,0.00122558,0.00092745,0.000665698
1,2,4,0.00187847,0.00164238,0.00102136,0.00085275
1,2,5,0.00392627,0.0031983,0.0016584,0.000947297
1,2,6,0.00230728,0.00288467,0.00176226,0.00104741
1,2,7,0.00296829,0.00248529,0.00124502,0.000907607
1,2,8,0.00204662,0.00165831,0.00103483,0.000913989
1,2,9,0.00173173,0.00150141,0.00149494,0.000951602
1,2,10,0.00508575,0.00328299,0.00189349,0.000935358
1,2,11,0.00101548,0.000881518,0.000734946,0.000478107
1,2,12,0.00562997,0.00408096,0.0019684,0.0010206
1,2,13,0.00545705,0.00479346,0.00202908,0.00116525
1,2,14,0.00117086,0.000972709,0.000834504,0.000651826
1,2,15,0.00338064,0.00261229,0.00161279,0.00109139
1,2,16,0.00153218,0.00090758,0.000688663,0.000393462
1,2,17,0.00137422,0.000693574,0.00056929,0.000398789
1,2,18,0.00112292,0.000825985,0.000643364,0.00033797
1,2,19,0.00400762,0.0033878,0.00177586,0.00110226
1,2,20,0.00686019,0.00550338,0.0024623,0.000873515
1,2,21,0.00118468,0.000650142,0.000524325,0.000270953
1,2,22,0.00111758,0.000816512,0.000700141,0.000437752
1,2,23,0.00245005,0.00227682,0.00123735,0.000933025
1,2,24,0.000670845,0.000702679,0.000583081,0.000396795
1,2,25,0.0037874,0.00270889,0.00122397,0.000723395
1,2,26,0.00443308,0.00352379,0.00209421,0.000912047
1,2,27,0.00207464,0.00166881,0.00102076,0.000754969
1,2,28,0.00238007,0.0021689,0.00114353,0.000858512
1,2,29,0.00246136,0.00177349,0.00093091,0.000684683
1,2,30,0.0011205,0.000580242,0.000497394,0.000287114
1,2,31,0.00132807,0.000730923,0.000672547,0.000530191
1,2,32,0.00273799,0.00284603,0.00132813,0.000966017
1,2,33,0.0021054,0.00206111,0.00143485,0.00102711
1,2,34,0.00132369,0.000835024,0.000640745,0.00041055
1,2,35,0.00120985,0.000471424,0.00035372,0.000344009
1,2,36,0.00621651,0.0047518,0.002056,0.000880382
1,2,37,0.00113143,0.00133571,0.00117717,0.000898621
1,2,38,0.00167959,0.00091466,0.000766711,0.000425706
