1,1,1,0.00335463
1,1,2,0.00249721
1,1,3,0.00264646
1,1,4,0.00602137
1,1,5,0.00261593
1,1,6,0.00312273
1,1,7,0.00273461
1,1,8,0.00288092
1,1,9,0.00203284
1,1,10,0.00299813
1,1,11,0.00160618
1,1,12,0.00458525
1,1,13,0.00329425
1,1,14,0.00273912
1,1,15,0.00294504
1,1,16,0.00252111
1,1,17,0.00211698
1,1,18,0.00252433
1,1,19,0.00258692
1,1,20,0.00736034
1,1,21,0.00177862
1,1,22,0.00216931
1,1,23,0.00288667
1,1,24,0.00217864
1,1,25,0.00241923
1,1,26,0.00282128
1,1,27,0.00266327
1,1,28,0.00271412
1,1,29,0.00293184
1,1,30,0.00240511
1,1,31,0.00239336
1,1,32,0.00295234
1,1,33,0.00262025
1,1,34,0.00168327
1,1,35,0.00237691
1,1,36,0.00283708
1,1,37,0.00258569
1,1,38,0.00251149
1,1,39,0.00263714
1,1,40,0.0029002
1,1,41,0.00277427
1,1,42,0.00268043
1,1,43,0.00271041
1,1,44,0.00339266
1,1,45,0.00218991
1,1,46,0.00268785
1,1,47,0.00311356
1,1,48,0.00255663
1,1,49,0.00298243
1,1,50,0.00362402
1,2,1,0.00361764
1,2,2,0.00673679
1,2,3,0.000820643
1,2,4,0.000137251
1,2,5,0.00205645
1,2,6,0.00105281
1,2,7,0.000619544
1,2,8,0.000405535
1,2,9,0.000781432
1,2,10,0.00230401
1,2,11,0.000696004
1,2,12,0.00211949
1,2,13,0.00226358
1,2,14,0.000710651
1,2,15,0.000800856
1,2,16,0.000796289
1,2,17,0.000738463
1,2,18,0.000751322
1,2,19,0.00142181
1,2,20,0.0040948
1,2,21,0.000778993
1,2,22,0.000754091
1,2,23,0.000817367
1,2,24,0.000420474
1,2,25,0.00194335
1,2,26,0.00235766
1,2,27,0.000962297
1,2,28,0.00106328
1,2,29,0.000893259
1,2,30,0.000721147
1,2,31,0.0008206
1,2,32,0.000966134
1,2,33,0.000454763
1,2,34,0.000854658
1,2,35,0.000762896
1,2,36,0.00205541
1,2,37,0.000745662
1,2,38,0.000804429
1,2,39,0.000900083
1,2,40,0.00096124
1,2,41,0.00085754
1,2,42,0.000853227
1,2,43,0.000899237
1,2,44,0.00136937
1,2,45,0.000774251
1,2,46,0.000867334
1,2,47,0.00103641
1,2,48,0.000815464
1,2,49,0.00399315
1,2,50,0.00242495
2,1,1,0.0587322
2,1,2,0.00751298
2,1,3,0.0198899
2,1,4,0.104887
2,1,5,0.0151337
2,1,6,0.00754092
2,1,7,0.0501148
2,1,8,0.0054467
