#,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
0,685637.7087731708,188.16671212692515,579.8467732713416,0.0,0.0
1,800281.8979411362,256.99588161510036,665.3880222174122,0.0,0.0
2,718081.086226429,176.76388758282178,545.3683856262509,0.0,0.0
3,502099.7972935535,183.94290875269192,454.35742738833693,0.0,0.0
4,1111959.063526876,308.915359273622,894.6707504731874,0.0,0.0
5,650540.1169788827,189.6308618920903,526.7108973940923,0.0,0.0
6,372961.7513178796,141.19403514666533,330.62169240538105,0.0,0.0
7,1395425.5739014514,521.9407836835306,1235.3028674404338,0.0,0.0
8,1541936.6180190363,523.5920809374427,1560.718854629523,0.0,0.0
9,1207487.3250761253,294.83974292674543,972.1820254143976,0.0,0.0
10,370670.6501481011,121.67016187575834,331.01034081819625,0.0,0.0
11,636460.2304696629,175.01413559256426,481.35451862781906,0.0,0.0
12,911044.6342406366,257.88945851280675,742.4505147733744,0.0,0.0
13,718068.9007661045,272.7961243249624,545.1526924844167,0.0,0.0
14,822397.1623977388,249.73045981955246,590.7915468343575,0.0,0.0
15,439266.24687045766,181.1408135521598,394.1924761019593,0.0,0.0
16,776272.7401216453,228.56047924854593,615.9876359125013,0.0,0.0
17,673431.9724902293,319.8382356051687,699.373021865772,0.0,0.0
18,959569.4104201966,389.9139797675168,761.0610896883194,0.0,0.0
19,7133207.777479756,730.2102130879362,730.2102130879362,0.0,1.0
20,858554.2794046671,196.6388223354357,626.5926876756844,0.0,0.0
21,703184.4025113324,232.58748571195963,511.6998954685249,0.0,0.0
22,319257.9051756697,96.0333839710202,257.00078612085747,0.0,0.0
23,384029.7269012059,132.39468384048968,288.6667679045178,0.0,0.0
24,561365.0615263765,156.85428749434826,464.746603997909,0.0,0.0
25,842668.5755015216,283.41778519019715,636.8411598348226,0.0,0.0
26,807874.0879727749,274.64122021143595,628.197026934121,0.0,0.0
27,613783.6937119338,225.8103822191135,533.8181885942755,0.0,0.0
28,579443.0476928635,241.44886393136414,489.59970928545266,0.0,0.0
29,7133219.221177017,730.0863774579803,730.0863774579803,0.0,1.0
30,684468.647229484,276.7568817792421,540.8771707515466,0.0,0.0
31,511135.01134853705,255.93261835134277,417.38721385663797,0.0,0.0
32,544893.768898154,287.0834490072096,528.0610501100176,0.0,0.0
33,691785.9012525227,428.92625595506803,834.1801180811007,0.0,0.0
34,1160371.161053723,359.87517344288256,975.7712145444483,0.0,0.0
35,863749.3862262566,226.5729033201794,704.8280356450109,0.0,0.0
36,830183.2915891195,229.9043160046369,682.6154728514223,0.0,0.0
37,983692.7149314671,300.3589559031003,867.4801057110329,0.0,0.0
38,1184760.1664079041,392.67194488251744,1049.431364603765,0.0,0.0
39,707995.4212120648,272.00991317472847,552.7272970047942,0.0,0.0
40,814258.819215642,227.52269602034815,627.7594739144254,0.0,0.0
41,800404.5590344574,373.83837347565157,775.0976380621482,0.0,0.0
42,855524.8471194486,318.56878579723855,776.5541289329434,0.0,0.0
43,690357.7414016197,259.9845776409235,567.7711548218482,0.0,0.0
44,860496.3829661307,328.4075275049024,763.4281357100576,0.0,0.0
45,921892.2390526342,416.85059667179394,836.6512731750611,0.0,0.0
46,1049144.680221234,298.51455551656375,866.897635524282,0.0,0.0
47,863862.7174875077,217.99598275410764,677.388425106647,0.0,0.0
48,668666.3971823988,171.58217179462298,609.9997294895878,0.0,0.0
49,398205.53122409584,186.7041805947744,306.32604372718913,0.0,0.0
50,596285.9797388887,286.0375671572288,556.7972407286985,0.0,0.0
51,672584.991055279,185.8630757905366,471.6114844524927,0.0,0.0
52,692211.1502054362,194.04365051794971,501.9016711179612,0.0,0.0
53,7133170.984526788,730.000531072339,730.000531072339,0.0,1.0
54,1072805.2213783758,351.80319067671894,954.0471899620403,0.0,0.0
55,416202.4128109706,195.6233585623446,343.4477899018771,0.0,0.0
56,2156786.8407808286,612.570823834987,1677.8118583004668,0.0,0.0
57,658946.4262766081,211.53077376026707,589.885512618213,0.0,0.0
58,457056.45111131406,124.78660208813359,336.7900063260856,0.0,0.0
59,480589.1632513836,172.51879189515228,367.12189612839836,0.0,0.0
60,1406386.292578077,385.28178566490493,1019.0455345693465,0.0,0.0
61,1479547.995370806,456.45802478597193,1124.906285453813,0.0,0.0
62,946809.1028353736,241.7957392545858,782.0630223098153,0.0,0.0
63,485514.18616361794,200.4068444372958,413.75261604743514,0.0,0.0
64,393625.0194608255,147.8120630211348,298.1152840039295,0.0,0.0
65,891327.7000338199,242.8704839245232,749.1733796153486,0.0,0.0
66,698004.6021821363,165.2054167841108,508.86178665281375,0.0,0.0
67,899024.7547456527,237.28329262808046,699.0392717170888,0.0,0.0
68,698147.1139591786,204.08788928666544,602.5587173824198,0.0,0.0
69,7133166.782812923,729.883415093336,729.883415093336,0.0,1.0
70,432667.1079988329,159.9202035256395,342.1724065811176,0.0,0.0
71,434862.61075008195,161.55086895117992,323.1070474515018,0.0,0.0
72,693474.0090218139,202.77477506382064,548.0483642050774,0.0,0.0
73,911723.2221000609,370.3821665111364,854.9411554877938,0.0,0.0
74,845641.927096062,272.5079048632428,765.4029489598516,0.0,0.0
75,575572.1826857443,306.17156222310723,467.2892733634444,0.0,0.0
76,833977.6327108035,320.1885088683216,949.0111686486467,0.0,0.0
77,792165.5330580745,214.983301815654,648.0726227295015,0.0,0.0
78,732943.9860947718,290.4885016358599,644.3490941824595,0.0,0.0
79,701138.3878050554,205.59346691887458,579.3654627586684,0.0,0.0
80,303927.33134094835,76.13574621780059,246.45493072986204,0.0,0.0
81,7133158.758212586,729.5720479098721,729.5720479098721,0.0,1.0
82,932036.6005281033,308.06565806472923,696.889172356874,0.0,0.0
83,859219.363196561,227.7464470686525,784.7748793767216,0.0,0.0
84,622065.900504808,243.03565528576857,536.5919468443701,0.0,0.0
85,461792.7345720619,139.74277998521623,409.6968698878722,0.0,0.0
86,822720.8096121949,165.71719893075073,551.2335637125332,0.0,0.0
87,900309.1153580488,193.56792820459177,596.2916961985036,0.0,0.0
88,704246.9018601399,193.4241146656942,563.565482501201,0.0,0.0
89,949972.132670024,376.7596173748783,747.4111897389778,0.0,0.0
90,996376.4845001741,266.64521632649235,831.9009330862726,0.0,0.0
91,940278.4227163718,293.7503437985252,872.1871423376149,0.0,0.0
92,535929.0256385081,239.0775096127403,434.3811052077727,0.0,0.0
93,641174.3955291406,180.43797023771077,479.02443310043304,0.0,0.0
94,509555.163048372,159.4520458478773,337.85345215470284,0.0,0.0
95,701546.9499498123,177.2812465347057,579.5136732072451,0.0,0.0
96,788035.1343934033,176.61109349368562,711.3326264770124,0.0,0.0
97,915163.6752010701,274.423080685836,713.0929694744535,0.0,0.0
98,1276447.2523534864,337.23432893356716,1165.165623361643,0.0,0.0
99,930709.2615502101,319.2604632657067,685.8470791995244,0.0,0.0
100,1095480.568765907,275.3833467585567,899.7821738160035,0.0,0.0
101,1288924.9116299937,397.71597594360924,1068.1526279938437,0.0,0.0
102,1503805.56485621,535.315980949469,1223.5751335785048,0.0,0.0
103,872081.139032163,307.6642216941721,788.3014582818007,0.0,0.0
104,718012.3657208516,204.86306982492232,548.8834833430851,0.0,0.0
105,631348.6935812179,209.99002615833635,506.64101839647043,0.0,0.0
106,693045.0392328048,187.63503321049052,554.2487207371038,0.0,0.0
107,765564.4838153007,205.08130635455075,592.4565481294132,0.0,0.0
108,907743.50482603,345.5389609949887,936.887885396492,0.0,0.0
109,1807104.4127815159,521.9312525934205,1456.1307203771696,0.0,0.0
110,758409.2588145765,314.6443730428531,659.459902983832,0.0,0.0
111,960493.4173371879,277.6281782758176,734.922968455049,0.0,0.0
112,305155.259860734,116.31852295401718,230.79021287520385,0.0,0.0
113,719131.0904457031,198.9539867723605,642.2698750531049,0.0,0.0
114,859678.09125649,216.995111835629,672.0787339780162,0.0,0.0
115,7133179.884391747,729.5571818065648,729.5571818065648,0.0,1.0
116,657666.4946328151,176.8595403689084,431.07818805480866,0.0,0.0
117,1065379.4538872156,306.86055154195765,913.3084445213556,0.0,0.0
118,1766398.5748808463,595.8702237173693,1515.1559594738674,0.0,0.0
119,2054760.4817291452,589.1817392358929,1805.1313843265493,0.0,0.0
120,1428177.7771252946,537.9947282258568,1136.7297503177858,0.0,0.0
121,655719.8004990076,186.55816688023805,450.5913576462959,0.0,0.0
122,318081.7221008189,128.1767387010053,250.74326434122295,0.0,0.0
123,490877.1408131586,157.16437629251578,413.5148199658043,0.0,0.0
124,475859.7197774555,185.4104915448159,397.69633349811073,0.0,0.0
125,741753.5664057638,355.9913034079166,705.686427141048,0.0,0.0
126,639097.5050896766,218.01335560072926,521.6315360012868,0.0,0.0
127,742693.2451635319,218.5317216280873,577.5792449610892,0.0,0.0
128,714493.0534720514,201.67399046355087,522.2902852653267,0.0,0.0
129,374377.66984908556,124.04227703975532,274.85937933837965,0.0,0.0
130,865337.7881779497,245.44060718420005,687.083191880169,0.0,0.0
131,651333.9919064323,218.45261137081192,511.22406439175694,0.0,0.0
132,300061.73022611055,140.92999836333723,234.71396570777276,0.0,0.0
133,1219868.800842912,330.18733067596634,1001.0811286893185,0.0,0.0
134,754880.9742715012,189.25925843494593,488.4711829562928,0.0,0.0
135,777536.0295935163,332.8732500615897,721.0221699932612,0.0,0.0
136,910521.8420006318,358.54753209817966,880.1265154063553,0.0,0.0
137,661070.0234148378,188.1501737744667,470.1476574598239,0.0,0.0
138,588250.0807229243,224.41974648944378,505.70050133433443,0.0,0.0
139,7133189.051942335,729.9289481052813,729.9289481052813,0.0,1.0
140,299933.83778752724,119.03737234468223,257.977487506637,0.0,0.0
141,912407.9647052821,278.1630582119441,703.0621557081976,0.0,0.0
142,412660.3216394063,156.9322457331755,343.7062028346631,0.0,0.0
143,364442.14066070435,152.4923201202141,240.36816540261265,0.0,0.0
144,537616.1715921424,181.0334880148439,464.0065456683825,0.0,0.0
145,700783.8726376069,191.30124807047778,545.5170614438889,0.0,0.0
146,1317111.2976573417,360.56649690539484,949.4698975935065,0.0,0.0
147,857262.09113764,322.8766935038262,675.4874373972381,0.0,0.0
148,407106.86482805456,211.22944931728475,388.64243022600124,0.0,0.0
149,1120745.3861580372,442.0533581963018,1034.1783303549669,0.0,0.0
150,698538.0204574695,173.27704695845898,579.455134428935,0.0,0.0
151,734682.1969845365,332.3579481653898,657.6169085297734,0.0,0.0
152,930594.8548007607,266.6487366085878,772.2812127566174,0.0,0.0
153,346840.2780849702,114.62638466784789,289.411486129521,0.0,0.0
