-,repair_cost-,repair_time-parallel,repair_time-sequential
count,5000.0,5000.0,5000.0
mean,1228139.6463394912,275.89592700899624,670.2009551816902
std,2351381.52377127,123.37292386406101,253.98761096106344
log_std,0.6392115917494161,0.40317849171274184,0.3960557506822882
min,84458.86602540978,45.54427004940398,76.78434643060857
0.1%,140553.95007659306,60.789594090703424,121.1556847553645
2.3%,324866.09293463366,116.80320026217578,260.80716617324066
10%,461469.3021371041,158.123589466938,376.32984061619334
15.9%,518192.16762228735,175.34797619542974,421.6976613782764
50%,782893.0991353259,248.1591502665076,638.3794974115729
84.1%,1154851.3794270954,371.92613659903714,914.4848853376242
90%,1298277.939666378,418.3157722519035,1013.237753925712
97.7%,14266336.202406518,729.7937026669321,1256.1277140060645
99.9%,14266443.665048728,730.560203839652,1737.1710043466499
max,14266477.687144311,798.5695912911525,2414.356311031611
