cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
0,3944.4480000000003,405.504,73.72800000000001,0.0,921.6000000000001,1290.24,2174.976,36.864000000000004,2188.8000000000006,1843.2000000000003,5068.800000000001,115.20000000000003,8064.000000000002,1036.8000000000002,115.20000000000002,0.0,3548.0499999999997,645.1,2257.85,2158.858966712775,2187.215252912767,954.6107781334323,150.5261005256793,1595.1631239403127,2518.6325431944792,2455.0828708422864,291.6753851520396,6.0,6.0,0.0,0.0,0.0,1.0,2903.1876918630196,257.56067122492163,0.0,130.53224891462747,130.96850700675623,4253.46441424547,477.7034943354764,0.0,114.31083676793033,351.0146815441381,84.93141903295044,0.0,1.0,838.0260118880466,1056.8025548175247,0.0,99.5328,47.9232,8.0,8.0,2.0,0.0,0.0,1.0,0.0,10481.276652690949,6724.0683973328005,204.82823965445905,274.2557428496572,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1,4386.816000000001,36.864000000000004,0.0,0.0,1474.56,1290.24,1658.88,0.0,3110.4000000000015,3110.400000000001,2995.2000000000007,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,322.55,0.0,3854.7084722961163,1562.2568018841353,390.7855095957858,0.0,1119.8353656077597,2846.3441899896225,709.7164260910678,146.89460695813764,4.0,8.0,0.0,0.0,1.0,0.0,2994.903896994268,0.0,0.0,229.09125172303388,0.0,3966.2938400590633,0.0,0.0,469.02401153090443,0.0,0.0,0.0,1.0,2128.1636855382935,0.0,0.0,141.9264,5.5296,16.0,0.0,2.0,0.0,0.0,1.0,0.0,19047.724181671798,0.0,0.0,168.60232624511215,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2,3612.672,811.008,0.0,0.0,737.28,552.96,3133.44,0.0,1382.4,921.6000000000001,6912.000000000002,0.0,7603.200000000001,1612.8000000000002,0.0,0.0,6451.0,0.0,0.0,1977.2189350647027,1780.1741356577863,2380.225097546057,0.0,1117.6004400419843,2513.5857325872544,3057.9495531691437,574.0499165477326,0.0,8.0,4.0,0.0,1.0,0.0,2117.607094208663,0.0,0.0,325.25972118453274,0.0,5626.157961474108,0.0,0.0,684.2086290606492,0.0,0.0,0.0,1.0,1670.4455687399193,0.0,0.0,136.3968,11.0592,12.0,4.0,2.0,0.0,0.0,1.0,0.0,20318.839808038545,1658.2328048723398,0.0,246.87125328535808,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3,3907.5840000000003,516.096,0.0,0.0,847.8720000000001,811.008,2764.8,0.0,1497.6000000000004,1728.0000000000005,5990.4000000000015,0.0,8179.200000000001,1036.8000000000002,0.0,0.0,3870.6,1612.75,967.65,2785.1559032201367,2387.0604897461926,952.7865116340661,276.5093744760664,809.6407905455038,1833.860642046345,2659.0590089350267,581.3343013808463,0.0,8.0,4.0,0.0,0.0,1.0,1494.446711213405,181.154599298563,0.0,344.4096708128914,0.0,4229.671086675231,269.2851587627074,0.0,436.07987420488354,0.0,0.0,0.0,1.0,1449.3187289845876,789.3212269544329,0.0,82.944,64.512,8.0,8.0,2.0,0.0,0.0,1.0,0.0,11904.80044870501,9658.11577828582,654.4914738628135,179.52290173664431,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
4,3059.712,1363.968,0.0,0.0,368.64,700.416,3317.76,36.864000000000004,1036.8000000000002,806.4000000000002,7257.600000000001,115.20000000000003,6451.200000000001,2764.8,0.0,0.0,2580.4,1612.75,2257.85,2773.5780838686387,1074.0520218573836,3309.9722778252,89.68044824789594,488.15902257516245,1749.0920999142736,2625.9304143820686,699.6713291005544,0.0,6.0,6.0,0.0,0.0,1.0,1534.3355991736998,104.84281972646343,0.0,187.84663523927907,134.53771780847768,4196.260433275179,449.73357887940136,0.0,759.8421015508486,0.0,0.0,0.0,1.0,1688.0654517886285,324.38283975018953,0.0,82.944,64.512,4.0,12.0,0.0,2.0,0.0,1.0,0.0,13303.710089896655,4989.654339536051,1142.7066895767448,278.16754739789735,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
5,3244.032,995.3280000000001,184.32,0.0,258.048,663.552,3244.032,258.048,921.6000000000003,1036.8000000000002,6796.800000000001,460.8000000000001,6681.6,2188.8,345.6,0.0,0.0,645.1,5805.9,697.7140644236173,1213.753489161289,2171.37163290915,906.2916967001822,426.2099783647818,1134.4238260504962,2671.009305376224,1075.3291514170476,2.0,8.0,0.0,2.0,0.0,1.0,833.3985304026293,1057.9772726849405,235.5647693536,0.0,408.6254306444603,2158.887390722981,2210.2437502841367,637.8306877150013,0.0,0.0,587.6016771618737,0.0,1.0,0.0,0.0,2027.4602057125096,12.9024,134.5536,8.0,8.0,2.0,0.0,0.0,1.0,0.0,2657.2486865497317,7045.773278137445,12564.512264309917,102.20385508649485,62.837950690990546,81.00569965296887,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
6,2248.704,1695.744,479.232,0.0,258.048,552.96,2949.12,663.552,576.0000000000001,1152.0000000000002,5644.800000000001,1843.2000000000005,4262.400000000001,3801.6000000000004,1152.0000000000002,0.0,0.0,645.1,5805.9,737.1980829434779,1073.5006329832154,1721.4219716503394,1473.3165941729308,81.85579206002885,1234.093674434463,2501.6621772572153,855.2881926711659,2.0,4.0,4.0,2.0,0.0,1.0,923.5777734939007,685.3368690972435,78.48628391546262,56.620552981928064,215.34433041210235,2488.8369481969958,1513.3112917534374,289.10596818161235,79.25074771039726,235.5732839402687,187.50168761695687,0.0,1.0,0.0,131.96848171991203,2061.140715914802,18.432,129.024,0.0,16.0,2.0,0.0,0.0,1.0,0.0,3454.9475460686044,10062.027589658544,9757.59881069644,267.5361121071853,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
7,4423.68,0.0,0.0,0.0,1658.88,1769.472,995.328,0.0,3340.8000000000006,3801.6000000000013,2073.6000000000004,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5138.597503494311,1484.177163226485,0.0,0.0,2287.1981852037834,3469.052724604403,365.80117107922615,165.53866571287315,6.0,4.0,2.0,0.0,0.0,1.0,2195.8827463769185,0.0,0.0,339.5709607223837,0.0,3615.7961674970447,0.0,0.0,484.5686975605675,0.0,0.0,1.0,0.0,2025.8162163392267,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,0.0,29386.417916601873,0.0,0.0,286.96602185071424,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
8,4055.04,368.64,0.0,0.0,1142.784,1585.152,1695.7440000000001,0.0,2188.8000000000006,3456.000000000001,3571.2000000000007,0.0,8755.2,460.80000000000007,0.0,0.0,6128.450000000001,0.0,322.55,3406.3928040469527,1490.5283481239633,861.179656931911,0.0,914.3668292286061,3457.1708962858665,1166.0547824524904,289.9360796747925,6.0,6.0,0.0,0.0,1.0,0.0,2079.494020189129,18.925378031080058,0.0,282.7680655426109,0.0,4434.087985618268,46.945426597324094,0.0,541.4012816635548,0.0,0.0,0.0,1.0,2258.7972915527844,0.0,0.0,134.5536,12.9024,12.0,4.0,2.0,0.0,0.0,1.0,0.0,14078.74520089758,1040.7741681753143,0.0,210.54157720140205,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
9,2838.5280000000002,1142.784,331.776,110.592,331.776,774.144,2838.5280000000002,479.23199999999997,1036.8000000000002,1267.2000000000003,5644.800000000001,1267.2000000000005,5299.200000000001,3225.6000000000004,691.2000000000002,0.0,0.0,967.65,5483.349999999999,1869.1753842713342,1059.9111395816608,2642.0177173657494,1482.3666138802037,694.5456842153699,1295.63128061353,4202.347965201857,875.6422043371293,0.0,2.0,6.0,4.0,0.0,1.0,1210.7546515159897,746.8380854494194,59.35445068133348,0.0,243.631556642273,3402.2524084129955,1713.288752270252,0.0,272.4194457667511,131.31705349541443,275.9877402882103,0.0,1.0,247.98067307762986,655.734068484719,902.3349248693773,42.3936,105.0624,4.0,12.0,0.0,2.0,0.0,1.0,0.0,4734.6398379544635,10117.638711995802,4278.168376240928,185.32715650537608,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
