,1-PID-1-1,1-PID-1-2,1-PID-2-1,1-PID-2-2,1-PID-3-1,1-PID-3-2,1-PID-4-1,1-PID-4-2,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-PFA-2-1,1-PFA-2-2,1-PFA-3-1,1-PFA-3-2,1-PFA-4-1,1-PFA-4-2,1-RID-1-1,1-RID-1-2,1-SA-0-1
0,0.127082,0.0265501,0.014376,0.149103,0.0100223,0.0117329,0.0032667,0.00513501,362.529682416,450.2816934960001,373.9208323602485,663.4638509316771,385.89715422360257,451.49714248447214,311.1715404347827,393.28618310559006,337.087597515528,411.38056093167705,0.127082,0.149103,2.7
1,0.141509,0.0642498,0.0204578,0.0151472,0.00984506,0.0078366,0.00301361,0.00245751,456.84634776000007,536.9619242880001,437.2296721118013,300.1704304968945,253.96776714285718,340.1591154037268,339.6065619254658,268.9436650310559,354.01991440993794,292.19387639751557,0.136035,0.0632075,2.7
2,0.0590672,0.204546,0.0149841,0.017618,0.00830007,0.0099711,0.00248136,0.00361905,613.192297272,693.173901264,248.0765278881988,542.7873703105591,259.9549288819876,368.9268680124224,293.92048111801245,316.81298155279507,317.22364968944106,389.620145652174,0.0236028,0.204546,2.7
3,0.0628948,0.260297,0.00941558,0.015259,0.00690846,0.00943215,0.00172055,0.00289703,388.38638186400004,492.483042336,283.42596180124224,465.8835167701864,252.36106552795033,421.07572621118015,263.31321503105596,318.0150101863354,261.52965633540373,334.299850310559,0.0565172,0.260297,2.7
4,0.0414421,0.234236,0.0108278,0.0110082,0.00753512,0.00699241,0.00225482,0.00220613,417.72636724800003,616.9435282800001,268.4630534161491,319.9684316149068,330.1981649068323,287.962295962733,266.823378447205,254.1096524844721,294.15529136645966,281.30767360248456,0.0253971,0.234236,2.7
5,0.112392,0.0606658,0.0110441,0.0259206,0.00921862,0.0119771,0.00370916,0.00391212,494.35865784000003,515.526318528,347.8978616770187,428.84844503105586,338.62235726708076,415.0326096894411,341.6419171428572,305.2093585093168,372.51396925465843,366.4438745341616,0.112392,0.058046,2.7
6,0.0663698,0.101264,0.0169719,0.0289817,0.0111586,0.0127266,0.00345985,0.00445834,705.633347112,696.523214664,464.8753314906832,560.1893077018633,379.39940509316784,410.15355248447213,346.11630136645965,371.91145614906833,352.5940666459628,391.12193204968946,0.053995,0.100955,2.7
7,0.128228,0.0301754,0.0106442,0.0186757,0.00797368,0.00900873,0.00219778,0.00342346,358.10858872800003,312.02203634400007,371.18104639751556,362.28523515527957,321.4862050931677,389.6840939751553,286.7133052795031,292.8043830434783,305.70695639751557,333.89417813664596,0.128228,0.0121782,2.7
8,0.0352916,0.105961,0.0122592,0.0147354,0.0088741,0.0096904,0.00245361,0.00433282,287.773007328,329.97435616800004,331.1903631055901,343.8371431677019,304.7447339751553,372.37508149068327,271.52957534161493,328.14382503105594,305.0235086956522,375.8242941614907,0.00360435,0.104417,2.7
9,0.00891961,0.0118739,0.00798238,0.00965439,0.0051875,0.00647531,0.00158234,0.00231929,398.836239672,273.17000090400006,271.1678676397516,245.91927118012424,221.3291426086957,247.90466677018637,238.16154024844724,236.74468521739135,255.42958583850935,276.68341049689445,0.00617995,0.00535744,2.7
10,0.125536,0.00826904,0.0112076,0.0075403,0.00805193,0.00445689,0.0023785,0.00162814,323.54367444,200.28894132000002,358.7600838509317,278.1472275776398,366.4288866459628,219.54158714285717,280.8860143478261,175.50517322981366,328.99213950310565,238.40334484472052,0.125536,0.00478917,2.7
11,0.00978583,0.114896,0.0130084,0.0161589,0.00922018,0.0100698,0.00255136,0.00321544,435.410742,641.7284474400001,508.8547914285715,475.26093881987583,292.6125380745342,396.0679351552795,273.02336819875785,326.7579449689441,299.20620968944104,341.4200963975156,0.00962151,0.114896,2.7
12,0.169601,0.029722,0.023656,0.0581817,0.0149586,0.0121995,0.00409774,0.00499025,770.7439996080002,646.4174862,619.0247624223603,655.2035261490684,432.7442967701864,508.3791757763976,344.9152719254659,372.0653318012422,378.5391003105591,413.6437320496895,0.169601,0.0306041,2.7
