cmp-loc-dir-ds,B.10.71.002-1-1-0,B.10.71.002-1-1-1,B.10.71.002-1-1-2,B.10.71.002-1-2-0,B.10.71.002-1-2-1,B.10.71.002-1-2-2,B.10.71.002-1-2-3,B.10.71.002-2-1-0,B.10.71.002-2-1-1,B.10.71.002-2-1-2,B.10.71.002-2-2-0,B.10.71.002-2-2-1,B.10.71.002-2-2-2,B.10.71.002-2-2-3,B.10.71.002-3-1-0,B.10.71.002-3-1-1,B.10.71.002-3-1-2,B.10.71.002-3-2-0,B.10.71.002-3-2-1,B.10.71.002-3-2-2,B.10.71.002-4-1-0,B.10.71.002-4-2-0,B.10.71.012-1-1-0,B.10.71.012-1-1-1,B.10.71.012-1-1-2,B.10.71.012-1-1-3,B.10.71.012-1-2-0,B.10.71.012-1-2-1,B.10.71.012-1-2-2,B.10.71.012-1-2-3,B.10.71.012-2-1-0,B.10.71.012-2-1-1,B.10.71.012-2-1-2,B.10.71.012-2-1-3,B.10.71.012-2-2-0,B.10.71.012-2-2-1,B.10.71.012-2-2-2,B.10.71.012-2-2-3,B.10.71.012-3-1-0,B.10.71.012-3-1-1,B.10.71.012-3-1-2,B.10.71.012-3-2-0,B.10.71.012-3-2-1,B.10.71.012-3-2-2,B.10.71.012-4-1-0,B.10.71.012-4-1-1,B.10.71.012-4-1-2,B.10.71.012-4-2-0,B.10.71.012-4-2-1,B.10.71.012-4-2-2,B.20.11.102-1-1-0,B.20.11.102-1-1-1,B.20.11.102-1-1-2,B.20.11.102-1-1-3,B.20.11.102-1-2-0,B.20.11.102-1-2-1,B.20.11.102-1-2-2,B.20.11.102-1-2-3,B.20.11.102-2-1-0,B.20.11.102-2-1-1,B.20.11.102-2-1-2,B.20.11.102-2-1-3,B.20.11.102-2-2-0,B.20.11.102-2-2-1,B.20.11.102-2-2-2,B.20.11.102-2-2-3,B.20.11.102-3-1-0,B.20.11.102-3-1-1,B.20.11.102-3-1-2,B.20.11.102-3-2-0,B.20.11.102-3-2-1,B.20.11.102-3-2-2,B.20.11.102-4-1-0,B.20.11.102-4-1-1,B.20.11.102-4-1-2,B.20.11.102-4-2-0,B.20.11.102-4-2-1,B.20.11.102-4-2-2,B.20.11.121-1-1-0,B.20.11.121-1-1-1,B.20.11.121-1-1-2,B.20.11.121-1-2-0,B.20.11.121-1-2-1,B.20.11.121-1-2-2,B.20.11.121-1-2-3,B.20.11.121-2-1-0,B.20.11.121-2-1-1,B.20.11.121-2-1-2,B.20.11.121-2-2-0,B.20.11.121-2-2-1,B.20.11.121-2-2-2,B.20.11.121-2-2-3,B.20.11.121-3-1-0,B.20.11.121-3-1-1,B.20.11.121-3-2-0,B.20.11.121-3-2-1,B.20.11.121-4-1-0,B.20.11.121-4-2-0,B.30.11.012-5-1-0,B.30.11.012-5-1-1,B.30.11.012-5-1-2,C.10.11.001a-1-1-0,C.10.11.001a-1-1-1,C.10.11.001a-1-1-2,C.10.11.001a-1-1-3,C.10.11.001a-1-2-0,C.10.11.001a-1-2-1,C.10.11.001a-1-2-2,C.10.11.001a-1-2-3,C.10.11.001a-2-1-0,C.10.11.001a-2-1-1,C.10.11.001a-2-1-2,C.10.11.001a-2-1-3,C.10.11.001a-2-2-0,C.10.11.001a-2-2-1,C.10.11.001a-2-2-2,C.10.11.001a-2-2-3,C.10.11.001a-3-1-0,C.10.11.001a-3-1-1,C.10.11.001a-3-1-2,C.10.11.001a-3-1-3,C.10.11.001a-3-2-0,C.10.11.001a-3-2-1,C.10.11.001a-3-2-2,C.10.11.001a-3-2-3,C.10.11.001a-4-1-0,C.10.11.001a-4-1-1,C.10.11.001a-4-2-0,C.10.11.001a-4-2-1,C.10.11.011a-1-1-0,C.10.11.011a-1-1-1,C.10.11.011a-1-1-2,C.10.11.011a-1-1-3,C.10.11.011a-1-2-0,C.10.11.011a-1-2-1,C.10.11.011a-1-2-2,C.10.11.011a-1-2-3,C.10.11.011a-2-1-0,C.10.11.011a-2-1-1,C.10.11.011a-2-1-2,C.10.11.011a-2-1-3,C.10.11.011a-2-2-0,C.10.11.011a-2-2-1,C.10.11.011a-2-2-2,C.10.11.011a-2-2-3,C.10.11.011a-3-1-0,C.10.11.011a-3-1-1,C.10.11.011a-3-1-2,C.10.11.011a-3-1-3,C.10.11.011a-3-2-0,C.10.11.011a-3-2-1,C.10.11.011a-3-2-2,C.10.11.011a-3-2-3,C.10.11.011a-4-1-0,C.10.11.011a-4-1-1,C.10.11.011a-4-1-2,C.10.11.011a-4-2-0,C.10.11.011a-4-2-1,C.10.11.011a-4-2-2,C.10.11.011a-4-2-3,C.20.11.001b-1-1-0,C.20.11.001b-1-1-1,C.20.11.001b-1-1-2,C.20.11.001b-1-1-3,C.20.11.001b-1-2-0,C.20.11.001b-1-2-1,C.20.11.001b-1-2-2,C.20.11.001b-1-2-3,C.20.11.001b-2-1-0,C.20.11.001b-2-1-1,C.20.11.001b-2-1-2,C.20.11.001b-2-1-3,C.20.11.001b-2-2-0,C.20.11.001b-2-2-1,C.20.11.001b-2-2-2,C.20.11.001b-2-2-3,C.20.11.001b-3-1-0,C.20.11.001b-3-1-1,C.20.11.001b-3-1-2,C.20.11.001b-3-2-0,C.20.11.001b-3-2-1,C.20.11.001b-3-2-2,C.20.11.001b-3-2-3,D.10.14.021-1-1-0,D.10.14.021-1-1-1,D.20.21.013a-1-1-0,D.20.21.013a-1-1-1,D.20.21.013a-1-1-2,D.20.21.013a-2-1-0,D.20.21.013a-2-1-1,D.20.21.013a-2-1-2,D.20.21.013a-3-1-0,D.20.21.013a-3-1-1,D.20.21.013a-3-1-2,D.20.21.013a-4-1-0,D.20.21.013a-4-1-1,D.20.21.013a-4-1-2,D.20.21.013b-1-1-0,D.20.21.013b-1-1-1,D.20.21.013b-2-1-0,D.20.21.013b-2-1-1,D.20.21.013b-3-1-0,D.20.21.013b-3-1-1,D.20.21.013b-4-1-0,D.20.21.013b-4-1-1,D.20.21.023a-1-1-0,D.20.21.023a-1-1-1,D.20.21.023a-1-1-2,D.20.21.023a-2-1-0,D.20.21.023a-2-1-1,D.20.21.023a-2-1-2,D.20.21.023a-3-1-0,D.20.21.023a-3-1-1,D.20.21.023a-3-1-2,D.20.21.023a-4-1-0,D.20.21.023a-4-1-1,D.20.21.023a-4-1-2,D.20.21.023b-1-1-0,D.20.21.023b-1-1-1,D.20.21.023b-1-1-2,D.20.21.023b-2-1-0,D.20.21.023b-2-1-1,D.20.21.023b-2-1-2,D.20.21.023b-3-1-0,D.20.21.023b-3-1-1,D.20.21.023b-3-1-2,D.20.21.023b-4-1-0,D.20.21.023b-4-1-1,D.20.21.023b-4-1-2,D.30.31.013b-5-1-0,D.30.31.013b-5-1-1,D.30.41.011c-1-1-0,D.30.41.011c-1-1-1,D.30.41.011c-1-1-2,D.30.41.011c-1-2-0,D.30.41.011c-1-2-1,D.30.41.011c-1-2-2,D.30.41.011c-2-1-0,D.30.41.011c-2-1-1,D.30.41.011c-2-1-2,D.30.41.011c-2-2-0,D.30.41.011c-2-2-1,D.30.41.011c-2-2-2,D.30.41.011c-3-1-0,D.30.41.011c-3-1-1,D.30.41.011c-3-1-2,D.30.41.011c-3-2-0,D.30.41.011c-3-2-1,D.30.41.011c-3-2-2,D.30.41.011c-4-1-0,D.30.41.011c-4-1-1,D.30.41.011c-4-1-2,D.30.41.011c-4-2-0,D.30.41.011c-4-2-1,D.30.41.011c-4-2-2,D.30.41.032c-1-1-0,D.30.41.032c-1-1-1,D.30.41.032c-2-1-0,D.30.41.032c-2-1-1,D.30.41.032c-3-1-0,D.30.41.032c-3-1-1,D.30.41.032c-4-1-0,D.30.41.032c-4-1-1,D.30.41.102b-1-1-0,D.30.41.102b-1-1-1,D.30.41.102b-2-1-0,D.30.41.102b-2-1-1,D.30.41.102b-3-1-0,D.30.41.102b-3-1-1,D.30.41.102b-4-1-0,D.30.41.102b-4-1-1,D.30.52.013b-1-1-0,D.30.52.013b-1-1-1,D.30.52.013b-1-1-2,D.30.67.012b-1-1-0,D.30.67.012b-1-1-1,D.40.11.023a-1-1-0,D.40.11.023a-1-1-1,D.40.11.023a-1-1-2,D.40.11.023a-2-1-0,D.40.11.023a-2-1-1,D.40.11.023a-2-1-2,D.40.11.023a-3-1-0,D.40.11.023a-3-1-1,D.40.11.023a-3-1-2,D.40.11.023a-4-1-0,D.40.11.023a-4-1-1,D.40.11.023a-4-1-2,D.40.11.074a-1-1-0,D.40.11.074a-1-1-2,D.40.11.074a-2-1-0,D.40.11.074a-2-1-1,D.40.11.074a-2-1-2,D.40.11.074a-3-1-0,D.40.11.074a-3-1-1,D.40.11.074a-3-1-2,D.40.11.074a-4-1-0,D.40.11.074a-4-1-1,D.50.11.011a-1-1-0,D.50.11.011a-1-1-1,D.50.12.023b-1-1-0,D.50.12.023b-1-1-1,collapse-0-1-0,excessiveRID-1-1-0,excessiveRID-1-2-0,irreparable-0-1-0
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,531.6304896,21.204172800000002,0.12533760000000002,525.5258112,26.940211200000004,0.4644864,0.029491200000000002,542.2989312000001,10.602086400000001,0.058982400000000004,530.9816832,21.528576,0.4349952,0.014745600000000001,551.1757824000001,1.7694720000000002,0.014745600000000001,550.1509632,2.801664,0.0073728000000000005,552.96,552.96,47.620915200000006,196.74316800000003,308.46320640000005,0.13271040000000003,78.5793024,202.8109824,271.1420928,0.4276224,106.9129728,245.3520384,200.6654976,0.029491200000000002,114.66915840000003,216.13363200000003,221.73695999999995,0.4202496000000001,311.4491904,190.5278976,50.982912,272.019456,209.06311680000002,71.8774272,537.2633088,15.681945600000004,0.014745600000000001,521.9500032000001,31.002623999999997,0.0073728000000000005,100.01664000000001,409.5820800000001,642.1017600000001,0.29952000000000006,163.16928000000001,421.6320000000001,566.2080000000001,0.9907200000000003,225.46944000000005,508.1472000000001,418.3372800000001,0.04608000000000001,240.00768000000008,449.0035200000001,462.27456000000006,0.7142400000000001,647.6313600000002,398.22336000000007,106.14528000000003,567.2678400000001,434.90304000000015,149.82912000000002,1119.14496,32.808960000000006,0.04608000000000001,1087.23456,64.58112000000001,0.18432000000000004,1106.5420800000002,45.08928,0.36864,1096.77312,54.2592,0.9446400000000001,0.023040000000000005,1128.08448,23.86944,0.04608000000000001,1107.648,43.29216000000001,1.0368,0.023040000000000005,1148.7744000000002,3.2256000000000005,1146.6316800000002,5.3683200000000015,1152.0000000000002,1152.0000000000002,5985.62486,268.55512999999996,196.82001,317.14084891064215,344.7292429402441,85.66070133753237,1.221694192227844,362.5849724575358,286.0113390605616,96.76743544206417,3.3677667932728306,447.8572070334727,254.05351745305407,45.83180680280642,0.9860203962524554,424.7618724146315,249.8362440785416,71.13152940503171,2.9769010120267114,657.9837658695541,83.58707716726322,7.169319865280381,0.026173872331056378,626.7447703960897,110.35349466890726,11.724265596743772,0.024838991529566763,748.4229027258652,0.3248538824385823,747.7736067875127,0.9330184859178462,64.63114868438949,425.70821229277345,207.26967595739202,51.137325185282094,94.50522022333948,417.26253210383334,190.49505035374168,46.47755106062318,126.27761813127499,459.1580854236711,131.03159290369877,32.629079679003546,134.67448204730545,423.3338143953066,152.5289560425678,38.24478791375529,352.4709502386054,355.1568669376835,33.44876427337007,7.662543879437682,308.5546834758067,382.89902274631237,45.970219656772954,11.606692585471727,676.0430348808833,72.73523983249162,0.0863385328569522,631.1893602970754,117.33498797450513,0.16594323170280034,0.051789808083651086,0.8844,1.0008,0.1064,0.0084,0.9744,0.8984,0.116,0.0112,1.16,0.7772,0.0604,0.0024,1.0988,0.8036,0.0868,0.0108,1.6696,0.3148,0.0156,1.5916,0.3844,0.0236,0.0004,0.6668,0.3332,527.1545975279345,1.9643310580110585,0.04294196528744257,522.5543826608474,6.193820896097199,0.3587253732928085,522.3900367983119,6.3938776684887255,0.3153024675855005,521.0758519903725,7.772870653258707,0.28492335257784007,72.81447233748247,2.0745773802744667,70.15926982910905,4.711235399746137,70.05268643730693,4.822372430761955,68.49001611542383,6.380864249627934,1054.0829207641957,4.077893303012647,0.05361003213632048,1045.3826236138173,12.211513122784105,0.5812280681623201,1043.3445179329105,14.074542743109655,0.7967833598519359,1042.0545231559415,15.552756254200009,0.6475889713326931,145.43613245004119,3.652061411841654,0.6744466060061597,140.71142709255773,7.413206383590776,1.6229390027701327,140.255063833539,7.725169133603128,1.7600414437280658,137.26969295044634,10.146663568291654,2.331910926838059,0.5236,0.4764,242.41386010121968,6.291258863665017,0.8752080509086587,242.37732634703667,6.564815437678588,0.6236337700569041,233.70294152914548,12.602218576628003,3.291266370231939,235.38540019150633,11.72915152453449,2.4653903433664555,233.2202369247648,12.69473588296286,3.6639032675663037,233.72441533129796,12.851655758406325,3.0207296795599805,229.38271456494323,16.47337020848691,3.726215884826766,228.99804158572013,16.8468695153245,3.7393269110954117,35.807846399999995,1.0561536,34.578063359999994,2.28593664,34.430975999999994,2.4330239999999996,33.8522112,3.0117887999999997,3.5976,0.4024,3.2696,0.7304,2.9936,1.0064,2.9568,1.0432,1.9432,0.0392,0.0176,0.9996,0.0004,5141.60272456961,139.72513555127932,9.743312988483568,4965.856503576409,289.65127180822697,35.78622232394321,4953.258310472675,302.26884256305925,35.844579773729315,4865.936943159725,384.7363379908261,40.55096053234758,59.86318810391293,0.04067487611436775,59.84021325860221,0.03393280287151799,0.02504770423508435,59.763220512650975,0.06469264694759452,0.07782542560796663,59.83701043574903,0.06631763471907688,0.9082,0.0918,1.9988,0.0012,1.0,1.0,1.0,1.0
std,52.251047706433376,51.365896875768755,2.7063092185379536,69.0948686712443,66.56972484376776,7.772110655840174,1.276793524679497,38.73675359018885,38.22320880400794,1.8051768887314512,64.71035864447992,62.31123373671703,8.28176274668717,0.7372062535632065,14.91467409608835,14.677599878238034,0.7372062535632065,19.255861250028314,19.12235621552299,0.5213356876332179,0.0,0.0,78.44637053579763,143.31921978574323,187.34325278950016,4.719501713466849,115.99843075724854,148.7189548964677,208.48679566705823,9.050655971592414,128.89694168033222,135.81822015869867,189.85819455860158,1.276793524679497,144.5832405695931,145.35704977913895,208.77912661998766,8.853622844349866,186.09294327019373,142.50608845224932,116.31688626265674,188.45180275509492,141.98937890220157,137.08078277608283,38.216240496105506,38.12972397049648,0.7372062535632066,52.13855557674298,52.12469049175829,0.5213356876332178,172.23366324287835,310.87755368561227,398.6277621634699,9.906341953101478,252.27406394028898,320.4206205393364,437.4181847404934,18.764289424146032,278.3584793655357,296.85426265224993,402.6265062994693,2.3037695423850204,309.8492685014051,316.5260013608948,439.99695197166466,15.180647141407594,396.31364768579306,310.50165074816255,244.85693159294357,401.4597402957738,308.35960687513676,288.2554431335597,88.78473461366251,88.53231162552323,2.30376954238502,116.95706920410481,116.4450345045153,4.604772624547794,115.92883306641554,113.38862772456969,9.493429390410936,145.9314650511123,140.83914653390684,17.59863442591872,1.629174023853806,88.71303931101879,88.2454195349548,3.2583480477076114,138.31022021312486,132.55706981480083,20.647949082663494,1.629174023853806,30.83194645857582,30.831946458575803,38.28568143651375,38.285681436513734,0.0,0.0,951.9799919262936,496.2503450690783,577.1839500198632,285.27712583406554,242.14044391006422,167.9092941390242,24.277093610473205,319.6163966594827,238.17250254675827,200.9670153209407,32.239033047264186,319.65481465358056,239.21926665924326,129.2572569037662,20.328151451798853,335.9207699789661,246.40585712502414,165.8421468469315,31.33813884674519,328.66609240363084,162.19919691656784,49.31749842451656,1.3088610122856288,335.75379450892535,180.18093608927038,62.593041465788545,1.7563819348391874,311.70291765859287,6.687775531092543,311.1822079392578,9.710057366493697,112.0220156853741,256.73599033923676,211.3251657306838,77.83841599321846,145.8259713685695,267.92890212111723,219.01890744079788,78.47715099646702,163.14611463099004,261.21861249398523,177.99122400320414,64.42637806185702,189.3061193320117,264.80063331328637,208.42360088695264,71.53475176169702,289.0011751947733,263.06289101094313,98.93023445405942,31.143436073111644,280.4147598282718,257.253937248404,112.15582628722052,39.571038365571326,299.9220455459325,112.76740881657338,2.4829636005963662,296.85667222679433,136.01568760013294,3.9389518855944647,1.8968584683987222,0.9933951916540368,1.0000996949704444,0.44890905968667383,0.12935527263050187,0.9997722485195225,0.9949248288604604,0.46753365391542534,0.1492615684064744,0.9872157408509028,0.9749616761975881,0.34230874230000463,0.06924737568895996,0.9952068364563549,0.9806219270813674,0.4075524258251436,0.14658668947590808,0.742796196300067,0.7284278148288156,0.17596258854231853,0.8063122645064867,0.7881375972344137,0.21599159815625885,0.028284271247461898,0.4714045019310785,0.4714045019310785,220.05429009538324,11.27213449712041,1.1997556598333565,219.61542479994773,25.608769819179294,4.75672839678183,219.57552502178612,24.009700088154506,3.9735838262833125,219.2367024506588,25.102135760897365,3.1107168520362136,33.365106959142615,12.958739339574894,35.28287195648759,19.653730529300464,35.44953322053395,19.77004082251977,36.15910577791696,23.175535240545468,439.7690355461058,22.98659270683419,1.995654399869047,438.7635802851754,49.052238108832206,7.374188108857793,437.8946899203948,59.561642675837184,10.614269456252941,438.5506595354092,52.33428834653858,8.65989552965494,66.11755744545621,26.171028189615487,10.485352846240522,70.21392378573451,35.30888702040394,16.593822649396127,70.3880926214702,36.33456735268773,17.129656660022505,72.5082025161837,41.34147283006085,19.858664106028225,0.49949268121536833,0.4994926812153683,110.89361330151428,41.73288736067525,15.546675496811185,110.72871749847054,43.243264708028754,11.632038585092465,117.98977904594997,58.89282106326309,30.70320050770574,116.7280562733233,56.91643284997453,25.917512428839746,117.17015225301304,60.18059578545204,34.16609503166214,116.90318583409096,61.17112100088276,30.18165928424302,120.03227054733316,67.23046487170781,35.45477490543839,119.88902625445384,69.57583541162948,33.78884702507685,2.640014077145904,2.640014077145905,4.572672311751153,4.572672311751154,4.785136042476221,4.785136042476222,4.955394292712721,4.955394292712721,1.203313688431472,1.203313688431472,1.5455075408136134,1.5455075408136134,1.7359037163225581,1.735903716322558,1.756459732005841,1.7564597320058413,0.3322586931411029,0.2772701493979282,0.18680797478664762,0.019997999499869967,0.019997999499869967,2190.131245430063,367.7562834037973,72.38819386334727,2198.0904715249617,591.8865470453117,210.68154413899356,2192.1744898841475,632.8068692751056,196.0021369387251,2172.358532398898,653.6577472901329,177.90702233558454,24.980372868184084,2.091684941743771,24.990065443822097,1.4380166442559468,1.394989162677415,25.097295779250718,2.2072260478920964,2.5517911376200817,25.044699127548675,2.018812165346861,0.28877229418276523,0.28877229418276523,0.04897999395632459,0.04897999395632458,0.0,0.0,0.0,0.0
log_std,0.13894021273446946,,,,,,,0.10290309834530867,,,0.19646673916317142,,,,0.03425590090395756,,,0.044373151552534296,,,8.881784197001252e-16,8.881784197001252e-16,,,,,,,,,,,,,,,,,,,,,,,0.08754910431401926,,,0.11878016595732484,,,,,,,,,,,,,,,,,,,,,,,,,0.10110484953542584,,,0.13205732068527776,,,,,,,,,,0.11520100622520164,,,,,,,0.03597098745607844,,0.042013021094558296,,8.881784197001252e-16,8.881784197001252e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4001085544016274,,0.4000816737176227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4658184062323332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40079185205131085,,,0.4049938417251623,,,0.40624572715447627,,,0.4040373261218878,,,,,,,,,,,0.40075329510649216,,,0.4054978441665189,,,0.4047942226398462,,,0.4052096575031877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09391351057276409,,0.2017768802542052,,,,,,,,,,,,,,,,,,,0.41261173877284196,,,,,,,,,0.45329843989925817,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
min,36.864000000000004,0.0,0.0,0.0,0.0,0.0,0.0,73.72800000000001,0.0,0.0,36.864000000000004,0.0,0.0,0.0,221.184,0.0,0.0,184.32,0.0,0.0,552.96,552.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.592,0.0,0.0,147.45600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.40000000000006,0.0,0.0,230.40000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,460.80000000000007,0.0,1152.0000000000002,1152.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.37460930729526,0.0,139.0138964644037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.74740511187469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.6008376329107,0.0,0.0,71.0445374001096,0.0,0.0,65.00381397088479,0.0,0.0,110.80469155606256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.6918157617516,0.0,0.0,110.70316678764424,0.0,0.0,196.21058408380733,0.0,0.0,222.3010265957365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3728,0.0,1.8432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.7195601864697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.95385044067446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
