cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
0,4423.68,0.0,0.0,3612.6720000000005,811.008,0.0,0.0,7488.000000000002,1728.0000000000005,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5905.304688274482,258.3165354842149,0.0,0.0,4052.9044880900287,1649.9621952164123,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1954.933399856343,0.0,0.0,341.8623498752977,0.0,4848.071337640537,0.0,0.0,511.7800426390027,0.0,0.0,1.0,0.0,2014.1733300666756,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,29499.506167115793,0.0,0.0,239.21449313990402,0.0,1.0,0.0,2.0,1.0,2.0,1.0
1,4423.68,0.0,0.0,3207.168,921.6,294.91200000000003,0.0,6451.200000000002,2419.2000000000007,345.6000000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,5712.933953361552,633.0668108963804,0.0,0.0,2734.1025040085774,2432.0006945334185,240.89589274898262,240.89589274898262,12.0,0.0,0.0,0.0,1.0,0.0,2392.9367078273644,0.0,0.0,240.6310910266193,0.0,5497.065023087295,0.0,0.0,633.2846000071504,0.0,0.0,1.0,0.0,2342.976462521186,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19163.653471592832,0.0,0.0,297.49428314625794,0.0,1.0,0.0,2.0,1.0,2.0,1.0
2,4423.68,0.0,0.0,3170.304,1216.512,36.864000000000004,0.0,6566.4000000000015,2534.4000000000005,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4671.456815549293,0.0,0.0,0.0,4023.3492196150255,1878.83321342443,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,2440.4605816940457,0.0,0.0,365.052339584116,0.0,3420.596659191533,0.0,0.0,470.0466306209099,0.0,0.0,1.0,0.0,2272.3867339214885,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,23587.856032124546,519.0429303648198,0.0,245.72095393361178,0.0,1.0,0.0,2.0,1.0,2.0,1.0
3,4423.68,0.0,0.0,3870.7200000000003,552.96,0.0,0.0,8294.400000000001,806.4000000000002,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5602.1560654073055,95.90186661283367,0.0,0.0,4243.988866486943,1056.8654463740224,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2251.963870280471,0.0,0.0,234.81887179288213,0.0,4578.709605332521,0.0,0.0,814.9858969362192,0.0,0.0,1.0,0.0,2030.172222023778,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,14975.518286227198,0.0,0.0,248.0050989290531,0.0,1.0,0.0,2.0,1.0,2.0,1.0
4,4423.68,0.0,0.0,3907.5840000000003,516.096,0.0,0.0,7833.600000000002,1382.4000000000003,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4224.338585655233,0.0,0.0,0.0,3177.130508790955,2449.8523084726858,158.87903342250146,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2035.7857393734569,0.0,0.0,319.34409515718755,0.0,2757.138136234563,0.0,0.0,520.9337550147945,0.0,0.0,1.0,0.0,1732.244442107552,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,31474.218572118556,0.0,0.0,199.6000306203173,0.0,1.0,0.0,2.0,1.0,2.0,1.0
5,4423.68,0.0,0.0,3981.312,442.36800000000005,0.0,0.0,8524.800000000003,691.2000000000002,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5032.997724672579,0.0,0.0,0.0,5445.119683433959,977.5059216775736,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2271.3975013890035,0.0,0.0,303.12109975565943,0.0,4949.524079147306,0.0,0.0,574.0968962492211,0.0,0.0,1.0,0.0,1976.3085669290288,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19980.880821519815,0.0,0.0,341.6997373192487,0.0,1.0,0.0,2.0,1.0,2.0,1.0
6,4423.68,0.0,0.0,4165.6320000000005,258.048,0.0,0.0,8294.400000000001,921.6000000000003,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,7388.60374137901,0.0,0.0,0.0,5831.854682883748,1615.647178205788,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2131.114626815222,0.0,0.0,363.3199604303918,0.0,4342.777292443647,0.0,0.0,529.1365880251966,0.0,0.0,0.0,1.0,1981.3978942556696,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,20183.357214631535,0.0,0.0,223.4099968227821,0.0,1.0,0.0,2.0,1.0,2.0,1.0
7,4423.68,0.0,0.0,2875.392,1069.056,479.232,0.0,6681.600000000002,1612.8000000000004,921.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4799.878181451384,606.5795802199425,59.834039978118994,0.0,4176.027176292664,1399.373029160891,432.3299500435238,43.6072758655024,8.0,4.0,0.0,0.0,1.0,0.0,1944.7331383326814,0.0,0.0,266.48093780459004,0.0,3269.6062406858323,0.0,0.0,499.85919455307146,0.0,0.0,1.0,0.0,2103.4388738267658,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,14522.988759456364,0.0,0.0,221.722155724889,0.0,1.0,0.0,2.0,1.0,2.0,1.0
8,4423.68,0.0,0.0,2285.568,1769.4720000000002,368.64,0.0,5644.800000000001,2880.0000000000005,691.2000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5747.096872893435,793.7947597338436,0.0,0.0,2676.515187002952,2772.1811776070463,169.92322998932795,106.3604667683577,10.0,2.0,0.0,0.0,1.0,0.0,2296.1478949943144,0.0,0.0,187.72530264693052,0.0,4884.733241224469,0.0,0.0,627.9227277347262,0.0,0.0,1.0,0.0,1598.2927283170463,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,22035.414779276143,0.0,0.0,319.7002980264716,0.0,1.0,0.0,2.0,1.0,2.0,1.0
9,4386.816000000001,36.864000000000004,0.0,2433.0240000000003,1105.92,884.736,0.0,4953.600000000001,1843.2000000000005,2419.2000000000007,0.0,8985.600000000002,230.40000000000003,0.0,0.0,6451.0,0.0,0.0,5563.3692150677525,849.1695551759196,70.2537355437342,0.0,2578.3890702934314,1828.5140342889624,681.2178270491519,51.74445920011332,8.0,4.0,0.0,0.0,1.0,0.0,2219.5793320725284,0.0,0.0,254.25339482159887,0.0,4354.537977297266,0.0,0.0,494.7171088931894,0.0,0.0,1.0,0.0,1652.4071850618463,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,20416.758834221888,372.1719342462618,0.0,182.59837380277997,0.0,1.0,0.0,2.0,1.0,2.0,1.0
10,4386.816000000001,36.864000000000004,0.0,2101.248,1769.472,552.96,0.0,4032.000000000001,3571.2000000000007,1612.8000000000004,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5948.479754766328,984.8103313057456,0.0,0.0,2197.4526452814534,3175.470305901575,330.9604758805017,0.0,8.0,2.0,2.0,0.0,0.0,1.0,2418.6198344383456,0.0,0.0,341.2325291364423,0.0,4696.681545862964,0.0,0.0,841.8583864253449,0.0,0.0,1.0,0.0,2162.334152790328,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,23169.60073222487,0.0,0.0,216.69108680102116,0.0,1.0,0.0,2.0,1.0,2.0,1.0
11,4423.68,0.0,0.0,3428.3520000000003,700.416,294.91200000000003,0.0,7142.4000000000015,1843.2000000000005,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5425.926370483407,289.7027837744406,0.0,0.0,4331.813674368175,1434.5078163628245,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2091.5363337474955,0.0,0.0,230.39499076489366,0.0,4488.483493455845,0.0,0.0,514.4952529813621,0.0,0.0,1.0,0.0,1740.9249398601667,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,26776.312391029423,0.0,0.0,248.19462856408535,0.0,1.0,0.0,2.0,1.0,2.0,1.0
12,4423.68,0.0,0.0,3760.128,589.8240000000001,73.72800000000001,0.0,7718.400000000002,1382.4000000000003,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6452.113531659366,68.71311504702585,0.0,0.0,3617.805219272891,1711.207979700042,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1405.657963099377,0.0,0.0,295.84187301355354,0.0,4319.3210656512865,0.0,0.0,512.7458347488003,0.0,0.0,1.0,0.0,1918.7276481283786,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,19335.27866779438,211.15539984342456,0.0,277.0612222584384,0.0,1.0,0.0,2.0,1.0,2.0,1.0
13,4423.68,0.0,0.0,2727.936,1179.6480000000001,516.096,0.0,5760.000000000001,2304.0000000000005,1152.0000000000005,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,7149.313366170102,910.8992634215663,0.0,0.0,3996.3820265356767,1669.109378859803,412.8135813599422,36.80453313309445,10.0,2.0,0.0,0.0,1.0,0.0,2212.8286166256707,0.0,0.0,271.3468997194489,0.0,4476.577689650115,0.0,0.0,613.6508294328191,0.0,0.0,1.0,0.0,1550.354030481228,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,24274.872335959313,0.0,0.0,210.5257287073919,0.0,1.0,0.0,2.0,1.0,2.0,1.0
14,4349.952,73.72800000000001,0.0,1732.6080000000002,921.6,1769.472,0.0,3456.000000000001,2419.2000000000007,3340.800000000001,0.0,8985.600000000002,230.40000000000003,0.0,0.0,6451.0,0.0,0.0,3889.143704594221,1505.4750121553102,262.3937769223928,0.0,1496.6809159624972,2490.12060173331,727.3614680606781,627.8285364417159,8.0,4.0,0.0,0.0,1.0,0.0,2006.8440867188988,0.0,0.0,224.43956102024583,0.0,3373.9021808295183,0.0,0.0,796.0724564232447,0.0,0.0,1.0,0.0,1784.396332042139,0.0,0.0,143.7696,3.6864,16.0,0.0,2.0,0.0,0.0,1.0,16405.76717031262,107.47365614023714,0.0,270.23847892461447,0.0,1.0,0.0,2.0,1.0,2.0,1.0
15,4423.68,0.0,0.0,2248.704,1437.6960000000001,737.28,0.0,4377.600000000001,3340.8000000000006,1497.6000000000004,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4630.981265537357,1120.7543654035258,0.0,0.0,2267.4261914809667,3900.044712705536,458.9908560488109,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1624.8898205045357,0.0,0.0,311.642947690732,0.0,3432.3822790639233,0.0,0.0,434.31700042755665,0.0,0.0,1.0,0.0,1558.5288593109644,0.0,0.0,143.7696,3.6864,16.0,0.0,2.0,0.0,0.0,1.0,20610.366135075274,0.0,0.0,161.45610823136357,0.0,1.0,0.0,2.0,1.0,2.0,1.0
16,4423.68,0.0,0.0,3244.032,1179.648,0.0,0.0,7372.800000000002,1843.2000000000003,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6261.195268961222,121.60503192170074,0.0,0.0,4586.558273634518,1212.9815221976244,81.3570232598369,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1547.0718883760915,0.0,0.0,338.2465242147597,0.0,4589.952790481344,0.0,0.0,473.78310374220894,0.0,0.0,1.0,0.0,2130.3823513554626,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,16166.891104428934,0.0,0.0,214.59214274900137,0.0,1.0,0.0,2.0,1.0,2.0,1.0
17,4423.68,0.0,0.0,3391.4880000000003,884.736,147.45600000000002,0.0,6566.4000000000015,2304.0000000000005,345.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6495.940176982032,537.390077480992,0.0,0.0,3483.2487682698666,1209.977005910269,88.18222651150994,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1955.7039181114615,0.0,0.0,228.8264647606267,0.0,6026.808976438986,0.0,0.0,503.6834167866558,0.0,0.0,1.0,0.0,2131.557521758014,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,18476.713227200136,0.0,0.0,132.74143761110648,0.0,1.0,0.0,2.0,1.0,2.0,1.0
18,4423.68,0.0,0.0,2285.568,1695.7440000000001,442.36800000000005,0.0,5184.000000000001,2764.8000000000006,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,645.1,0.0,5349.550584756593,1058.0022422978143,0.0,0.0,2872.7205953197054,2656.4662474617553,277.2962064820321,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1830.789120891355,20.310738971159296,0.0,233.4341720317129,0.0,4493.291587669492,0.0,0.0,687.8825510942994,0.0,0.0,1.0,0.0,1668.7516154601678,0.0,464.98315517893377,143.7696,3.6864,12.0,4.0,2.0,0.0,0.0,1.0,16817.743954652375,797.6812633929705,0.0,204.3582911088006,0.0,1.0,0.0,2.0,1.0,2.0,1.0
19,4423.68,0.0,0.0,3022.848,1253.376,147.45600000000002,0.0,6566.4000000000015,2304.0000000000005,345.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5416.2167660008145,102.63329033080699,0.0,0.0,3607.902498605797,2870.7844019523804,102.8653886400742,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1785.355718869563,0.0,0.0,206.2055937156972,0.0,3322.9829921238297,0.0,0.0,682.0673479681287,0.0,0.0,1.0,0.0,1831.1203893237698,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,26596.777528794948,0.0,0.0,259.2215978355376,0.0,1.0,0.0,2.0,1.0,2.0,1.0
20,4423.68,0.0,0.0,4239.360000000001,184.32,0.0,0.0,8985.600000000002,230.40000000000006,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6316.658757491738,0.0,0.0,0.0,5379.445288590238,636.5899449662621,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1988.322904602029,0.0,0.0,276.43209463253385,0.0,4071.053742977409,0.0,0.0,528.4749671820705,0.0,0.0,1.0,0.0,1685.184331069331,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21445.075005063223,0.0,0.0,321.62108414476097,0.0,1.0,0.0,2.0,1.0,2.0,1.0
21,4423.68,0.0,0.0,3686.4,663.552,73.72800000000001,0.0,7488.000000000002,1382.4,345.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6209.569424042427,458.95868751500024,0.0,0.0,4134.804629254367,704.5846141520217,23.782262451818138,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2074.8498020292463,0.0,0.0,292.4347152865711,0.0,5368.3407262159235,0.0,0.0,580.2482460439901,0.0,0.0,1.0,0.0,1674.0703009641713,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,23315.32691981159,0.0,0.0,274.1857368491525,0.0,1.0,0.0,2.0,1.0,2.0,1.0
22,4423.68,0.0,0.0,2469.888,1474.56,479.232,0.0,5414.4000000000015,2764.8000000000006,1036.8000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6299.315905182886,537.0381673274954,49.94684558268594,0.0,3692.1641740130226,3346.9421356354687,208.69516132118784,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1812.647257155961,22.09735867898265,0.0,244.36341307770948,0.0,4436.86684713151,0.0,0.0,440.5086229081885,0.0,0.0,1.0,0.0,1873.2599170701465,0.0,0.0,138.24,9.216,12.0,4.0,2.0,0.0,0.0,1.0,17678.24689996193,719.2006083124996,0.0,196.1374791356843,0.0,1.0,0.0,2.0,1.0,2.0,1.0
23,4423.68,0.0,0.0,4202.496,221.18400000000003,0.0,0.0,8985.600000000002,230.40000000000006,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6485.73741022194,0.0,0.0,0.0,4928.111925473758,256.3641563241379,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,3066.7912922941077,0.0,0.0,211.36945127907177,0.0,3519.2351826945783,0.0,0.0,528.3991750157716,0.0,0.0,1.0,0.0,1882.4145912185018,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,20556.86677601539,0.0,0.0,239.7062912959345,0.0,1.0,0.0,2.0,1.0,2.0,1.0
24,4423.68,0.0,0.0,4313.088,110.592,0.0,0.0,9100.800000000003,115.20000000000003,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5418.76619455714,0.0,0.0,0.0,5989.70840432413,545.2731832555535,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1768.363444120003,0.0,0.0,433.61851876098643,0.0,3974.428599915057,0.0,0.0,397.33535355589004,0.0,0.0,1.0,0.0,1653.749310398755,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,20992.080485693514,0.0,0.0,202.75167641819363,0.0,1.0,0.0,2.0,1.0,2.0,1.0
25,4423.68,0.0,0.0,4091.9040000000005,331.77600000000007,0.0,0.0,8640.000000000002,576.0000000000002,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6411.847774118527,0.0,0.0,0.0,5175.465285897774,1083.1936032346657,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2186.80960293943,0.0,0.0,229.19478988513066,0.0,3437.1430004506174,0.0,0.0,869.1037326185606,0.0,0.0,1.0,0.0,1762.4526858520442,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,20626.866975698125,0.0,0.0,332.2240033816364,0.0,1.0,0.0,2.0,1.0,2.0,1.0
26,4423.68,0.0,0.0,3833.856,552.96,36.864000000000004,0.0,8524.800000000001,691.2000000000002,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6664.683032638062,86.10270169822992,0.0,0.0,4716.720329119407,1757.6353426465512,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1499.8077717200404,0.0,0.0,350.4979341204873,0.0,4362.577636291751,0.0,0.0,485.0088226403014,0.0,0.0,1.0,0.0,1957.27235629171,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,24952.54021008876,0.0,0.0,196.92286583764098,0.0,1.0,0.0,2.0,1.0,2.0,1.0
27,4386.816000000001,36.864000000000004,0.0,2322.4320000000002,1437.6960000000001,663.552,0.0,5529.600000000001,2534.4000000000005,1152.0000000000002,0.0,8985.600000000002,230.40000000000003,0.0,0.0,6451.0,0.0,0.0,4334.099125248784,1157.5258868818087,244.2742198905521,0.0,2447.5677278758494,2289.263990052966,297.61481558802626,40.45329689178882,8.0,4.0,0.0,0.0,1.0,0.0,2959.614914587441,0.0,0.0,315.63179915754085,0.0,5370.619823698886,96.94718571301959,0.0,368.9265615941621,0.0,0.0,1.0,0.0,1654.9844292902362,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,18443.776820953666,205.21483037296287,0.0,221.6220534888696,0.0,0.0,1.0,2.0,1.0,2.0,1.0
28,4423.68,0.0,0.0,3096.576,1179.6480000000001,147.45600000000002,0.0,6336.000000000002,2764.8,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,5805.9,645.1,0.0,6043.064371573651,271.1173776263487,0.0,0.0,4457.650808886341,1825.5348210970164,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2193.1588668244744,0.0,0.0,231.3585621318439,0.0,4894.97944640847,0.0,0.0,549.2462182911601,0.0,0.0,0.0,1.0,1904.4215568884974,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,23740.599747347176,646.3504732455187,0.0,177.38155497995785,0.0,1.0,0.0,2.0,1.0,2.0,1.0
29,4423.68,0.0,0.0,2506.752,1622.016,294.91200000000003,0.0,5644.800000000001,3225.600000000001,345.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5428.019980523103,982.5230118754865,0.0,0.0,2894.9894483651387,2341.2645611682833,70.13905386041294,126.99767731476857,10.0,2.0,0.0,0.0,1.0,0.0,2121.5649537669688,0.0,0.0,378.5231763043339,0.0,4246.58221193777,0.0,0.0,647.026974538178,0.0,0.0,1.0,0.0,1934.732135816658,0.0,0.0,145.6128,1.8432,8.0,8.0,2.0,0.0,0.0,1.0,22340.47783949737,0.0,0.0,265.1785871370514,0.0,1.0,0.0,2.0,1.0,2.0,1.0
30,4423.68,0.0,0.0,2248.704,1290.24,884.736,0.0,4953.600000000001,2419.2000000000003,1843.2000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4230.338119365189,1419.6551836116646,97.2678176447895,0.0,2618.053484718812,1820.6097707883414,552.8039947404683,72.50799163811399,8.0,2.0,2.0,0.0,1.0,0.0,2186.648517204024,0.0,0.0,287.04997341862355,0.0,2893.279874677503,0.0,0.0,554.5968094099726,0.0,0.0,1.0,0.0,2515.8489974309714,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,32069.451920010026,0.0,0.0,298.10092084347207,0.0,1.0,0.0,2.0,1.0,2.0,1.0
31,4386.816000000001,36.864000000000004,0.0,2469.888,1400.832,552.96,0.0,5414.4000000000015,2764.8000000000006,1036.8000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4349.631204805865,729.1755719629743,0.0,0.0,4132.679075107656,3909.076362737195,160.107162831692,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2005.1574066052735,0.0,0.0,327.9872423819061,0.0,3353.635223297143,0.0,0.0,508.17635345326687,0.0,0.0,0.0,1.0,1958.018424187791,0.0,0.0,143.7696,3.6864,16.0,0.0,2.0,0.0,0.0,1.0,18000.867458289897,341.3490042204314,0.0,257.4939005623177,0.0,1.0,0.0,2.0,1.0,2.0,1.0
32,4386.816000000001,36.864000000000004,0.0,2064.384,1032.192,1327.104,0.0,3571.200000000001,2995.2000000000007,2649.600000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,3752.180732458754,2208.179722387316,110.27910105758536,0.0,3387.0637542155255,3245.1537454423374,1191.408179490628,128.67548989407263,10.0,2.0,0.0,0.0,1.0,0.0,1771.2448527507847,0.0,0.0,394.50516444901376,0.0,4403.172951960283,0.0,0.0,512.4212584826705,0.0,0.0,1.0,0.0,1641.9650692927125,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,16718.442849485633,0.0,0.0,189.80455256532085,0.0,1.0,0.0,2.0,1.0,2.0,1.0
33,4423.68,0.0,0.0,4165.6320000000005,258.048,0.0,0.0,8640.000000000002,576.0000000000002,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6064.386575733783,0.0,0.0,0.0,4503.009122512546,634.1710932015308,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2000.9039900014182,0.0,0.0,326.37483565764626,0.0,3360.5656753651856,0.0,0.0,531.9786215353739,0.0,0.0,1.0,0.0,1422.5750566538663,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,24221.133648663745,0.0,0.0,180.16005674865391,0.0,1.0,0.0,2.0,1.0,2.0,1.0
34,4423.68,0.0,0.0,3907.5840000000003,479.232,36.864000000000004,0.0,8064.000000000002,1152.0000000000002,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6704.762516401906,261.49728959763416,0.0,0.0,4036.569943483317,1616.829034521003,0.0,0.0,8.0,2.0,2.0,0.0,1.0,0.0,2796.5052999299937,0.0,0.0,302.26739940058354,0.0,3728.079212955132,0.0,0.0,486.9062631390622,0.0,0.0,1.0,0.0,1757.891608034516,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,21018.321831162557,0.0,0.0,242.1326041619345,0.0,1.0,0.0,2.0,1.0,2.0,1.0
35,4423.68,0.0,0.0,2691.072,1327.104,405.504,0.0,6105.600000000001,1728.0000000000005,1382.4000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4546.803472852693,477.79142788147635,0.0,0.0,2156.8075548267548,3145.115446218204,445.0110948195255,109.75610093250486,10.0,2.0,0.0,0.0,1.0,0.0,1437.0793442960485,0.0,0.0,497.33640172593584,0.0,3748.5885926429814,0.0,0.0,652.4597728356714,0.0,0.0,1.0,0.0,1795.5623790211012,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21145.15365155456,0.0,0.0,171.6224541569128,0.0,1.0,0.0,2.0,1.0,2.0,1.0
36,4423.68,0.0,0.0,3022.848,1032.192,368.64,0.0,5990.4000000000015,2419.2000000000007,806.4000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,322.55,0.0,5377.953820570269,1016.3190715322294,0.0,0.0,3347.2424915805254,2037.436672082777,75.53830845816206,37.76915422908103,8.0,4.0,0.0,0.0,1.0,0.0,3146.9788020524543,0.0,0.0,267.9518913340593,0.0,4367.898789754052,0.0,0.0,870.5009891402535,0.0,0.0,1.0,0.0,1838.9468627352392,0.0,0.0,140.0832,7.3728,12.0,4.0,2.0,0.0,0.0,1.0,16841.0441773757,786.3851281138001,0.0,239.5941954295585,0.0,1.0,0.0,2.0,1.0,2.0,1.0
37,4423.68,0.0,0.0,4313.088,110.592,0.0,0.0,8755.200000000003,460.8000000000001,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5937.187889227246,0.0,0.0,0.0,4558.605738987084,397.8248746544724,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2328.821561729089,0.0,0.0,296.65433220563796,0.0,5257.751311085844,0.0,0.0,506.0879590540159,0.0,0.0,1.0,0.0,1961.917377513357,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,30467.854664643586,0.0,0.0,322.70013144623255,0.0,1.0,0.0,2.0,1.0,2.0,1.0
