dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b
699,0.0,50798.011548890754,65282.10410312992,0.0,0.0,29805.878391142618,145427.29899412132,7335.294763905873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.25721003445764,59.08001962791344,0.0,0.0,18.411001612334612,88.1922185737814,7.335372889152887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.0,44387.30486385419,70347.86447167333,0.0,0.0,35575.276149511905,66670.88835398566,12050.231693735877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12433.337353266365,0.0,47.9212329987481,0.0,0.0,0.0,0.0,35.15237191894418,47.2513950107479,0.0,0.0,21.887439132445103,55.35835359821181,11.29315232692652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.807924738077852,0.0,0.07813375152740264,0.0,0.0,0.0
701,0.0,46545.2473909553,86375.94731436778,0.0,0.0,18738.21422593657,80298.1589322251,12307.195725518108,2013.8781059628793,1.6988511230057124,0.0,0.0,0.0,0.0,0.0,618.1878943409837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.08222138199603,59.78028034451638,0.0,0.0,20.807085932829377,54.87955581681719,14.48238325211688,9.884493540302783,0.00858244076232892,0.0,0.0,0.0,0.0,0.0,0.9617877295580394,0.0,0.0,0.0,0.0,0.0,0.0
702,0.0,35138.91622628183,43152.82801705349,0.0,0.0,4126.528093258889,33754.10217444587,11654.327648917748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.8478324387534,11331.344921786298,0.0,0.0,0.0,0.0,0.0,0.0,28.01344952613708,33.13262505490609,0.0,0.0,2.7990963089513645,33.188470056097806,5.99859851837968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6007008711554279,14.821642123463665,0.0,0.0,0.0,0.0,0.0
703,5148.908032319889,53572.585044702886,109377.79530383613,27662.004996213618,0.0,66074.87126918661,233870.75723794673,38170.496294166944,4423.854596472245,0.0,0.0,0.0,0.0,0.0,0.0,1067.837358556977,0.0,0.0,165.92510434652013,0.0,0.0,0.0,4.937551876749323,68.64624597927919,63.44123284349152,26.651196275560245,0.0,43.81368149116763,188.64170251526397,24.64083680471615,1.6244796516247522,0.0,0.0,0.0,0.0,0.0,0.0,2.047023425982022,0.0,0.0,0.08685127160760274,0.0,0.0,0.0
704,4920.545669038731,75823.64881991652,110517.23944121292,7075.556679248838,37978.07064849809,46830.54892490624,149391.03726880692,11624.704932305576,0.0,1.5595076602584566,0.0,131.33507809892845,127.12019852083863,49210.47976315187,111.64039739902518,10132.701890039327,19493.837357215438,0.0,1228.3105823233807,0.0,0.0,0.0,4.7395805323003035,83.19639836367101,86.65530746602991,4.43863263305592,57.40272559591831,48.32919254136971,106.90422223688523,14.912252522061022,0.0,0.001974417621296253,0.0,0.17419971135210674,0.0979711113370671,12.302159713349088,0.12396525013936074,12.408114243837224,22.22670687809741,0.0,1.6949300574701067,0.0,0.0,0.0
705,0.0,39364.970561601505,58814.72727715345,0.0,0.0,38232.0356752129,237119.44972978337,12769.325493971292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.20835207970003,53.926253035920794,0.0,0.0,43.33168993553835,124.38947114052891,6.694726925886149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,1310.9142236842908,72567.6579428983,84218.18630350861,19121.426593909717,0.0,44021.74237929488,105844.26101132944,0.0,0.0,0.0,0.0,0.0,0.0,44838.89448190969,0.0,0.0,9478.341065060387,0.0,112.65954531960459,0.0,0.0,0.0,1.906230199396283,57.05682717501347,65.30268309758115,17.618318297314893,0.0,45.742128127063,104.57364880189343,0.0,0.0,0.0,0.0,0.0,0.0,13.765012826509112,0.0,0.0,10.658489473602911,0.0,0.18556221690292923,0.0,0.0,0.0
707,670.7520434006846,76768.21742137817,129000.13400473332,9077.519185095758,0.0,24060.7385921505,165800.76188921017,20250.91543613882,2907.687501464489,0.0,0.0,0.0,0.0,0.0,0.0,2184.3660277210674,28878.519416221534,0.0,115.21732417892576,0.0,0.0,0.0,0.5935818261584211,60.03394951348954,88.927330308973,8.274497824140566,0.0,22.618979794632587,140.8440434899684,13.877523804826858,0.8486161125766066,0.0,0.0,0.0,0.0,0.0,0.0,3.433034727284576,41.24908281985323,0.0,0.10107004977129053,0.0,0.0,0.0
708,7134.489666308738,72112.65231186598,114338.07290765828,22826.81003312734,5212.131794128429,74538.00816937958,182469.83691481518,34199.15803634369,15211.560895049903,4.462215011530888,111.4268670083142,75.15738632034925,0.0,39644.520262545855,113.02470072221851,5523.153024610037,21217.787793137762,0.0,2188.402467563993,0.0,0.0,0.0,6.059117195740095,113.17975562106291,129.76742510297956,16.545236878874782,12.06937671576411,74.06454684649569,129.5869591054571,35.21934627539714,0.17713779600949367,0.015606264683829503,0.015132109591032568,0.057346083780239886,0.0,18.3802217087069,0.17788832556724282,8.34218975506193,22.562847294145094,0.0,1.514161502230793,0.0,0.0,0.0
709,0.0,42703.34199390747,70126.54830679491,0.0,0.0,35997.51634733085,106864.582577146,0.0,0.0,0.0,0.0,0.0,0.0,37546.199477714166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.20570017112659,52.52743262063541,0.0,0.0,48.06428063410796,74.70470329547902,0.0,0.0,0.0,0.0,0.0,0.0,18.32959896585802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,1707.690875831216,64771.16265258833,101186.17045663869,0.0,39676.77621287242,40732.15400437421,200472.746286782,20676.269575917548,0.0,47.056013478298645,0.0,120.15530196458741,151.770579965721,42918.02141505699,396.436662920529,9539.638548246212,18124.10824060438,0.0,2125.211689586694,0.0,0.0,0.0,2.22452197489499,67.92206426243881,82.46864908118656,0.0,50.08243411846876,20.889737902968715,187.75395235703263,11.564323528374896,0.0,0.07124395751815671,0.0,0.2133763717399597,0.17709281540459845,11.478004339172058,0.3128883365371241,10.36592835030574,28.215243692085423,0.0,3.102861211122483,0.0,0.0,0.0
711,0.0,60759.08391859276,87388.2409423484,0.0,0.0,46816.257810875824,168388.60992342618,11229.104356334863,844.8734948361555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.929424699358165,82.20878406594504,0.0,0.0,36.14559320416352,105.99849336613619,5.719195961521898,1.2634645190925913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,916.981769730191,47552.1884862843,73118.50867712617,0.0,0.0,7758.329744038132,149540.98601540545,8657.720556992685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45005254831043856,43.51373399760207,54.15796781797172,0.0,0.0,10.474834875792995,103.0310268421114,9.78574108501174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,1709.4773404530872,47110.35992049795,72034.5614186921,0.0,3020.667959812507,57019.163415252086,152971.66328105723,12393.216849415516,3154.557165417144,2.157790569308176,67.69973482452977,26.014673276703725,122.20096467467951,47215.94070428091,0.0,5004.538432358957,16144.47528288934,0.0,509.22720668521583,0.0,0.0,0.0,1.2893792727882154,60.74186249601048,72.74638492587133,0.0,5.6943929217436935,32.06889248414673,156.36002604233755,16.370872658375845,2.60982731696596,0.0024693660389686163,0.025716727911673763,0.02205465019370416,0.3016250255942731,10.800448624592764,0.0,4.617029444203902,22.38917673438065,0.0,0.7426588797061799,0.0,0.0,0.0
714,954.4357061857888,69820.46571855327,93053.20784884211,0.0,20229.356639253332,43643.32535013894,92719.34239037584,9553.01479408556,0.0,6.278300451431127,0.0,0.0,51.87476141500099,54060.98706680827,101.3583958068856,4019.5539077252606,19048.016905641198,1624.6010637343304,443.700857327279,0.0,0.0,0.0,0.7721480082636067,58.84992908582893,71.51841143585959,0.0,32.920998619362486,35.49601075372346,88.36331479730363,3.2661948799401497,0.0,0.0497034029501211,0.0,0.0,0.03791769422132022,25.02513672510214,0.15819221059367708,4.779426875346603,28.05773212055466,1.1028488441818518,1.091837069516361,0.0,0.0,0.0
715,0.0,61831.662479705075,100895.85382588526,0.0,0.0,27508.151026755324,164220.44449178316,5310.074532994162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.03999372204491,82.69517265352502,0.0,0.0,21.388507855531525,91.05663572673873,8.81408602658288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,2545.2731084932484,70320.83346987933,125379.36826214829,16079.085586382982,65520.05159269749,72456.53276503203,208771.4145348925,15589.941912088037,0.0,83.57419077688932,77.35098173648629,211.13108021514097,321.73454779937657,52363.955311580765,1215.420520122801,12112.046556026282,26426.518546139974,0.0,5172.919430626323,0.0,0.0,0.0,1.6992761652873645,97.26367030074948,102.08474998206174,9.59191354137764,62.369704826408565,39.529391894236554,152.27397257392226,12.466007943507659,0.0,0.115255175031973,0.043373233864308976,0.41671112407912164,0.6021903272985349,20.88491081259589,0.5198323643700349,12.54529063775842,32.49592727345653,0.0,3.4692305512229398,0.0,0.0,0.0
717,1611.9729194972494,39130.98781803274,53492.66565951482,8503.663744702051,0.0,33518.13143364435,84467.44519285263,3195.285790170695,0.0,0.0,0.0,0.0,0.0,45572.65784958892,0.0,2359.0797237319894,18914.983996836017,0.0,139.58706494625292,0.0,0.0,0.0,1.173347536051585,28.5182801326561,46.551062848820166,3.7162665459919006,0.0,21.790875918506124,71.69387540860679,2.1353427814369867,0.0,0.0,0.0,0.0,0.0,17.363263500153064,0.0,2.357681866159052,18.569738447953064,0.0,0.0922563625059534,0.0,0.0,0.0
718,0.0,45474.92417585077,74221.06213232942,0.0,0.0,10584.97216016782,33000.600837760285,9948.405255753652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.3469308034719,0.0,0.0,433.3661280687336,0.0,10715.188229036909,0.0,0.0,54.56787120693845,58.00576131914183,0.0,0.0,6.094189827343739,32.82266828216409,5.1294771545366835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8992524714570886,0.0,0.0,0.8115055489249798,0.0,1.6311257747618124,0.0
719,0.0,45469.032542417575,84663.61391198619,0.0,0.0,30259.937560609935,138661.07333428873,11769.414409641293,0.0,0.0,0.0,21.452790410822075,0.0,0.0,0.0,1655.3660276841933,0.0,0.0,601.4896343824482,0.0,0.0,0.0,0.0,54.7836515657929,76.86803815204925,0.0,0.0,24.24279321975989,125.34148347933296,16.82015630713857,0.0,0.0,0.0,0.06746226212145257,0.0,0.0,0.0,2.4795411217863927,0.0,0.0,0.6139976425181495,0.0,0.0,0.0
720,0.0,33161.00755526143,49256.497258688054,0.0,0.0,3782.4756026049313,41608.14548570824,16992.23337836241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.3275398454364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.354730137805326,39.994945623644,0.0,0.0,5.5959591838592875,28.739404035039918,15.569452474005772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22373231842920838,0.0,0.0,0.0,0.0,0.0,0.0
721,0.0,62683.600527008035,82091.31600290877,0.0,0.0,27263.343601115717,93363.53900605533,4502.0775905362725,0.0,0.0,0.0,0.0,0.0,0.0,103.31805742144705,0.0,0.0,0.0,326.3597364925576,0.0,0.0,0.0,0.0,62.18334076084513,71.57387465785929,0.0,0.0,28.80112571384474,78.59852031926506,6.787396462363109,0.0,0.0,0.0,0.0,0.0,0.0,0.16901955065933164,0.0,0.0,0.0,0.2693033588819433,0.0,0.0,0.0
722,804.0623675077054,64825.84717343631,90207.70525753782,11934.316978006656,20148.27664632036,64335.52407204134,179632.09733547101,38327.223521900356,1214.769899470923,4.5969991722421994,0.0,33.17121332678011,0.0,44695.20479056528,0.0,2425.0957948707455,10895.059106419878,0.0,1012.6047175165327,0.0,0.0,0.0,0.5267132965490077,56.99725945001352,87.45325199096823,7.461097080815904,39.039431678805215,49.4039739529599,154.91899782362142,41.36005998450949,0.8803055379938662,0.004704595575501493,0.0,0.1350791285187793,0.0,12.961243894801669,0.0,4.168465064635985,19.134829563457213,0.0,1.053918928055051,0.0,0.0,0.0
723,819.1393649621134,54276.92935051476,80148.59960620629,0.0,0.0,26600.784297340575,69347.4758438929,12128.379518371486,0.0,0.0,0.0,62.9749225544112,0.0,0.0,0.0,684.157269098496,0.0,0.0,0.0,0.0,0.0,0.0,0.49084181571633984,41.40278781822061,58.507749158838514,0.0,0.0,21.50815012313784,49.25806251808842,0.9072047626344016,0.0,0.0,0.0,0.06448758091027224,0.0,0.0,0.0,0.8342138970337214,0.0,0.0,0.0,0.0,0.0,0.0
724,0.0,16672.47493960694,36943.57193826532,0.0,3280.508801160956,0.0,22979.571851632576,5899.896176866923,0.0,0.0,0.0,0.0,0.0,46040.68381224772,74.72454154737906,1166.2425876731004,7942.095455787466,0.0,92.58019141492265,0.0,0.0,0.0,0.0,18.720493377642097,31.436444517205466,0.0,7.2487804491953485,0.0,22.52418979438052,4.791061384025369,0.0,0.0,0.0,0.0,0.0,7.471574473047689,0.13413587341751015,1.9088476921116349,11.428022209320494,0.0,0.10134352468938206,0.0,0.0,0.0
725,3179.2112237795823,39439.356818133805,74769.12616381419,12520.985877365158,0.0,53074.152675315505,82182.022470657,12065.357801610997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3368447425994554,45.70104544119398,70.19449860858887,5.83079255194682,0.0,24.64645588121719,77.67855807286945,14.19959089385853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,0.0,62163.02476008022,109389.51484772869,0.0,0.0,19493.167095732282,169903.32852514507,38351.411273596364,559.8241563642654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9828.399655100575,0.0,0.0,0.0,0.0,0.0,0.0,61.58883187734356,70.37101850229463,0.0,0.0,13.376010148449119,128.74790591340047,20.01118566178385,7.3724253539751485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.65745137853198,0.0,0.0,0.0,0.0,0.0
727,0.0,15236.153680029654,21617.91421492157,0.0,0.0,5968.864929319586,31852.228129483774,0.0,1475.4088779052588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.74138069961778,0.0,0.0,0.0,0.0,11.638035226209492,27.088045992156303,0.0,0.0,3.6334928176730625,24.02580629321254,0.0,9.552886835950723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04622226938197502,0.0,0.0,0.0
728,1430.9003630442842,57277.49813394673,89372.21687491403,0.0,10244.031446618448,107260.3518378269,153487.69154099596,3712.0073752228845,0.0,15.88879876322017,0.0,17.277984027070385,0.0,57478.84365771812,0.0,2777.644880647842,9291.604147876791,0.0,1400.5809380955232,0.0,0.0,0.0,1.1627404182953573,60.78592306153636,75.53164823545234,0.0,8.415369170646224,47.786135725311325,103.31900357440688,11.39004719818586,0.0,0.023612381540394835,0.0,0.0348139096696583,0.0,7.557586656494732,0.0,4.111481933165701,9.045452756616452,0.0,0.9571868326778035,0.0,0.0,0.0
729,0.0,43136.70359324244,83235.25055840285,8526.396493122213,5345.6805492664425,27906.007375895264,117726.43547739886,13864.721943008568,0.0,0.0,0.0,0.0,0.0,0.0,105.4555912000556,0.0,0.0,0.0,312.2967328962934,0.0,0.0,0.0,0.0,63.409592146425865,58.654811298482784,5.5544530429410806,3.2944835827357872,23.578208122274383,96.91275692040736,13.332259351337566,0.0,0.0,0.0,0.0,0.0,0.0,0.22697859646667914,0.0,0.0,0.0,0.36356870125028073,0.0,0.0,0.0
730,0.0,51323.58683710068,76138.26640756558,0.0,0.0,40750.60303918836,139908.2638492724,11592.947294822121,1693.196330920603,0.0,0.0,0.0,0.0,0.0,0.0,747.0529053232023,10043.379406758942,0.0,0.0,0.0,0.0,0.0,0.0,58.0994522668138,59.30803917476927,0.0,0.0,37.34072530391669,160.05095734441346,6.766676882872663,0.47417682107751813,0.0,0.0,0.0,0.0,0.0,0.0,0.3192370810051,13.724068775625222,0.0,0.0,0.0,0.0,0.0
731,0.0,26699.356400309825,43303.4507048291,0.0,7618.733546458127,8242.684060956733,35499.8386613213,61303.78717934764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.4266617577741,0.0,0.0,151.59877609081713,0.0,0.0,0.0,0.0,31.69541994483137,33.5910756808312,0.0,5.6034866245120645,8.008581294294686,23.826648012171415,12.18157583862955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6728197971413823,0.0,0.0,0.1867468769550895,0.0,0.0,0.0
732,8311.72195864988,71991.64822225357,131014.10251877292,32672.989173766247,3340.0743571126254,64145.99848549999,331884.04255729594,50057.98571357092,1136.1486422901785,0.0,36.28760423445505,17.8081029656239,0.0,0.0,320.2255694660599,4830.810245543631,0.0,0.0,362.5276490783849,0.0,0.0,0.0,9.74611928851769,80.11680123438065,108.25839129624983,27.285858950645494,7.996514915806893,44.74711896224291,178.15157120171958,18.40873468876047,0.4357869013476615,0.0,0.07786242647720909,0.043014484910281856,0.0,0.0,0.4616888806214911,5.979500396346342,0.0,0.0,0.18612930251656748,0.0,0.0,0.0
733,0.0,33430.50378808818,50698.17462173058,0.0,0.0,8802.32184098807,37447.03745211685,8728.125659998605,0.0,0.0,0.0,0.0,0.0,65239.4031842507,0.0,3647.030587423538,20758.20545332373,0.0,183.02988995950543,0.0,0.0,0.0,0.0,36.513100552095395,51.961670405285666,0.0,0.0,13.724096170954915,49.32278822733741,9.742878870797217,0.0,0.0,0.0,0.0,0.0,18.192526697745354,0.0,4.069128238845419,17.601991027328786,0.0,0.30089717247673226,0.0,0.0,0.0
734,0.0,11496.266391155785,15038.290068302476,0.0,0.0,0.0,13008.795168862278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.969113232964814,10.85091974938925,0.0,0.0,0.0,10.4336295849607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,0.0,32433.611800718798,44201.36917427546,0.0,0.0,6020.614010277461,29437.3878812854,3938.1822834409945,0.0,0.0,0.0,0.0,0.0,50466.3695762238,0.0,4355.125145144644,11937.717394017287,0.0,218.95138837440751,0.0,0.0,0.0,0.0,37.04251837036362,35.80925161798042,0.0,0.0,6.274634636530786,24.563863789958493,7.824988876334214,0.0,0.0,0.0,0.0,0.0,15.457250532389777,0.0,4.471911678502613,16.831062745873613,0.0,0.2186212241415604,0.0,0.0,0.0
736,0.0,78389.16350078791,103055.76135680215,7836.347127433818,29257.057626221685,49848.58456107817,133760.80116443877,9259.61013925081,1283.7892141867908,36.476227494528914,0.0,22.193676131804395,0.0,51290.26411324661,0.0,4897.256459104499,9024.470867337106,0.0,1222.9401925281243,0.0,9660.294240683254,0.0,0.0,60.536795490201705,78.0002486574842,6.663486492891341,19.625234998109217,42.78785103705429,101.58572613353762,10.064814428552154,0.4277342013618024,0.027122740598041737,0.0,0.06638896381105396,0.0,11.18008078881734,0.0,6.995111713235701,8.271444483320526,0.0,0.7734493008871471,0.0,3.383600027336976,0.0
737,2055.186392306479,59727.011720417315,91923.8614562799,16993.7694275991,0.0,43792.55193123622,167979.08844592707,7851.455441544518,8703.246333501407,0.0,0.0,0.0,0.0,45928.6630848842,0.0,0.0,10182.758231476297,0.0,0.0,0.0,0.0,0.0,3.1376895265369695,60.27541522784033,91.17620143208987,14.087443823070782,0.0,51.69169186893078,109.8781731302015,13.704061940205335,0.5574413879484615,0.0,0.0,0.0,0.0,19.122029759358433,0.0,0.0,7.337721562871791,0.0,0.0,0.0,0.0,0.0
738,0.0,57898.73812504996,86667.48790746264,0.0,0.0,31012.88784684887,112710.0545210081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.2893778660009,0.0,0.0,0.0,0.0,5683.263066347542,0.0,0.0,56.56134947999461,54.82217388571909,0.0,0.0,22.083041798539604,68.98541168710793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45623304475174836,0.0,0.0,0.0,0.0,2.145545561883602,0.0
739,921.6403371187826,18053.43182053256,32048.286297839924,0.0,0.0,7619.577381980573,30490.67903561914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938147853566286,23.67634074603905,27.021711451973,0.0,0.0,8.010809530666444,40.505166876480956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,0.0,50058.22666779614,71206.72531143813,0.0,0.0,36346.15386983898,78320.34762041137,2908.432964944198,619.8038999922189,0.0,0.0,14.15575247114878,0.0,0.0,0.0,1684.7998062770027,11893.78398100101,0.0,106.97756481734864,0.0,0.0,0.0,0.0,51.02115822930138,73.38718160758748,0.0,0.0,20.83814666393618,51.80831420570839,5.630199390525183,1.0791516120569387,0.0,0.0,0.010695621423223013,0.0,0.0,0.0,1.520064494682605,15.209580423501865,0.0,0.23046939158711294,0.0,0.0,0.0
741,10598.276435962482,98256.26948126142,127981.20460604763,49830.59496966522,18061.147801380655,112019.25832704152,234107.25460260967,23711.13090058755,0.0,0.0,0.0,46.61469353953343,0.0,50169.25074468696,0.0,2758.5984694976646,9643.388789205923,0.0,278.17478163381566,0.0,0.0,0.0,11.027625881545054,85.41021822161166,100.78472478282681,53.4790751280229,16.60388330133968,75.11978863375022,163.0051915028632,33.11171886700614,0.0,0.0,0.0,0.02930274777622341,0.0,12.17836529534591,0.0,2.941196015744218,13.74923643719383,0.0,0.8941486009945342,0.0,0.0,0.0
742,568.6628070301118,65861.29523156503,88128.63018990523,8262.210098915839,5338.152335052014,40917.79203211977,121303.55071295635,11918.290561401907,0.0,0.0,0.0,119.6840334016082,0.0,0.0,1623.2588964824954,4511.563292652749,10943.038856606261,0.0,892.9342937888173,0.0,0.0,0.0,0.7140201079816136,65.81474855276778,74.83332546894422,11.535072764608353,22.639970344300924,50.43885516543768,101.8401497816711,13.676555634850784,0.0,0.0,0.0,0.0740868554564938,0.0,0.0,0.7141812359822668,5.862232536268308,12.941813268787904,0.0,0.6125106592214611,0.0,0.0,0.0
743,1040.234704322584,56689.85091625413,87151.03533888761,11234.041477895782,1448.6501534964923,30188.046028330064,149837.94953793348,44078.78498532308,0.0,5.904200882069118,0.0,0.0,0.0,57705.408859678464,228.70012472467462,4565.2016531166555,17780.169745579078,0.0,714.8778464622983,0.0,0.0,0.0,0.5140244832735974,55.61876131605985,55.84471726958862,12.079053986545915,3.8501902589085946,26.21419038086434,104.3000155279707,29.958271439129433,0.0,0.005176545557331454,0.0,0.0,0.0,14.668212948106797,0.2751906547827659,5.502894262090779,20.466856531286474,0.0,0.7699891385985808,0.0,0.0,0.0
744,0.0,38640.56912367863,51730.20249203333,0.0,0.0,17254.028831448202,141991.13655542088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.6604309165701,0.0,0.0,129.9196017660634,0.0,0.0,0.0,0.0,61.33966951654556,60.228360130158734,0.0,0.0,12.417490821413804,129.47574115412112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6836162830823505,0.0,0.0,0.08690548430032319,0.0,0.0,0.0
745,1687.878111921124,68531.82708324488,115062.3330348774,18117.588985094655,27705.329992068902,55622.649087489975,206200.12636044787,19572.989858878496,832.5673926899836,0.0,0.0,38.67409103239636,43.795260678153205,52319.90105315073,0.0,6175.999074674317,11244.419653222973,0.0,1244.5622912643278,0.0,0.0,0.0,2.0477099548584663,76.46835716213407,96.70876469787456,24.58383871954684,31.85901784602961,36.9981079298265,145.23159718526642,13.569222212468064,1.910508381135617,0.0,0.0,0.06815527193522018,0.06255840647373871,9.706047740820873,0.0,5.959832315331614,9.871732097233656,0.0,0.9903082600903033,0.0,0.0,0.0
746,0.0,41808.933521456434,55775.3733074334,0.0,0.0,20495.797637974545,75036.07265993321,0.0,0.0,0.0,0.0,0.0,47.91097549828372,46310.80973308763,0.0,637.6113213161234,11109.524157933047,0.0,445.2341915242048,0.0,0.0,0.0,0.0,44.20997575749067,54.73244107164734,0.0,0.0,14.937485105540025,52.01490946123615,0.0,0.0,0.0,0.0,0.0,0.18866234598478698,7.4620848009387535,0.0,0.6713718452608273,8.768347098618687,0.0,0.532005908988831,0.0,0.0,0.0
747,666.7478247400287,67247.70549252997,84845.05964102884,5107.900735631873,38564.19588152995,26923.450014188915,181528.55067972658,14005.877040881061,0.0,34.508593211885795,21.985649598844006,180.07002506645082,39.55902410104078,43923.91915150542,1465.7278783930094,7791.116236708585,30756.09539699532,0.0,3908.265623398623,0.0,0.0,0.0,0.670857964202271,48.82949024807388,57.96705238243738,7.266650045340046,89.08254676220217,15.063315950979707,129.63746374169605,5.851684547327313,0.0,0.05548869541773212,0.01832903896178264,0.24377057335046712,0.1317390371712221,14.854970725878468,0.8607665897862042,7.790319582714312,30.555205710506804,0.0,4.7280145661410256,0.0,0.0,0.0
748,781.1214835757297,77332.30820598979,110068.26899490728,0.0,1975.795573787954,51679.45245046067,227625.12445820653,12305.062062957499,0.0,0.0,0.0,0.0,0.0,33109.260934083846,273.93891883078754,5308.322419522993,19300.820569368716,0.0,620.0211562769996,0.0,0.0,0.0,0.4328801995014101,65.47195102194267,63.84308844826486,0.0,5.369402316773891,68.28514561813945,127.80708720816327,15.496277016485205,0.0,0.0,0.0,0.0,0.0,21.682265466581853,0.2910682893968594,7.405066453003662,15.458271266536965,0.0,0.9218603928714832,0.0,0.0,0.0
