dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b
20,1930.8708929701347,51544.864038170825,69925.82375636796,0.0,0.0,15109.090345691297,134017.69170839,40300.16727070722,0.0,2.3023605175064557,0.0,18.395393887155485,0.0,30706.89413883687,0.0,1078.4788153391564,16799.404604371928,0.0,2091.140463031533,0.0,0.0,0.0,3.3064362487198102,37.07664184254645,52.62989471278258,0.0,0.0,11.856815773227888,170.58400716233885,18.5330339437594,0.0,0.0007714723947754713,0.0,0.02034168879144257,0.0,17.967426947014925,0.0,0.5368923437730585,24.381217438463736,0.0,0.3158190106889832,0.0,0.0,0.0
21,0.0,51728.343600440705,84906.00385815764,0.0,0.0,23637.020227508638,55025.65334945051,10162.408829725475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.153467620097054,57.358121109317004,0.0,0.0,22.01998458901772,46.23058730902115,7.778576604804905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,10610.234821754628,74558.19885501418,96121.92182898417,40444.03561695735,43974.09458650135,66343.7999724489,209020.61045994953,14438.303272062898,1714.1102490347794,205.51391543072225,101.93235508614103,477.07205818732825,190.38808902828907,61020.088161694184,4353.802874826449,18421.89407336113,32433.1707546091,0.0,3756.9768484127767,0.0,0.0,0.0,11.027221262769103,74.91936556143864,79.81000506192575,34.50775942073067,46.5389637078481,46.662234207729284,164.13734239634954,14.91765236468535,0.307415117478147,0.3004687959921186,0.051542359429635566,0.5928073767764984,0.17938912013903027,14.622639493076342,2.4375739910879712,21.204027828617903,32.9581520767096,0.0,5.137795543530651,0.0,0.0,0.0
23,0.0,35116.411164361205,57368.5030064551,0.0,0.0,13547.859566197572,80661.28300911665,7615.949124897957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.463763964324244,47.41320522948445,0.0,0.0,8.975975401063515,40.393188312449915,10.092564606157682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,746.5768280351666,38878.49264468829,41765.82033342571,0.0,0.0,9955.738380985413,67703.04575126151,3773.0566490593637,1688.1838173572237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13298.937780396596,0.0,79.75332181878277,0.0,0.0,0.0,0.9742293821393762,36.204962186905526,25.78825680161229,0.0,0.0,18.763047300248203,36.029649723006486,11.534977148603273,18.440080553274335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.428728201712337,0.0,0.05367157490628912,0.0,0.0,0.0
25,1608.595701183829,46117.96272460973,89703.88409508886,5863.955755396296,0.0,30119.385203525053,121512.96132054675,9730.538805559278,0.0,0.0,0.0,0.0,0.0,48692.06083692848,0.0,0.0,12240.694664594746,0.0,72.4458667668018,0.0,0.0,0.0,1.7679441497849433,65.18541683708841,53.859599546476105,4.07297404140117,0.0,20.10417150223042,96.11583627480853,13.460751398747842,0.0,0.0,0.0,0.0,0.0,21.06168028559268,0.0,0.0,19.472046562315434,0.0,0.5524880072284527,0.0,0.0,0.0
26,0.0,36239.49656778002,57806.85893186853,0.0,0.0,9915.389798118409,28903.503035022553,8855.374230889749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.49187469481706,0.0,0.0,30.53342978677008,0.0,0.0,0.0,0.0,32.966065557537235,59.20679696974215,0.0,0.0,18.946009311965128,38.18424859245955,13.75038932462618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17494802012116217,0.0,0.0,0.10820348986765979,0.0,0.0,0.0
27,0.0,39495.88963754242,79308.8621569248,0.0,0.0,8129.926806896548,44527.49403321429,6953.155426035095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.91096337829817,58.63181531440695,0.0,0.0,2.3691589094072345,46.428302043129904,12.696440004647306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,59915.97720389851,75741.21474114766,0.0,0.0,15222.525909768417,85449.02060648998,0.0,0.0,0.0,0.0,0.0,0.0,55653.52513085391,0.0,615.1081129616787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.73105449587783,53.09130170268659,0.0,0.0,18.976265963121,59.98505320155274,0.0,0.0,0.0,0.0,0.0,0.0,21.652272674061564,0.0,0.5154651017883589,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,27595.02237202118,43997.66783416725,0.0,0.0,3283.0322594373597,20836.813706780533,3106.498056027036,2620.474287894336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.047168334106978,39.17957091213949,0.0,0.0,4.726125914017894,20.00093219204267,4.657419277345432,1.371556736169702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1482.5581784757137,31235.57146692109,63314.86515485814,5621.94676677271,0.0,18838.3642601522,42816.93416573921,7920.957810900441,0.0,0.0,0.0,0.0,44.1724429358778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1534821800753963,40.86662652919614,43.67014784250395,5.069341366238286,0.0,14.572959335465868,26.872543769689734,15.463809783225443,0.0,0.0,0.0,0.0,0.09237603295424096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1577.1645822771002,53588.2885138751,104448.68036491261,0.0,0.0,44202.10775257103,195817.6436449606,33396.24425686504,0.0,0.0,0.0,0.0,0.0,57657.75471204107,0.0,2080.4180715991865,21987.103247905616,0.0,221.20053397167183,0.0,0.0,0.0,2.0734067352016234,48.47295259492752,89.8145366535009,0.0,0.0,39.62718542509954,168.7752713122806,23.08701806820238,0.0,0.0,0.0,0.0,0.0,16.155749763451784,0.0,2.656885791829831,18.390135884358788,0.0,0.3281643942995742,0.0,0.0,0.0
32,0.0,31019.75664206926,46650.162213775584,0.0,0.0,8543.006483207393,44447.06488320319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75550402010228,38.219515849411465,0.0,0.0,4.9245026099035085,41.19850198320215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,48408.738480885244,86780.53291096845,0.0,0.0,64099.845435265015,78953.1245897653,22984.617112833814,0.0,0.0,0.0,0.0,0.0,63180.84397281471,0.0,675.4231992399798,10166.391788864606,0.0,132.70093978983672,0.0,0.0,0.0,0.0,40.36666907182299,60.84816415335726,0.0,0.0,20.25816607745976,63.62800418413132,37.59361513916382,0.0,0.0,0.0,0.0,0.0,17.69941767175906,0.0,0.47095084097830686,18.241654211246686,0.0,0.2848859132689153,0.0,0.0,0.0
34,0.0,34295.4730630735,43554.22716640319,0.0,0.0,13579.088655149666,54768.9074660926,5864.748147407712,1775.0917900383165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.024747274305454,36.93926208050181,0.0,0.0,13.38687698774433,39.285706454094196,11.961144064552835,1.9243272018191289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,61150.331535633115,41215.96366957214,0.0,0.0,67109.00604822542,105737.65958693612,0.0,0.0,0.0,0.0,0.0,0.0,47185.638011428,0.0,0.0,0.0,0.0,126.9751180156755,0.0,0.0,0.0,0.0,33.77489042277122,31.08921667198558,0.0,0.0,14.767676397762965,98.10378819935667,0.0,0.0,0.0,0.0,0.0,0.0,21.75977474911575,0.0,0.0,0.0,0.0,0.1506529705482654,0.0,0.0,0.0
36,3531.902057311884,68803.70067376706,94329.69544481019,0.0,19321.064437817935,30305.234342916923,185405.0727516275,20893.895257532356,0.0,0.0,58.63990187323094,0.0,0.0,57242.13912330587,0.0,6998.146360495668,8857.170926641744,0.0,393.08312759301225,0.0,0.0,0.0,3.0821075382923846,64.46817022161622,68.59638039720004,0.0,37.76602682434465,27.97106580253617,138.49808448565486,15.083759949595573,0.0,0.0,0.08163994540531656,0.0,0.0,8.045814619345881,0.0,8.28442741970256,12.169166245946178,0.0,0.4508524084001416,0.0,0.0,0.0
37,3167.433728546456,68470.71923002656,101628.70245753787,8692.00770598415,3787.1071155580416,44857.70603599415,82449.75686330862,11251.85079641448,0.0,0.0,0.0,80.58884378698514,0.0,0.0,1553.0965523719794,5230.981389223093,17683.11101340753,0.0,718.411287154335,0.0,0.0,0.0,2.637468213047292,58.110038531833425,62.45315823981887,9.067956990416297,2.940013154740089,53.974782548378485,90.92066611041139,12.818445644511543,0.0,0.0,0.0,0.057205515684094,0.0,0.0,0.8899238944501069,6.940560001978116,17.719753338776833,0.0,1.0882453193853932,0.0,0.0,0.0
38,0.0,19759.181990268313,36183.15881791782,0.0,0.0,518.1302638066355,14512.504542073479,0.0,0.0,0.0,0.0,0.0,30.403028310239097,0.0,0.0,710.0230253635627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.231185148124384,33.79085197901858,0.0,0.0,0.07021232087138907,18.271146664614058,0.0,0.0,0.0,0.0,0.0,0.02367083820827291,0.0,0.0,1.036701831703955,0.0,0.0,0.0,0.0,0.0,0.0
39,2427.348544518323,62814.11992579632,109058.49448258869,10218.372073897253,76944.94938840516,74700.3679163402,200525.31939403634,46867.185409865226,0.0,56.48654362669057,4.469778204022277,192.3528086678523,0.0,43560.186961563384,2991.995263005545,10486.881847229753,18185.190291477502,0.0,2356.256419042968,0.0,0.0,0.0,2.7913949197119705,73.95146545489797,86.12675393142172,5.974442459162999,38.77591878647927,49.094114921682745,176.99328398700268,43.04634903544812,0.0,0.06204132106365509,0.03872110617329904,0.36421693277792533,0.0,16.75618004324356,1.235629374477841,13.345273502425242,20.390733161726388,0.0,1.1866201383480515,0.0,0.0,0.0
40,589.8218738138534,44821.8505162228,60290.617222649795,0.0,0.0,19823.40720503348,128942.2854244185,8070.382067843198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1074522621359868,32.82897965252804,50.590753739380915,0.0,0.0,15.711338507068792,103.72663559274471,14.16513030689828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,37808.35488341283,67544.06632296855,0.0,4134.615239601519,32385.37952977577,94780.17157249711,8446.496317100096,0.0,0.0,0.0,0.0,64.27415821484973,0.0,0.0,3186.727405765248,0.0,0.0,201.4589682926652,0.0,0.0,0.0,0.0,46.92356221560247,54.91906002274192,0.0,3.629861917038568,18.333890785742806,82.9871861001965,2.04717677321192,0.0,0.0,0.0,0.0,0.051133099109080114,0.0,0.0,3.682852617330566,0.0,0.0,0.13435929574888078,0.0,0.0,0.0
42,0.0,54725.26098051021,83375.40015521873,0.0,0.0,36977.823872355875,130334.96100742863,14808.495425836038,0.0,0.0,0.0,0.0,0.0,47888.320866581926,0.0,596.9844959660805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.27088549050418,70.33501255975541,0.0,0.0,31.67394608469937,115.6364869821551,14.507449096827298,0.0,0.0,0.0,0.0,0.0,6.311803132746599,0.0,0.6484848178172223,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,45459.228764571875,70405.62797135871,0.0,0.0,15443.26232260475,70371.89528658311,0.0,2398.8858816630814,0.0,0.0,0.0,49.562747680777505,0.0,279.0776986139665,1037.0231763728857,10817.194694742684,0.0,269.4909898307241,0.0,0.0,0.0,0.0,50.279700710706024,71.21218274181723,0.0,0.0,12.12115890139347,36.76128749464145,0.0,0.41442057748630573,0.0,0.0,0.0,0.03982522128802447,0.0,0.4073973235388888,0.3699099727418256,13.039857547152632,0.0,0.12154338165301545,0.0,0.0,0.0
