-,repair_cost-,repair_time-parallel,repair_time-sequential
0,301376.80064130615,117.39872993009814,250.28710330828272
1,139133.5416141588,57.93697667497572,96.69772162253034
2,639748.9631355719,220.9189689857296,476.94496371665116
3,323179.3562731714,84.21881610972497,263.53088102119005
4,498477.5006732516,137.59859826867634,341.0410790121719
5,557565.4049257995,162.973549757616,421.64057587362004
6,601875.2873152924,168.45262758241302,479.83952785070977
7,328221.9231436088,117.5587076863539,255.1425130272844
8,177357.07509733242,103.23052950843253,165.26141580514116
9,474438.637113043,170.60896530068564,384.53840035328017
10,554661.5163441773,172.47630790967762,445.6528381503558
11,194484.9995985323,122.14919461170707,212.98218263807104
12,333906.6571094668,120.7922394866743,319.373179409229
13,207820.04671885943,91.22688498821081,181.8486274587145
14,344450.80324491253,140.24877839811603,296.1075178626138
15,222230.76934956285,68.10504493530917,113.62837966943712
16,431393.4815175853,211.30851940258157,393.78664492182827
17,389412.72073661507,158.30893424059192,331.4333828172298
18,220925.1240108757,74.74322199129887,169.849769328279
19,288234.6649154349,105.74013551401585,212.2197045010126
20,392664.7055750459,126.4014782612347,308.97523523273566
21,281414.2279608645,145.08263827164677,248.86085640971515
22,546072.0102432135,162.83874963482427,508.2094155525489
23,369530.9770802751,178.56064174448682,302.7420780267886
24,130803.90435768837,61.149177711719204,134.12990272863252
25,185029.2851440607,89.41669928282012,141.3526243952722
26,304130.9439526303,105.47526512570823,223.29573080902716
27,632086.3708099981,216.49503747449708,515.65933198842
28,523226.96764424106,155.71367316155585,469.87882967226096
29,306178.6738339338,114.70126148369752,277.2402629371803
30,247141.46846571792,85.99223620709004,200.74852063857162
31,385450.11747863505,151.87873749387995,315.5798739770429
32,193293.40434283117,94.18673182539489,184.14919486883903
33,131054.96102163212,74.5271786387487,147.21408152258658
34,505109.61830069683,168.20712500374574,403.0645512106521
35,357899.6503934962,137.95488012149372,291.4676495140241
36,442998.2785966153,217.78735384301993,413.61238625158194
37,480749.0420864008,146.93841694101963,328.6573307355112
38,398111.2552112978,126.41704532575375,305.42761578639386
39,259498.54879161878,83.46112057826338,200.56841484696443
40,212132.15407907916,95.7549542207679,176.27611067280642
41,469734.97491513,122.68119677446124,380.87957555880166
42,562846.104049541,180.52085282695643,466.96437495236387
43,794454.5767287015,182.54752669968298,551.1098819531201
44,70656.11687807152,35.6147697608305,58.99693740207382
45,567091.1386510509,204.50310252992452,477.3872234682792
46,528190.3009442143,244.02903826199565,447.945594699497
47,135603.2867884173,68.15220524747099,111.39336770128385
48,390596.1360269398,129.49296841623166,265.27823630403185
49,160271.5696709017,76.98691618309027,124.35722898338118
50,285920.7597793884,96.04597721370399,230.61747527578206
51,151081.00833998751,74.77154173820831,144.37766494390635
52,209845.3496752923,117.94129736713649,193.54550759936092
53,550038.5724561336,160.58668849688962,352.399114831647
54,316980.8951501402,191.5863628734068,286.22190595781376
55,295662.2590589186,89.94950630326295,188.04023032398143
56,298899.29895030597,102.54480093406325,252.0877727292326
57,340175.8789278956,129.77665858173083,313.6952241094439
58,387054.5723194346,128.34680653598954,317.96159609047146
59,221841.00129222954,100.551514735847,191.67901738385123
60,125059.39807734739,61.05337883736794,114.71733009798065
61,460234.3284040295,145.6679701986643,351.357129280616
62,214659.30829548487,61.623753402762794,141.60397189665923
63,702667.3168918906,189.3596379570834,546.0735538573279
64,649979.1405118082,255.38809483200188,584.8952428405784
65,248785.71599558822,114.9328904125741,216.43287839257127
66,374314.9606657938,112.33365946551551,279.88958399522625
67,338377.3399438661,121.00375572518954,285.75789834602705
68,167735.13648666293,92.6552899787049,203.97364996405574
69,475671.1920673892,159.83553722666977,408.5829541821497
70,422504.40806738695,148.93041119780221,335.59661141749956
71,271944.11844757036,99.37990093221586,225.59980609802457
72,239149.45612247902,94.15398667311372,173.9015919866319
73,480622.08545647044,234.79092571721617,443.39791689011696
74,297332.2772659051,90.96824699288993,184.68626209120376
75,501126.70518973004,204.83541530703286,418.5448850169455
76,311667.4268604268,111.27013130103474,233.39627711939437
77,207733.10351832185,111.05399169767931,208.20688090759342
78,233872.38867012042,108.0932432344227,207.73939691539576
79,607872.4850376785,181.39113977263608,428.2500766588322
80,238540.66507774495,83.37026637412617,221.09915782955414
81,288205.7002488323,106.6767862157295,217.2444474204056
