1	19	1	19	1	19	1	2	9	2	9	1	19	1	19	1	19	1
16	16	16	16	16	16	16	19	19	19	19	16	16	16	16	16	16	16
1	19	1	19	1	19	1	2	2	2	2	1	19	1	19	1	19	1
16	16	16	16	16	16	16	19	19	19	19	16	16	16	16	16	16	16
13	19	1	19	1	19	1	1	2	1	2	13	19	1	19	1	19	1
16	16	16	16	16	16	16	19	19	19	19	16	16	16	16	16	16	16
13	19	1	19	13	19	13	1	1	1	1	13	19	1	19	17	19	13
16	16	16	16	16	16	16	19	19	19	19	16	16	16	16	16	16	16
