-,repair_cost-,repair_time-parallel,repair_time-sequential
0,7133157.968672332,729.6520743728563,729.6520743728563
1,1606229.5574202472,527.3250731949055,1445.9972173380543
2,954973.2766099484,308.3834136299819,776.9108434445118
3,636265.2578038641,271.34480143322315,532.0861340247839
4,7133201.548129133,729.9845963394309,729.9845963394309
5,932002.0839884715,415.07737960139815,719.2080617440741
6,7133160.771730151,730.1060618033187,730.1060618033187
7,1245151.185816498,443.3926315686203,972.6604445296873
8,1712727.3199697153,598.3155635861169,1412.5569481561035
9,1527160.170709664,525.5216544068467,1462.97896637679
10,7133168.363335088,730.1585643028528,730.1585643028528
11,1553318.9478598775,597.2705996442866,1328.630906502091
12,1325141.7231696672,464.0488226369065,1041.0836757762138
13,1229325.2222049874,348.23610656809984,939.829550366456
14,1245600.9036801648,362.029736896433,949.1840121381535
15,1128448.5757696994,482.6126906378563,803.3288673818313
16,7133174.981795625,730.2400587527233,730.2400587527233
17,1148892.1753163873,328.84167455809717,896.8925588149182
18,699715.4790278153,275.649720803673,558.3038560281775
19,1394017.8053366102,402.5921948901633,1044.762564728041
20,905580.8835634176,389.2553842219658,760.274522783462
21,1309038.0666841194,303.3718417931973,885.6270886662329
22,833456.2496052277,264.69471706807616,616.8594219386841
23,1110616.8078128288,403.19375104992037,881.6289606290669
24,7133185.149437733,730.2959729123488,730.2959729123488
25,704730.7978187195,236.0139910337056,558.5510979752837
26,954652.4466979566,516.2884203380327,759.6269494516757
27,754943.8764588016,246.99810423901616,669.1342286335914
28,1254466.5601449045,459.9994630021252,1008.3024447977162
29,1019740.4226397672,333.57062538054856,794.5649599980947
30,1135101.4152260667,274.1265798865241,880.391491378884
31,745058.1843681996,371.5532419775475,637.9764633124423
32,1028975.3187711483,397.10631231430733,882.1351378758347
33,7133207.486748539,730.046475767802,730.046475767802
34,1138928.8326643966,487.7595450851322,913.8766623897112
35,2011209.2692954154,871.4433836960707,1661.2851645639691
36,1341060.953124675,483.68890842145055,1155.926077438768
37,1378795.1532813283,527.9859486615792,1202.1311577207266
38,7133190.887522028,729.557512167537,729.557512167537
39,1020883.0576843672,477.5094010717141,956.3743434966143
40,970396.4275321079,309.08971186299146,819.5003475558573
41,768687.7932450589,213.73637673906606,582.2670224482013
42,1159853.743902805,397.5438434109483,856.1373428731002
43,1160613.4264057004,375.6497480928973,945.1545779348693
44,1118687.5629374366,332.5505791928208,797.6800734728156
45,1507496.6659309103,429.3547067516745,1125.1903687664199
46,1098361.4182707255,428.6385307560669,907.935657037012
47,1153521.3166171226,403.72646634584436,881.5107183918827
48,7133192.120529791,729.9955432692454,729.9955432692454
49,318533.04996040463,110.01975143633246,254.30409080909064
50,925825.9470428288,220.73213071322226,743.172847693469
