cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,3169.787904,685.30176,205.7158656,362.8744704,616.4987904,799.727616,2412.3506688,595.1029248000001,1283.2128000000005,1662.3360000000005,5033.502720000001,1236.9484800000002,6609.7382400000015,1418.41152,430.8019200000001,757.0483200000001,3377.3565400000007,932.8146,2140.8288599999996,1891.18311209812,1529.2461790709083,1539.9823310919332,1029.6258983132573,709.7667969961292,1918.811508591435,2687.154865825143,674.412396723083,1.9916,5.7672,2.0648,2.1764,0.0604,0.9396,1751.1734836989579,313.89136388528703,51.377616163308524,177.51975144909662,121.99199322781456,3503.057905250725,629.2711851817419,100.65042625978694,354.3326518206961,140.27124285357627,104.37365968297284,0.086,0.914,1191.695785551003,458.3711125449775,346.7267623189068,87.43550976,60.02049024,6.3296,9.6704,1.4708,0.3564,0.1728,0.9822,0.0178,12537.41633371302,6136.051431581231,2491.8995324779626,231.54452173279552,4.235513725484617,3.8247923481647144,0.5052,0.4948,1.9128,0.0872,1.0,1.6246,0.3754,0.6372,0.3628
std,636.553050081601,349.7814877865043,219.13656869292456,353.1315137111809,353.2309287783917,282.0259108941072,447.0971368162889,472.56306484038623,753.4629079462974,610.5765005866291,942.6423302574315,985.6885448858549,1339.3758048759282,750.0056029952007,466.22092672339,739.0625909406072,2252.177471991783,737.7997190965443,2097.329934934724,861.5224448745026,584.0650346264628,720.9501850720479,797.7790197306875,481.79449581987274,681.5556504055769,874.1414770898858,314.6677673789107,2.1014310939282557,2.431087451581997,1.8824743562504083,1.934329694305822,0.23825027311322794,0.23825027311322794,574.7239977769109,341.20062661603816,136.02381197393137,111.70946107074123,109.85399592324008,1153.0039626930993,681.1311175026416,270.879739785493,226.8531383690141,153.76950595037684,161.94987800086912,0.2803920896615825,0.2803920896615825,661.6828211208925,390.75864721777856,468.67293531988827,41.48661715990547,41.48661715990547,4.5751885545911675,4.5751885545911675,0.882328204588362,0.7654385796677933,0.5619638072546423,0.13223712539021062,0.13223712539021062,6618.431920616164,3816.9563522342146,3641.580635466783,55.4415517985897,18.40999747890228,18.644409140990806,0.5000229640655702,0.5000229640655702,0.4084477027786801,0.4084477027786801,0.0,0.509633971941698,0.5096339719416981,0.4808559082312457,0.4808559082312457
log_std,0.22050703897553023,,,,,,0.21416822588057963,,,,0.2168067150876317,,0.2219589144658258,,,,,,,,0.4149396160923957,,,,0.3738670419794334,0.38209915522875065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
min,737.28,0.0,0.0,0.0,0.0,0.0,294.91200000000003,0.0,0.0,0.0,576.0000000000002,0.0,1612.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.44247947588022,0.0,0.0,0.0,189.52286242190843,105.48983800589465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1%,1290.203136,0.0,0.0,0.0,0.0,110.59200000000001,700.416,0.0,0.0,230.40000000000006,1497.4848000000004,0.0,2649.4848,0.0,0.0,0.0,0.0,0.0,0.0,229.03640331347867,227.71182418663702,0.0,0.0,0.0,443.02932597202266,380.8613100221035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2783102806268,0.0,0.0,0.0,0.0,142.40125327371493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727635153611455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.3%,1806.336,73.72800000000001,0.0,0.0,73.72800000000001,368.64,1363.120128,0.0,115.20000000000003,691.2000000000002,2764.8000000000006,0.0,3801.6000000000004,115.20000000000002,0.0,0.0,0.0,0.0,0.0,569.2344013765502,557.6320145065021,226.75001815456244,0.0,69.52353893705735,792.8466023375618,984.4010231932773,156.30952691522913,0.0,2.0,0.0,0.0,0.0,0.0,509.18296445347386,0.0,0.0,0.0,0.0,984.9968252640435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5296,1.8432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,861.7457178308672,144.07044932026,0.0,125.7704931997707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10%,2285.568,221.18400000000003,0.0,0.0,184.32000000000002,479.2320000000001,1843.2,0.0,345.6000000000001,1036.8000000000002,3801.600000000001,0.0,4723.200000000001,460.80000000000007,0.0,0.0,322.55,0.0,0.0,926.1648616255657,818.5204665966859,635.1485396145601,57.049037820849385,193.5892242010027,1105.1821344085297,1548.1156310118256,291.67304788671134,0.0,2.0,0.0,0.0,0.0,1.0,1004.0295653631227,0.0,0.0,0.0,0.0,2014.353516292087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.03402215238543,0.0,0.0,25.8048,7.3728,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3489.73195888348,1111.2023095248976,0.0,166.01296777060725,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
15.9%,2506.752,331.776,0.0,0.0,258.048,552.96,1990.6560000000002,0.0,576.0000000000001,1152.0000000000002,4147.200000000001,0.0,5184.000000000001,576.0000000000001,0.0,0.0,645.1,0.0,0.0,1085.690228333845,949.9645507303953,813.7179300185437,219.7986448265087,259.6115993835164,1249.3978976906692,1816.294017081929,362.0380689779054,0.0,4.0,0.0,0.0,0.0,1.0,1194.2055835072954,14.874088531136838,0.0,50.827916878007606,0.0,2406.5685431411516,35.61502649595625,0.0,96.84820112870943,0.0,0.0,0.0,1.0,426.20784172080386,0.0,0.0,38.7072,14.7456,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5163.8852093097685,1855.6686522424548,0.0,181.23327621140015,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
50%,3244.032,663.552,147.45600000000002,368.64,589.8240000000001,737.28,2469.888,552.96,1152.0000000000005,1612.8000000000002,5184.000000000001,1152.0000000000002,6796.800000000001,1382.4,345.6,806.4000000000001,3548.0499999999997,967.65,1290.2,1754.118005544471,1472.6410126695903,1515.2917840500422,879.365861877626,609.1384303570923,1851.735588617666,2681.803045866861,643.4099971193516,2.0,6.0,2.0,2.0,0.0,1.0,1773.9738660738167,185.17041244238538,0.0,180.53761807826288,102.76826953140304,3528.4841372139254,368.12794287526276,0.0,364.76469045828276,112.28838991589956,0.0,0.0,1.0,1224.707102855225,398.3039102370317,165.01007859673797,92.16,55.296,4.0,12.0,2.0,0.0,0.0,1.0,0.0,12626.442620280035,6027.826307223944,935.0690104418345,229.183208197493,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
