cmp-loc-dir,B.10.71.002-1-1,B.10.71.002-1-2,B.10.71.002-2-1,B.10.71.002-2-2,B.10.71.002-3-1,B.10.71.002-3-2,B.10.71.002-4-1,B.10.71.002-4-2,B.10.71.012-1-1,B.10.71.012-1-2,B.10.71.012-2-1,B.10.71.012-2-2,B.10.71.012-3-1,B.10.71.012-3-2,B.10.71.012-4-1,B.10.71.012-4-2,B.20.11.102-1-1,B.20.11.102-1-2,B.20.11.102-2-1,B.20.11.102-2-2,B.20.11.102-3-1,B.20.11.102-3-2,B.20.11.102-4-1,B.20.11.102-4-2,B.20.11.121-1-1,B.20.11.121-1-2,B.20.11.121-2-1,B.20.11.121-2-2,B.20.11.121-3-1,B.20.11.121-3-2,B.20.11.121-4-1,B.20.11.121-4-2,B.30.11.012-5-1,C.10.11.001a-1-1,C.10.11.001a-1-2,C.10.11.001a-2-1,C.10.11.001a-2-2,C.10.11.001a-3-1,C.10.11.001a-3-2,C.10.11.001a-4-1,C.10.11.001a-4-2,C.10.11.011a-1-1,C.10.11.011a-1-2,C.10.11.011a-2-1,C.10.11.011a-2-2,C.10.11.011a-3-1,C.10.11.011a-3-2,C.10.11.011a-4-1,C.10.11.011a-4-2,C.20.11.001b-1-1,C.20.11.001b-1-2,C.20.11.001b-2-1,C.20.11.001b-2-2,C.20.11.001b-3-1,C.20.11.001b-3-2,D.10.14.021-1-1,D.20.21.013a-1-1,D.20.21.013a-2-1,D.20.21.013a-3-1,D.20.21.013a-4-1,D.20.21.013b-1-1,D.20.21.013b-2-1,D.20.21.013b-3-1,D.20.21.013b-4-1,D.20.21.023a-1-1,D.20.21.023a-2-1,D.20.21.023a-3-1,D.20.21.023a-4-1,D.20.21.023b-1-1,D.20.21.023b-2-1,D.20.21.023b-3-1,D.20.21.023b-4-1,D.20.31.013b-1-1,D.20.31.013b-2-1,D.20.31.013b-3-1,D.20.31.013b-4-1,D.30.31.013a-5-1,D.30.31.013b-5-1,D.30.41.011c-1-1,D.30.41.011c-1-2,D.30.41.011c-2-1,D.30.41.011c-2-2,D.30.41.011c-3-1,D.30.41.011c-3-2,D.30.41.011c-4-1,D.30.41.011c-4-2,D.30.41.032c-1-1,D.30.41.032c-2-1,D.30.41.032c-3-1,D.30.41.032c-4-1,D.30.41.102b-1-1,D.30.41.102b-2-1,D.30.41.102b-3-1,D.30.41.102b-4-1,D.30.41.103a-5-1,D.30.52.013a-5-2,D.30.52.013b-1-1,D.30.67.012a-1-1,D.30.67.012b-1-1,D.40.11.023a-1-1,D.40.11.023a-2-1,D.40.11.023a-3-1,D.40.11.023a-4-1,D.40.11.074a-1-1,D.40.11.074a-2-1,D.40.11.074a-3-1,D.40.11.074a-4-1,D.50.11.011a-1-1,D.50.12.013d-1-1,D.50.12.023a-1-1,D.50.12.023b-1-1,collapse-0-1,excessiveRID-1-1,excessiveRID-1-2,irreparable-0-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,748.7224486876929,748.8602773938603,748.7606641782422,748.7556452890366,748.7486960030393,748.7334436780412,748.7168696969587,748.739475647347,748.7224433463497,748.7708858732993,748.9361633665005,748.6845155830877,748.7947265100972,748.7869238553554,748.7284051693426,748.7215044317579,2.0,2.0,2.0,2.0,2.0,2.0,1.0,529.1418138709139,529.100358462222,529.0853783501797,529.1149130642377,74.87693587265716,74.89217565602063,74.87119956291714,74.87143358531627,1058.3067925482826,1058.1601921955762,1058.2720257108501,1058.2405062375442,149.74978134364983,149.73943585963906,149.7487844045985,149.7395527493579,603.9738630620423,604.0389762534551,603.9726185876779,603.975922951502,1.0,1.0,249.56707064825613,249.56913866177047,249.62638739726924,249.70350694968332,249.56814207969344,249.59659952642656,249.57975357163912,249.5830615801488,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,5290.87456143868,5292.044865249579,5291.354768631863,5291.0931024520905,59.9049382435501,59.89858829503509,59.89856357806125,59.90273768979844,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.5834463161866,312.67333941349045,311.80380378515093,311.7569365472493,311.79221691725485,311.6336880216234,311.4777547806766,311.6936080133661,311.57462049679344,311.8905656593689,313.4259483089237,311.3277475513363,312.0896758722436,312.0496061411196,311.60342148917385,311.62563799097506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.4619138602309,220.24686423071017,220.11269248513574,220.3017318876434,31.18964963342737,31.332660948270536,31.14616402205689,31.14600399895456,441.17689242400985,440.1366746467386,440.93422459250377,440.6675991745153,62.34841194097414,62.2827835897248,62.33308151897912,62.28929910880704,251.39395000654898,251.8911499983186,251.34953757966795,251.34539922651487,0.0,0.0,103.79988930004562,103.81862029088539,104.31573782824086,105.10209424019905,103.8166147694806,103.99900112654656,103.88895161855102,103.9275684580175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2201.098898892023,2210.6634034448957,2204.1706466593555,2202.4658670022636,24.974698951744486,24.93009520322538,24.932420914669212,24.95825945804553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_std,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,1.7763568394002505e-15,0.399917203787801,0.4001023712603617,0.3999864385647915,0.3999454987620393,0.40000197558190725,0.3999489010539689,0.3998687260841267,0.3999479485895024,0.39993332652930486,0.4000912505999037,0.4001677937415102,0.3998746926874876,0.4000256415666557,0.39995740040408345,0.3999564604279269,0.40000768029258843,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3999567525847037,0.40024984683039194,0.39997118200892234,0.39998326670623763,0.40003192654196684,0.40017927065288944,0.3999272130920102,0.3998531279462142,0.39997084456581394,0.3999272527109712,0.4001583815627032,0.4000272861781583,0.3999528028434367,0.399868025269521,0.39989690970179465,0.40004173486855354,0.400011419659798,0.3999986442464414,0.399941034822436,0.399924742300221,0.0,0.0,0.39987943726764874,0.39991659545645575,0.40011972388942796,0.40033645899792863,0.3998502753658817,0.3999697308079892,0.39993704998729424,0.4001103332570451,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.3998911864692163,0.40013548634951585,0.3999512383061838,0.3999210698244384,0.3999663671419244,0.39995503017588063,0.4000048693712147,0.39997454705165286,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
min,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,162.56981078786816,155.33663783782367,151.54931824320568,153.28824631780182,149.4963933271414,154.06651253247566,163.35534512023116,162.23286160019987,158.31302815673914,129.53349826296875,152.43569105787552,160.44165139283228,154.93922852754787,166.8911610602806,143.41208388061492,135.99795934896972,2.0,2.0,2.0,2.0,2.0,2.0,1.0,115.08470239532532,76.28043122112209,98.01776369648175,107.19643709556073,14.319009318588135,14.68003256126723,15.179169243453575,16.660455374689043,229.65870995664662,213.40332708817152,177.08270511455189,217.858074903146,31.11646946321325,31.523090693016567,32.63585381296344,26.225013990585715,113.28148693481323,131.66387543663055,128.17645393787396,123.03350412999559,1.0,1.0,53.76082342586648,50.157261151319936,49.81478196109198,53.17260504755292,54.64167213586378,55.52832057509086,51.44429929485479,44.643834294852276,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1173.7129290945845,1129.4886740518875,1149.4420388022318,1178.9999417189601,13.247245400977997,12.820689671450111,11.459861859308942,13.172464364000671,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
0.1%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,203.05683582438772,204.3336711635357,201.0052035689524,205.17691896391113,201.28718397731856,202.28022537773538,204.67590305349907,202.7303337816658,201.48055832554493,202.40459409221424,201.22486602618116,203.13502991970535,202.93409341047226,201.36576590997407,204.40512360576258,201.2506194284956,2.0,2.0,2.0,2.0,2.0,2.0,1.0,144.46797526666361,142.41631250243174,143.97858713666406,144.14537595135565,20.498733106684092,20.430970864155274,20.379629774328528,20.474592763278586,289.9924356166312,286.2990313825803,289.950265165183,284.4981383263711,40.42550713816138,40.28311440508987,40.8627861268435,40.83091095863433,162.00895992800307,163.7022001523685,163.90349121344317,164.61503822561164,1.0,1.0,67.96414989067661,67.47422739546435,67.99079617850357,67.66769940108986,67.95742173680482,68.01372519930828,67.91955506307337,67.77338374775182,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1430.9232507808938,1422.8362484643005,1420.157736829397,1443.2403536065165,16.27643550834094,16.1865202465308,16.139296792430088,16.354164288262037,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
2.3%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,311.436153690213,311.49721660974006,311.4261378543527,311.5744280368881,311.4088769919843,311.2722499895496,311.5775393993542,311.4211979342444,311.2490925324896,311.5671462727479,311.57515323428584,311.16215358971493,311.55367334836427,311.2496326071892,311.38567001859286,311.37818786982524,2.0,2.0,2.0,2.0,2.0,2.0,1.0,219.98851847498247,220.00898000107082,219.95464986895604,220.1474474702069,31.153933916468528,31.142605252686003,31.120201724742824,31.149528955534052,440.0426393871092,440.2100477532866,439.9016898270503,440.2204699298414,62.248466276166745,62.317123203747805,62.31128538538561,62.2485059480841,251.10236534103464,251.189810455659,251.2359236094304,251.333283945323,1.0,1.0,103.85956400383535,103.79178026413163,103.74569403128956,103.73336338109281,103.77377944755717,103.71727474881342,103.76988326689339,103.81179725362966,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2201.718852684795,2200.0766651933995,2198.9364428680224,2200.188661495777,24.912942592272636,24.91678307601377,24.910465994266623,24.906287706433837,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
10%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,414.1014474441949,414.1153701929704,414.0402118681118,414.1017061296806,413.9962590332504,413.99820737711053,413.9836436684706,414.0141635607525,414.0974848634737,414.0273989911791,413.9996866898414,414.0445935462354,414.05216565376384,414.03243343933696,414.0698644541036,414.1034903164991,2.0,2.0,2.0,2.0,2.0,2.0,1.0,292.63674991189185,292.58217242365913,292.64543433945244,292.5641134819565,41.406326515717765,41.40886437319997,41.40273589090248,41.41002602943453,585.0899871165519,585.2372323040531,585.1966199101555,585.2331879569853,82.8094924437214,82.79304824577558,82.80191623677779,82.81004492281427,333.9714063417141,334.05061600162514,333.95584679617764,334.0039097069245,1.0,1.0,138.00729370645115,138.01941149257001,138.0402677712241,137.99686406679402,138.0101827870819,138.0447865899259,138.03931904508988,138.0079709420991,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2925.4406688934537,2925.7956703452073,2925.9506687506514,2925.629489597265,33.122917968041754,33.12282843013694,33.12407151773416,33.12428552840446,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
15.9%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,463.60092329386816,463.61757466641774,463.67416252849773,463.6750230647397,463.6174085348578,463.6440148326729,463.64053510824635,463.66607033709255,463.6817071219219,463.5971178981485,463.5858583853947,463.6739408006539,463.6153379360418,463.6216427748202,463.58873146915835,463.67820859715283,2.0,2.0,2.0,2.0,2.0,2.0,1.0,327.6374545392975,327.66921776758824,327.61599179593605,327.59920555967324,46.365406242645214,46.3634395231466,46.37035361219551,46.36138858149063,655.3609970460799,655.3290637770785,655.2840924089883,655.2939100969746,92.73330428834919,92.72606251480384,92.71645232840339,92.72372920476919,374.03337383485933,374.03452111708646,373.97331314313567,373.9664685255117,1.0,1.0,154.5352949709234,154.52501848116648,154.53797390909887,154.53857562026838,154.55718833807353,154.56758904206748,154.5454846932355,154.52693874879992,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3276.786202791529,3276.78545710186,3276.893068651714,3276.0686374649554,37.09571779234958,37.09448552372961,37.09676767524841,37.085922751860544,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
50%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,691.1921430242091,691.191691319982,691.1929597488811,691.2164371788442,691.1673848347194,691.2010356444023,691.2050939361798,691.1595811270419,691.1690317877753,691.2156397225729,691.2206229265945,691.1675432923151,691.210865081362,691.2410251038289,691.2424360530213,691.2275164818614,2.0,2.0,2.0,2.0,2.0,2.0,1.0,488.4347472520258,488.46848337407096,488.4617731415025,488.46039860565656,69.12232827039354,69.12022994089787,69.11764758647944,69.12150459926548,976.8639692889237,976.9279405067612,976.8438171619096,976.9259339334257,138.2389978201275,138.2410974836789,138.2479387884507,138.2341043045255,557.5504653309322,557.5711417864823,557.5598932556118,557.6042974190436,1.0,1.0,230.4040062384089,230.3912913386707,230.3986946419235,230.3956513966036,230.4036312330254,230.41582711258232,230.38771085989111,230.4108589575173,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,4884.130684716218,4884.372769571513,4884.008047456334,4884.632244677858,55.29799477455198,55.296192594013306,55.298266709552465,55.29518912385929,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
